,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,cheesecake cream,329745,5,3,"['cheese', 'sugar', 'cream', 'vanilla']",104.0,12.0,27.0,1.0,1.0,23.0,2.0,-
1,snow cream,32789,5,3,"['sugar', 'cream', 'vanilla', 'snow']",46.2,4.0,16.0,0.0,0.0,9.0,1.0,-
2,snow ice cream,347338,15,4,"['cream', 'sugar', 'vanilla', 'snow']",342.2,45.0,67.0,1.0,3.0,91.0,6.0,-
3,sour cream strawberry surprise,238370,45,4,"['strawberry', 'cream', 'sugar', 'vanilla']",140.5,6.0,80.0,0.0,3.0,11.0,8.0,-
4,unknownchef86 s instant pudding ice cream,338041,10,4,"['chocolate pudding mix', 'sugar', 'cream', 'vanilla', 'cream']",178.9,17.0,66.0,6.0,2.0,35.0,6.0,-
5,almond roca gourmet popcorn,407545,20,15,"['microwave popcorn', 'butter', 'sugar', 'sugar', 'salt', 'corn syrup', 'almond', 'baking soda', 'butter flavoring']",1096.4,85.0,344.0,33.0,29.0,106.0,49.0,-
6,baked caramel corn,371586,70,11,"['microwave popcorn', 'butter', 'sugar', 'corn syrup', 'salt', 'baking soda', 'vanilla']",754.0,49.0,314.0,31.0,8.0,98.0,39.0,-
7,chewy irresistible caramel popcorn,205949,10,10,"['butter', 'sugar', 'corn syrup', 'baking soda', 'salt', 'microwave popcorn']",279.8,11.0,169.0,15.0,0.0,24.0,18.0,-
8,mom s caramel corn,252184,75,9,"['butter', 'sugar', 'corn syrup', 'salt', 'baking soda', 'vanilla', 'microwave popcorn']",1119.3,74.0,466.0,46.0,13.0,147.0,58.0,-
9,popcorn twist caramel corn,413136,50,10,"['butter', 'sugar', 'corn syrup', 'baking soda', 'microwave popcorn']",530.3,32.0,103.0,12.0,16.0,60.0,27.0,-
10,another tasty marinara sauce,368158,25,4,"['oil', 'garlic', 'leaf parsley', 'durkee onion', 'tomato', 'leaf', 'salt', 'pepper', 'sugar', 'leaf basil']",209.3,28.0,27.0,6.0,4.0,12.0,3.0,-
11,grilled tuna with tomato feta  relish,143873,25,3,"['tomato', 'feta cheese', 'leaf parsley', 'oil', 'leaf basil', 'wine vinegar', 'garlic', 'salt', 'pepper', 'fish']",128.1,16.0,12.0,8.0,7.0,18.0,1.0,-
12,panzanella  bread salad,58958,35,6,"['bread', 'tomato', 'durkee onion', 'cucumber', 'leaf basil', 'leaf parsley', 'garlic', 'wine vinegar', 'oil', 'salt', 'pepper', 'green']",96.6,10.0,16.0,6.0,3.0,4.0,2.0,-
