,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,buttermilk biscuits and pepper gravy,141251,45,19,"['wheat flour', 'vegetable shortening', 'buttermilk', 'milk', 'salt', 'pepper']",506.5,45.0,8.0,66.0,19.0,47.0,16.0,['american']
1,crispy fried catfish nuggets,449880,45,21,"['catfish nugget', 'cornmeal', 'salt', 'pepper', 'garlic', 'onion powder', 'leaf basil', 'seasoning salt', 'egg', 'buttermilk']",402.6,17.0,4.0,43.0,52.0,13.0,16.0,['american']
2,fairy bell s fried chicken,224238,1470,14,"['chicken meat', 'salt', 'egg', 'buttermilk', 'wheat flour', 'pepper', 'vegetable oil']",783.2,58.0,13.0,10.0,108.0,55.0,16.0,['american']
3,sweet tea and lemon brined fried chicken,389482,2890,23,"['chicken meat', 'tea', 'salt', 'thyme sprigs', 'lemon', 'garlic', 'buttermilk', 'egg', 'honey', 'wheat flour', 'panko breadcrumb', 'baking powder', 'pepper', 'chili powder']",400.8,27.0,24.0,125.0,53.0,26.0,12.0,['american']
4,vegetarian parmesan cutlets,34597,50,23,"['soy protein flake', 'water', 'oregano', 'leaf basil', 'garlic', 'durkee onion', 'salt', 'pepper', 'parmesan cheese', 'cheese', 'egg', 'wheat flour', 'parmesan cheese', 'garlic', 'oregano', 'milk']",233.6,9.0,2.0,19.0,22.0,13.0,11.0,['american']
5,british beans on toast,376934,3,4,"['bread', 'tomato sauce', 'sauce']",169.9,2.0,29.0,27.0,15.0,2.0,11.0,-
6,ciclon heat storm,197871,1,3,"['ciclon', 'sauce']",0.1,0.0,0.0,1.0,0.0,0.0,0.0,-
7,homemade panko bread crumbs,167729,23,6,['bread'],354.7,6.0,23.0,28.0,20.0,4.0,22.0,-
8,kicked up sweet and sour sauce,179400,2,3,"['sauce', 'chili sauce']",21.6,0.0,14.0,3.0,0.0,0.0,1.0,-
9,proper melba toast,40247,20,8,['bread'],33.2,0.0,2.0,2.0,1.0,0.0,2.0,-
10,ange s perfect pancakes,429233,15,6,"['wheat flour', 'wheat flour', 'caster sugar', 'milk', 'vanilla essence', 'egg']",439.6,5.0,101.0,16.0,30.0,5.0,28.0,-
11,cupcakes,154212,90,10,"['margarine', 'sugar', 'egg', 'milk', 'vanilla essence', 'wheat flour', 'baking powder', 'sugar']",274.0,14.0,138.0,5.0,5.0,10.0,15.0,-
12,fluffy cheesy quick scones,319147,22,7,"['margarine', 'egg', 'milk', 'cheese', 'baking powder', 'wheat flour']",178.6,15.0,0.0,22.0,9.0,13.0,5.0,-
13,madelines,152548,18,10,"['butter', 'caster sugar', 'egg', 'vanilla essence', 'wheat flour', 'baking powder', 'milk']",159.7,14.0,33.0,5.0,4.0,28.0,5.0,-
14,noodles,76748,55,7,"['wheat flour', 'salt', 'baking powder', 'egg', 'margarine', 'milk']",186.6,4.0,0.0,18.0,13.0,4.0,10.0,-
15,pumpkin pecan squares,43596,105,26,"['butter', 'sugar', 'vanilla extract', 'salt', 'purpose flour', 'flour', 'pumpkin puree', 'milk', 'sugar', 'egg', 'jumbo egg', 'cinnamon', 'ground ginger', 'clove', 'nutmeg', 'pistachio', 'sugar', 'cream']",660.5,54.0,198.0,10.0,16.0,89.0,27.0,['american']
16,santa cruz cinnamon rolls,382230,175,27,"['purpose flour', 'sugar', 'salt', 'yeast', 'milk', 'butter', 'egg', 'cinnamon', 'nutmeg', 'sugar', 'sugar', 'water']",291.2,11.0,85.0,10.0,10.0,21.0,17.0,['american']
17,sprinkles strawberry cupcakes,429011,45,39,"['strawberry', 'purpose flour', 'baking powder', 'salt', 'milk', 'vanilla extract', 'butter', 'sugar', 'egg', 'egg white', 'strawberry', 'sugar icing']",480.4,36.0,208.0,4.0,6.0,74.0,21.0,['american']
18,delicious sane baked sufganiot  doughnuts  for hanukkah,148495,100,43,"['water', 'sugar', 'yeast', 'milk', 'butter', 'egg', 'purpose flour', 'salt', 'nutmeg', 'cinnamon', 'sugar']",141.2,7.0,16.0,5.0,6.0,13.0,7.0,-
19,yukon gold cinnamon rolls,357611,130,40,"['gold potato', 'salt', 'butter', 'egg', 'purpose flour', 'water', 'yeast', 'sugar', 'sugar', 'cinnamon', 'sugar', 'milk', 'vanilla extract']",581.2,34.0,151.0,26.0,21.0,66.0,28.0,-
20,breaded fish fillets a la microwave,28365,16,3,"['halibut fillet', 'mayonnaise', 'lemon juice concentrate', 'breadcrumb', 'parmesan cheese']",127.0,2.0,0.0,4.0,52.0,2.0,0.0,-
21,cod baked in mayonnaise,96817,30,7,"['halibut fillet', 'leaf parsley', 'durkee onion', 'mayonnaise', 'pepper', 'breadcrumb']",337.4,21.0,16.0,18.0,64.0,10.0,6.0,-
22,cod olympia,268074,45,8,"['halibut fillet', 'mayonnaise', 'parmesan cheese', 'herb seasoning', 'butter', 'lemon juice concentrate', 'durkee onion']",765.8,82.0,34.0,56.0,82.0,69.0,10.0,-
23,mayonnaise baked fish,213403,23,7,"['halibut fillet', 'mayonnaise', 'butter', 'durkee onion', 'parmesan cheese', 'lemon juice concentrate', 'bay seasoning', 'pepper', 'breadcrumb']",428.4,29.0,11.0,22.0,91.0,39.0,5.0,-
24,whitefish and vegetable gratin,230334,30,10,"['durkee onion', 'halibut fillet', 'leaf basil', 'salt', 'pepper', 'champignon mushroom', 'tomato', 'wine', 'breadcrumb', 'butter', 'parmesan cheese']",404.4,25.0,17.0,18.0,75.0,45.0,7.0,-
25,basic muffin recipe,426920,30,7,"['purpose flour', 'sugar', 'baking powder', 'salt', 'egg', 'milk', 'vegetable oil']",172.6,10.0,10.0,11.0,8.0,7.0,7.0,-
26,basic waffles,133828,15,6,"['purpose flour', 'sugar', 'baking powder', 'salt', 'milk', 'vegetable oil', 'egg']",257.3,18.0,24.0,13.0,13.0,10.0,10.0,-
27,best pancakes,322471,35,9,"['purpose flour', 'sugar', 'baking powder', 'salt', 'vegetable oil', 'egg', 'milk']",350.0,31.0,11.0,23.0,15.0,21.0,11.0,-
