,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,amazing oatmeal cookies,369048,21,8,"['oat', 'rice krispy', 'wheat flour', 'baking soda', 'baking powder', 'egg', 'sugar', 'sugar', 'butter', 'coconut', 'walnut', 'chocolate chip cookie']",141.5,12.0,38.0,2.0,4.0,20.0,5.0,-
1,chocolate chip dream barz,287577,35,9,"['butter', 'wheat flour', 'sugar', 'salt', 'egg', 'vanilla', 'baking powder', 'coconut', 'walnut', 'chocolate chip cookie']",270.6,21.0,92.0,5.0,6.0,47.0,11.0,-
2,country house brownies,275708,45,8,"['butter', 'sugar', 'egg', 'salt', 'baking powder', 'vanilla', 'wheat flour', 'coconut', 'chocolate chip cookie', 'walnut']",306.0,26.0,118.0,7.0,6.0,47.0,13.0,-
3,sarah s nutty coconut jam bars,201196,40,7,"['butter', 'sugar', 'egg', 'wheat flour', 'baking powder', 'coconut', 'walnut', 'vanilla', 'preserves']",199.5,13.0,68.0,2.0,3.0,25.0,9.0,-
4,tropical dried fruit choc chip cookies with a crunch,312600,25,8,"['butter', 'sugar', 'egg', 'vanilla', 'wheat flour', 'baking powder', 'rice krispy', 'chocolate chip cookie', 'coconut', 'pineapple chunk']",292.8,21.0,113.0,5.0,5.0,44.0,13.0,-
5,everyday seasoning,441482,5,2,"['pepper', 'salt', 'onion powder', 'garlic']",276.3,1.0,12.0,2.0,23.0,1.0,20.0,-
6,grilled chicken breast,410346,15,1,"['chicken breast', 'salt', 'garlic', 'pepper']",126.9,10.0,0.0,18.0,30.0,9.0,0.0,-
7,papa john s garlic dipping sauce,26039,4,3,"['margarine', 'garlic', 'salt']",437.6,69.0,0.0,70.0,4.0,47.0,2.0,-
8,roasted red pepper dressing,193391,10,1,"['pepper', 'garlic', 'nonfat fruit yogurt', 'salt']",30.6,0.0,12.0,36.0,5.0,0.0,1.0,-
9,uncle bubba s house seasoning,237987,3,3,"['salt', 'garlic', 'onion powder', 'pepper']",5.5,0.0,1.0,94.0,0.0,0.0,0.0,-
10,70 s hunt s spaghetti sauce with meat,317380,85,6,"['ground beef', 'durkee onion', 'garlic', 'tomato paste', 'juice', 'water', 'salt', 'leaf basil', 'sugar', 'oregano', 'pepper', 'oil']",571.5,50.0,82.0,99.0,74.0,55.0,11.0,-
11,bev s spaghetti sauce,26217,105,7,"['ground beef', 'oil', 'durkee onion', 'garlic', 'leave', 'oregano', 'leaf basil', 'seasoning salt', 'salt', 'pepper', 'tomato paste', 'tomato sauce', 'tomato', 'champignon mushroom', 'parmesan cheese']",565.1,51.0,85.0,93.0,77.0,55.0,10.0,-
12,crockpot hamburger stroganoff,448113,390,7,"['ground beef', 'durkee onion', 'garlic', 'tomato paste', 'beef broth', 'sherry', 'salt', 'pepper', 'champignon mushroom', 'cream']",184.3,17.0,21.0,30.0,5.0,33.0,3.0,-
13,easy spaghetti meat sauce,491594,75,8,"['ground beef', 'durkee onion', 'garlic', 'champignon mushroom', 'tomato', 'garlic', 'tomato paste', 'oregano', 'leaf basil', 'salt', 'pepper']",131.5,7.0,12.0,20.0,24.0,9.0,3.0,-
14,spaghetti with meat sauce,361579,55,8,"['tomato paste', 'ground beef', 'durkee onion', 'spaghetti', 'salt', 'pepper', 'seasoning salt', 'oil']",384.7,19.0,15.0,8.0,37.0,19.0,15.0,-
15,bistec encebollado  steak and onions,373153,25,13,"['salt', 'pepper', 'oregano', 'garlic', 'oil', 'beef steak', 'durkee onion', 'cider vinegar']",424.8,41.0,9.0,15.0,74.0,40.0,2.0,['caribbean']
16,jan s marinara sauce,4771,150,9,"['oil', 'garlic', 'durkee onion', 'leaf parsley', 'pepper', 'tomato', 'sugar', 'salt', 'oregano', 'pepper']",371.8,38.0,93.0,66.0,12.0,17.0,11.0,['italian']
17,perruso s bracciole,12762,50,6,"['beef steak', 'pepper', 'garlic', 'leaf parsley', 'cheese', 'oil']",514.5,46.0,1.0,12.0,105.0,63.0,1.0,['italian']
