,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,aeblegrod    danish applesauce,373269,25,3,"['apple', 'water', 'wine', 'sugar']",68.1,0.0,53.0,0.0,0.0,0.0,5.0,-
1,broiled pineapple,31138,11,2,"['pineapple chunk', 'sugar', 'rum']",288.0,0.0,273.0,0.0,1.0,0.0,24.0,-
2,caramelized pineapple and mango,388518,20,5,"['butter', 'pineapple chunk', 'mango', 'sugar', 'rum']",176.8,6.0,117.0,1.0,2.0,13.0,11.0,-
3,mango pineapple smoothie,415958,2,2,"['mango juice', 'mango', 'pineapple chunk', 'lemon sorbet']",144.4,0.0,126.0,0.0,2.0,0.0,12.0,-
4,prevent apple slices from turning brown,266925,5,1,"['apple', 'lime beverage']",121.0,0.0,101.0,0.0,0.0,0.0,10.0,-
5,skip   go naked punch  aka the pink panty dropper,474794,5,4,"['beer', 'lemonade concentrate', 'vodka']",195.7,0.0,53.0,0.0,1.0,0.0,6.0,['american']
6,peach fuzzies,104180,5,3,"['peach', 'lemonade concentrate', 'vodka']",386.0,0.0,32.0,0.0,2.0,0.0,16.0,-
7,skip and go naked,295469,5,3,"['beer', 'lemonade concentrate', 'vodka']",284.8,1.0,180.0,0.0,1.0,0.0,16.0,-
8,strip and go naked,16148,2,2,"['lemonade concentrate', 'beer', 'corona beer', 'vodka']",632.2,0.0,0.0,1.0,5.0,0.0,23.0,-
9,summer beer,180734,10,3,"['lemonade mix', 'beer', 'vodka']",187.7,0.0,0.0,0.0,0.0,0.0,9.0,-
10,adult fruit salad    alcoholic  martinique    caribbean,373741,10,2,"['banana', 'fruit', 'navel orange', 'apple', 'grape', 'strawberry', 'pineapple chunk', 'rum']",108.2,0.0,69.0,0.0,2.0,0.0,8.0,['caribbean']
11,fresh fruit salad pita,58634,30,5,"['juice', 'orange', 'apple', 'grape', 'cantaloupe', 'strawberry', 'blueberry', 'pita bread', 'nonfat strawberry yogurt', 'sugar']",139.6,0.0,48.0,7.0,7.0,0.0,10.0,-
12,fruit salad with pudding,66575,10,5,"['peach slice', 'pineapple chunk', 'chocolate pudding mix', 'strawberry', 'banana', 'blueberry', 'grape', 'sugar']",73.9,0.0,63.0,3.0,1.0,0.0,6.0,-
13,haleighs favorite fresh fruit salad,212687,20,1,"['strawberry', 'blueberry', 'apple', 'banana', 'grape', 'juice', 'orange']",637.9,2.0,559.0,0.0,13.0,2.0,55.0,-
14,red  white  and blueberry smoothie,178722,5,3,"['strawberry', 'blueberry', 'banana', 'raspberry yogurt', 'blueberry juice', 'sugar']",174.3,1.0,110.0,1.0,8.0,2.0,13.0,-
15,american style vanilla biscotti,345763,60,33,"['butter', 'sugar', 'salt', 'vanilla extract', 'baking powder', 'egg', 'purpose flour']",61.1,3.0,15.0,2.0,2.0,6.0,3.0,-
16,classic sugar cookies  with variations,79528,60,30,"['butter', 'sugar', 'egg', 'vanilla extract', 'purpose flour', 'salt', 'baking soda']",49.4,3.0,9.0,2.0,1.0,7.0,2.0,-
17,cream puff dough,389840,110,23,"['water', 'salt', 'butter', 'sugar', 'purpose flour', 'egg', 'egg']",106.5,9.0,4.0,3.0,7.0,15.0,3.0,-
