,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,banana pancake,455510,30,7,"['wheat flour', 'baking powder', 'milk', 'honey', 'butter', 'banana']",431.3,18.0,64.0,5.0,18.0,36.0,24.0,-
1,honey whole wheat biscuits,396164,22,5,"['wheat flour', 'salt', 'baking powder', 'milk', 'honey', 'canola oil']",125.5,4.0,23.0,8.0,7.0,1.0,7.0,-
2,kashi friendly fiber muffins,62769,35,9,"['wheat flour', 'baking powder', 'salt', 'friends cereal', 'milk', 'honey', 'egg white', 'applesauce', 'banana', 'vegetable oil cooking spray']",108.5,1.0,37.0,8.0,7.0,0.0,8.0,-
3,lullaby banana muffins,210168,45,5,"['wheat flour', 'salt', 'baking powder', 'banana', 'applesauce', 'honey', 'milk']",119.5,1.0,34.0,8.0,6.0,1.0,9.0,-
4,tropical fruit muffins,8647,18,7,"['wheat flour', 'baking powder', 'salt', 'sugar', 'honey', 'vegetable oil', 'milk', 'egg', 'mango pulp', 'banana']",203.6,8.0,91.0,7.0,5.0,5.0,12.0,-
5,absolute best ever lasagna,28768,150,16,"['ground beef', 'sausage', 'durkee onion', 'garlic', 'salt', 'pepper', 'parsley flake', 'oregano', 'leaf basil', 'tomato', 'ricotta cheese', 'egg', 'pepper', 'leaf parsley', 'parmesan cheese', 'mozzarella cheese', 'lasagna noodle']",517.1,45.0,15.0,34.0,73.0,75.0,8.0,['italian']
6,baked lasagna,34650,75,14,"['ground beef', 'garlic', 'leaf parsley', 'leaf basil', 'salt', 'tomato', 'tomato paste', 'lasagna noodle', 'cottage cheese', 'egg', 'pepper', 'parmesan cheese', 'mozzarella cheese']",560.2,40.0,31.0,62.0,90.0,69.0,11.0,['italian']
7,dad s lasagna,50371,65,20,"['sausage', 'garlic', 'leaf basil', 'salt', 'tomato', 'tomato paste', 'lasagna noodle', 'egg', 'ricotta cheese', 'parmesan cheese', 'parsley flake', 'pepper', 'mozzarella cheese']",1000.6,90.0,47.0,116.0,119.0,148.0,19.0,['italian']
8,lasagna alla paola,90590,75,10,"['lasagna noodle', 'ground beef', 'sausage', 'garlic', 'leaf basil', 'salt', 'tomato', 'tomato paste', 'wine', 'egg', 'ricotta cheese', 'parmesan cheese', 'parsley flake', 'pepper', 'mozzarella cheese']",773.6,64.0,33.0,76.0,107.0,109.0,14.0,['italian']
9,whole wheat lasagna,201709,70,8,"['ground beef', 'garlic', 'parsley flake', 'leaf basil', 'salt', 'tomato', 'tomato paste', 'lasagna noodle', 'cottage cheese', 'egg', 'pepper', 'parmesan cheese', 'mozzarella cheese']",288.7,21.0,20.0,42.0,44.0,35.0,6.0,-
10,barley beef vegetable soup,4018,0,7,"['soup bone', 'water', 'beef', 'durkee onion', 'thyme sprigs', 'pepper', 'salt', 'paprika', 'leaf', 'barley', 'tomato', 'baby carrot', 'celery seed', 'pea', 'bean', 'potato', 'leaf parsley']",69.1,1.0,7.0,2.0,9.0,1.0,3.0,-
11,basic  no tomato  beef stew,51352,170,8,"['purpose flour', 'beef', 'cooking oil', 'beef broth', 'durkee onion', 'garlic', 'leaf basil', 'thyme sprigs', 'potato', 'baby carrot', 'celery seed', 'bean', 'pepper']",543.1,42.0,26.0,38.0,83.0,44.0,10.0,-
12,crock pot beef vegetable soup,17093,370,5,"['beef', 'tomato', 'potato', 'baby carrot', 'garlic', 'peppercorn', 'leaf', 'celery seed', 'durkee onion', 'water', 'pepper', 'thyme sprigs', 'leaf parsley', 'beef bouillon cube', 'vegetable']",398.5,9.0,31.0,39.0,67.0,12.0,18.0,-
13,eureka  they will all eat it vegetable soup,138322,55,7,"['oil', 'durkee onion', 'celery seed', 'garlic', 'baby carrot', 'cabbage', 'potato', 'thyme sprigs', 'rosemary sprigs', 'leaf parsley', 'water', 'tomato', 'pepper']",107.9,5.0,19.0,1.0,4.0,2.0,5.0,-
14,hamburger vegetable soup,27347,65,4,"['hamburger', 'durkee onion', 'beef broth', 'beef bouillon granule', 'baby carrot', 'celery seed', 'potato', 'tomato', 'thyme sprigs', 'garlic', 'pepper', 'marjoram leaves', 'salt']",174.4,10.0,23.0,24.0,29.0,12.0,4.0,-
15,baking powder biscuits,268845,25,4,"['wheat flour', 'salt', 'baking powder', 'shortening', 'milk']",307.9,8.0,0.0,40.0,14.0,9.0,18.0,['american']
16,dainty crusty biscuits,183379,30,5,"['purpose flour', 'baking powder', 'salt', 'milk', 'vegetable oil']",90.7,6.0,0.0,5.0,3.0,2.0,3.0,['american']
17,drop baking powder biscuits,465574,20,7,"['wheat flour', 'baking powder', 'salt', 'shortening', 'milk']",226.4,11.0,0.0,27.0,11.0,11.0,11.0,['american']
18,jam dumplings,92968,22,9,"['purpose flour', 'salt', 'baking powder', 'shortening', 'milk', 'strawberry jam', 'water']",394.0,9.0,155.0,18.0,8.0,8.0,26.0,['american']
19,mom s dumplings,42455,30,4,"['wheat flour', 'shortening', 'baking powder', 'salt', 'milk']",235.2,6.0,0.0,13.0,13.0,7.0,14.0,['american']
20,brown sugar ice cream,167155,1465,9,"['jumbo egg', 'sugar', 'cream', 'half', 'vanilla']",351.2,36.0,107.0,2.0,9.0,70.0,10.0,['american']
21,rice pudding from leftover rice,453558,45,6,"['grain rice', 'milk', 'half', 'sugar', 'vanilla', 'cinnamon', 'raisin', 'jumbo egg']",259.9,10.0,81.0,2.0,11.0,19.0,14.0,['american']
22,southerner s specialty eggnog,5414,8,8,"['egg', 'sugar', 'half', 'vanilla', 'nutmeg', 'rum']",321.1,29.0,69.0,4.0,19.0,51.0,7.0,['american']
23,vanilla frozen custard,461896,60,12,"['half', 'cream', 'vanilla', 'egg', 'jumbo egg', 'sugar']",520.7,60.0,121.0,3.0,15.0,116.0,11.0,['american']
24,croissant strawberry pudding,83452,70,9,"['boysenberry', 'croissant', 'jumbo egg', 'egg', 'half', 'sugar', 'ice cream topping', 'sugar']",577.9,43.0,153.0,16.0,24.0,76.0,23.0,-
25,auntie mary s jewish apple cake,94168,110,5,"['apple', 'cinnamon', 'wheat flour', 'baking powder', 'salt', 'egg', 'vanilla', 'oil', 'juice', 'sugar']",5878.6,375.0,2164.0,154.0,135.0,198.0,293.0,-
26,banana walnut loaf,59903,55,7,"['wheat flour', 'sugar', 'egg', 'shortening', 'banana', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'vanilla', 'walnut']",3642.8,236.0,1122.0,111.0,106.0,164.0,176.0,-
27,basic pound cake,41621,80,5,"['sugar', 'margarine', 'vanilla', 'egg', 'purpose flour', 'baking powder', 'salt', 'milk']",2820.8,176.0,1006.0,77.0,89.0,128.0,136.0,-
28,sugar drop cookies,273272,25,7,"['purpose flour', 'baking powder', 'salt', 'cinnamon', 'sugar', 'vegetable oil', 'egg', 'vanilla']",3517.1,270.0,805.0,101.0,89.0,123.0,147.0,-
29,sweet potato quick bread,236480,75,6,"['salt', 'wheat flour', 'cinnamon', 'baking soda', 'baking powder', 'sugar', 'potato', 'vegetable oil', 'egg', 'vanilla', 'walnut', 'raisin']",3760.8,199.0,1260.0,99.0,134.0,88.0,200.0,-
30,cauliflower cheese pie,121654,75,14,"['potato', 'salt', 'egg', 'durkee onion', 'cheddar cheese', 'head cauliflower', 'butter', 'leaf basil', 'egg', 'milk', 'pepper', 'garlic']",247.4,23.0,17.0,25.0,22.0,43.0,6.0,-
31,delicious baked cauliflower pie,71838,70,11,"['crouton', 'butter', 'head cauliflower', 'durkee onion', 'baby carrot', 'garlic', 'salt', 'oregano', 'cheddar cheese', 'egg', 'half']",553.5,64.0,22.0,44.0,31.0,120.0,9.0,-
32,easy cheesy golden potato squares,137404,100,19,"['potato', 'butter', 'durkee onion', 'garlic', 'milk', 'egg', 'salt', 'pepper', 'cheddar cheese']",834.9,72.0,17.0,58.0,60.0,143.0,25.0,-
33,paula deen s baked garlic cheese grits,216364,60,9,"['chicken broth', 'salt', 'pepper', 'garlic', 'grit', 'cheddar cheese', 'milk', 'egg', 'butter', 'cheddar cheese']",443.2,45.0,3.0,39.0,42.0,89.0,7.0,-
34,two cheese potato   cauliflower soup,357866,30,9,"['butter', 'durkee onion', 'garlic', 'milk', 'gold potato', 'head cauliflower', 'salt', 'pepper', 'cheddar cheese', 'cheese']",600.5,51.0,23.0,53.0,58.0,104.0,16.0,-
35,alfredo tortellini and chicken,86589,40,9,"['chicken breast', 'oil', 'garlic', 'sauce', 'cheese tortellini', 'pepper', 'parmesan cheese']",313.5,31.0,0.0,3.0,60.0,23.0,0.0,-
36,awesome mojo chicken breasts,170803,125,9,"['chicken breast', 'mojo criollo', 'garlic']",261.4,20.0,3.0,3.0,61.0,19.0,0.0,-
37,garlic lime grilled chicken,383109,55,10,"['chicken breast', 'sodium soy sauce', 'lime juice concentrate', 'sauce', 'garlic', 'mustard', 'pepper']",158.2,2.0,5.0,49.0,58.0,2.0,1.0,-
38,low carb breaded chicken,76865,40,8,"['chicken breast', 'egg', 'pork rind', 'pepper', 'garlic']",166.6,6.0,0.0,4.0,60.0,5.0,0.0,-
39,sticky garlic chicken skewers,70420,15,6,"['garlic', 'honey', 'ketchup', 'sauce', 'mustard', 'habanero sauce', 'chicken breast', 'pepper']",169.3,4.0,55.0,20.0,39.0,2.0,5.0,-
40,greek  pasta  with  white  beans  and  spinach,426782,55,7,"['penne pasta', 'oil', 'durkee onion', 'garlic', 'tomato', 'bean', 'seasoning salt', 'pepper', 'pepper flake', 'spinach', 'feta cheese']",425.6,6.0,10.0,2.0,28.0,3.0,28.0,-
41,greek penne pasta  6 ww points,59273,35,8,"['penne pasta', 'oil', 'pine nut', 'garlic', 'spinach', 'tomato', 'feta cheese', 'olive']",237.6,10.0,9.0,9.0,14.0,13.0,12.0,-
