,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,honey dijon chicken,188947,50,3,"['chicken breast halve', 'honey', 'lemon juice concentrate', 'soy sauce', 'mustard']",202.3,2.0,71.0,24.0,56.0,1.0,6.0,-
1,honey dijon mustard curry chicken nibbles,10592,75,8,"['chicken nibble', 'honey', 'mustard', 'mustard', 'curry powder']",155.8,6.0,70.0,8.0,22.0,5.0,6.0,-
2,honey mustard grilled chicken,476990,33,6,"['mustard', 'honey', 'mayonnaise', 'steak sauce', 'chicken breast halve']",241.5,9.0,72.0,17.0,52.0,5.0,6.0,-
3,not mr  food honey mustard chicken,37660,25,5,"['chicken breast halve', 'breadcrumb', 'mustard', 'honey', 'butter']",345.8,16.0,58.0,20.0,58.0,23.0,10.0,-
4,quick honey mustard chicken,16125,15,6,"['chicken breast halve', 'breadcrumb', 'mustard', 'honey', 'butter']",276.3,10.0,23.0,16.0,57.0,11.0,7.0,-
5,dusty s stuffed mushrooms,386520,40,3,"['champignon mushroom', 'crabmeat', 'breadcrumb', 'egg', 'durkee onion', 'pepper', 'garlic', 'mushroom stem', 'sauce', 'butter']",30.2,0.0,2.0,6.0,6.0,0.0,1.0,-
6,easy sauted mushrooms,227942,15,7,"['champignon mushroom', 'butter', 'sauce']",70.8,9.0,8.0,5.0,3.0,18.0,1.0,-
7,golden panfried mushrooms,307727,15,4,"['champignon mushroom', 'egg', 'breadcrumb', 'durkee onion', 'butter']",249.4,27.0,18.0,10.0,12.0,51.0,6.0,-
8,irish egg in a cup for one,21035,6,6,"['egg', 'breadcrumb', 'butter', 'pepper']",182.8,25.0,2.0,7.0,13.0,44.0,0.0,-
9,out of this world scrambled eggs,180154,5,7,"['egg', 'butter', 'milk', 'sauce']",188.6,21.0,2.0,8.0,26.0,29.0,0.0,-
10,black joe cake,210772,50,6,"['wheat flour', 'cocoa', 'baking soda', 'baking powder', 'salt', 'milk', 'vegetable oil', 'vanilla', 'sugar', 'egg', 'espresso']",397.8,20.0,160.0,13.0,11.0,11.0,21.0,-
11,chocolate body break cake,82863,45,10,"['wheat flour', 'sugar', 'cocoa powder', 'baking soda', 'baking powder', 'salt', 'milk', 'egg white', 'corn syrup', 'strawberry pie fill']",215.2,1.0,79.0,15.0,12.0,3.0,16.0,-
