,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,butter pecan muffins,6949,30,11,"['wheat flour', 'pistachio', 'sugar', 'egg', 'milk', 'butter', 'vanilla extract']",243.5,21.0,44.0,12.0,8.0,20.0,9.0,-
1,candy topped bars,157754,65,15,"['purpose flour', 'sugar', 'butter', 'pistachio', 'cheese', 'sugar', 'egg', 'milk', 'lemon juice concentrate', 'vanilla extract', 'm&m baking bit']",188.1,20.0,31.0,3.0,5.0,35.0,4.0,-
2,cheesecake bars,77379,50,16,"['butter', 'sugar', 'purpose flour', 'pistachio', 'sugar', 'cheese', 'egg', 'milk', 'lemon juice concentrate', 'vanilla extract']",180.2,17.0,45.0,3.0,4.0,26.0,5.0,-
3,easy old fashion sugar cookies,128428,20,7,"['wheat flour', 'sugar', 'margarine', 'egg', 'vanilla extract', 'milk']",106.8,6.0,33.0,7.0,2.0,4.0,5.0,-
4,m m cream cheese bars,126133,50,12,"['wheat flour', 'sugar', 'butter', 'pistachio', 'm&m baking bit', 'cheese', 'sugar', 'egg', 'milk', 'lemon juice concentrate']",187.7,20.0,31.0,3.0,5.0,35.0,4.0,-
5,easy 4 ingredient salmon teriyaki,271585,50,9,"['salmon', 'teriyaki sauce', 'durkee onion', 'garlic']",370.6,15.0,21.0,65.0,118.0,7.0,2.0,-
6,leftover veggie chicken stir fry,222690,50,7,"['vegetable', 'chicken stock', 'soy sauce', 'teriyaki sauce', 'cornstarch', 'gingerroot', 'chicken breast', 'garlic', 'chicken broth', 'grain rice']",120.1,2.0,4.0,23.0,44.0,1.0,1.0,-
7,maple syrup korean teriyaki chicken,137203,35,10,"['soy sauce', 'water', 'maple syrup', 'sesame oil', 'garlic', 'gingerroot', 'pepper', 'chicken breast halve', 'grain rice', 'cornstarch']",694.3,19.0,55.0,37.0,75.0,11.0,35.0,-
8,salmon fillets baked in foil,310109,170,10,"['salmon', 'soy sauce', 'water', 'garlic', 'pepper']",390.5,16.0,2.0,92.0,134.0,8.0,0.0,-
9,spicy maple baked salmon,182114,50,7,"['maple syrup', 'water', 'soy sauce', 'gingerroot', 'garlic', 'mustard', 'salt', 'salmon', 'pepper']",482.1,21.0,64.0,37.0,132.0,12.0,6.0,-
10,almond chocolate biscotti,39612,100,28,"['wheat flour', 'baking powder', 'cocoa powder', 'almond', 'butter', 'sugar', 'almond extract', 'egg']",153.8,6.0,45.0,2.0,7.0,8.0,8.0,-
11,chocolate dulce de leche empanadas,506220,60,27,"['wheat flour', 'cocoa powder', 'sugar', 'salt', 'cinnamon', 'butter', 'egg', 'water', 'dulce de leche', 'egg', 'sugar', 'ice cream']",161.8,13.0,19.0,1.0,6.0,27.0,6.0,-
12,cinnamon crumb cupcakes,208391,26,19,"['butter', 'sugar', 'vanilla extract', 'egg', 'wheat flour', 'baking powder', 'sugar', 'cinnamon']",227.1,19.0,57.0,5.0,5.0,37.0,8.0,-
13,quaresmali twice baked cookie or biscotti,86751,50,26,"['almond', 'honey', 'sugar', 'sugar', 'purpose flour', 'clove', 'cinnamon', 'baking powder', 'butter', 'egg', 'egg', 'water']",176.4,14.0,46.0,1.0,9.0,8.0,6.0,-
14,viennese plum cake,253518,55,23,"['plum', 'sugar', 'cinnamon', 'butter', 'egg', 'wheat flour', 'baking powder', 'salt']",263.6,19.0,86.0,9.0,7.0,38.0,11.0,-
