,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,asian pad thai,203997,37,23,"['vermicelli rice noodle', 'chicken broth', 'sugar', 'seafood cocktail sauce', 'lime juice concentrate', 'ketchup', 'pepper flake', 'chicken breast', 'tofu', 'vegetable oil', 'egg', 'garlic', 'shrimp', 'bell pepper', 'bean sprout', 'durkee onion', 'peanut butter', 'pepper']",699.5,42.0,80.0,47.0,79.0,21.0,24.0,['thai']
1,pad thai   lower fat version,90818,25,15,"['chicken broth', 'vermicelli rice noodle', 'water', 'egg', 'sugar', 'fish', 'ketchup', 'sauce', 'garlic sauce', 'chili pepper flake', 'garlic', 'durkee onion', 'pepper', 'coriander sprig', 'mint leaf', 'chicken breast', 'shrimp', 'bean sprout', 'peanut butter']",283.7,4.0,36.0,24.0,37.0,3.0,14.0,['thai']
2,pad thai  fried noodles with shrimp,33949,25,12,"['shrimp', 'vermicelli rice noodle', 'garlic', 'vegetable oil', 'egg', 'sugar', 'seafood cocktail sauce', 'garlic sauce', 'durkee onion', 'peanut butter', 'ground cilantro', 'wedge']",601.3,33.0,28.0,45.0,83.0,17.0,19.0,['thai']
3,ted s pad thai,178513,25,17,"['chicken breast', 'vermicelli rice noodle', 'egg', 'durkee onion', 'bean sprout', 'garlic', 'rice wine', 'vegetable oil', 'seafood cocktail sauce', 'rice vinegar', 'sugar', 'garlic sauce', 'peanut butter', 'lime']",355.4,14.0,32.0,35.0,47.0,8.0,14.0,['thai']
4,yummy shrimp pad thai,320585,40,31,"['vermicelli rice noodle', 'seafood cocktail sauce', 'rice vinegar', 'sugar', 'cayenne pepper', 'coriander sprig', 'ginger', 'chili powder', 'soy sauce', 'ketchup', 'water', 'canola oil', 'egg', 'garlic', 'durkee onion', 'baby carrot', 'bean sprout', 'shrimp', 'lime', 'peanut butter', 'pepper flake', 'ground cilantro']",855.8,69.0,68.0,86.0,77.0,35.0,27.0,['thai']
5,auntie anne s pretzels   copycat,59462,25,16,"['water', 'yeast', 'sugar', 'salt', 'wheat bread flour', 'wheat flour', 'baking soda', 'salt', 'butter']",536.2,10.0,28.0,111.0,26.0,19.0,34.0,['american']
6,buttermilk yeast rolls,390174,55,14,"['wheat flour', 'sugar', 'salt', 'yeast', 'baking soda', 'water', 'buttermilk', 'butter', 'egg']",110.3,1.0,6.0,9.0,6.0,1.0,7.0,['american']
7,one loaf white bread,34620,110,18,"['water', 'butter', 'sugar', 'salt', 'yeast', 'wheat flour']",147.2,3.0,3.0,6.0,7.0,6.0,9.0,['american']
8,soft pretzels  pareve,211382,30,12,"['water', 'yeast', 'sugar', 'wheat flour', 'baking soda', 'salt']",145.7,0.0,16.0,71.0,8.0,0.0,10.0,['american']
9,sweet fry bread   enough for an army,223485,135,20,"['yeast', 'sugar', 'salt', 'water', 'butter', 'wheat flour']",127.7,6.0,12.0,5.0,4.0,12.0,6.0,['american']
10,japanese steakhouse style golden shrimp sauce,110045,5,2,"['mayonnaise', 'sugar', 'rice vinegar', 'butter', 'paprika', 'garlic']",127.5,15.0,21.0,7.0,0.0,13.0,3.0,['japanese']
