,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,garlic crust prime rib,272779,30,17,"['beef rib roast', 'oil', 'garlic', 'breadcrumb', 'leaf parsley', 'leaf basil', 'salt', 'pepper']",1268.4,165.0,8.0,35.0,95.0,199.0,8.0,-
1,garlic prime rib,69164,100,10,"['beef rib roast', 'garlic', 'oil', 'salt', 'pepper', 'thyme sprigs']",1229.8,159.0,0.0,21.0,136.0,212.0,0.0,-
2,ken s fresh meats no fail prime rib recipe,315151,7,12,"['beef rib roast', 'pepper', 'salt']",825.5,114.0,0.0,5.0,72.0,155.0,0.0,-
3,special occasion scrumptious prime rib,83158,98,16,"['beef rib roast', 'garlic', 'pepper']",1007.0,136.0,0.0,6.0,97.0,183.0,0.0,-
4,standing rib roast with porcini and bacon sauce,148498,300,20,"['garlic', 'thyme leave', 'oil', 'salt', 'pepper', 'beef rib roast']",1035.2,137.0,0.0,55.0,105.0,180.0,0.0,-
5,amazing rib eye steaks with marsala sauce,114303,25,10,"['rib -eye steak', 'pepper', 'oil', 'butter', 'garlic', 'champignon mushroom', 'wheat flour', 'wine', 'beef broth', 'rosemary sprigs']",884.5,96.0,8.0,14.0,85.0,131.0,3.0,-
6,brisket with portabella mushrooms and dried cranberries,321015,305,18,"['wine', 'beef broth', 'cranberry', 'purpose flour', 'durkee onion', 'garlic', 'rosemary sprigs', 'pepper', 'beef brisket', 'portabella mushroom', 'cranberry']",811.9,93.0,39.0,9.0,80.0,121.0,6.0,-
7,carne  a la castellan castilian style sliced beef,370848,55,12,"['oil', 'durkee onion', 'garlic', 'ham', 'beef', 'wheat flour', 'beef broth', 'wine']",1449.9,217.0,10.0,51.0,57.0,268.0,3.0,-
8,chianti braised short ribs  olive garden,290650,240,11,"['rib', 'salt', 'pepper', 'olive oil', 'durkee onion', 'garlic', 'wine', 'tomato', 'beef broth', 'rosemary sprigs']",1552.7,194.0,12.0,59.0,111.0,271.0,8.0,-
9,veal brisket in a pressure cooker   fast  easy and wonderful,290585,55,11,"['beef brisket', 'olive oil', 'wheat flour', 'shallot', 'durkee onion', 'garlic', 'thyme sprigs', 'salt', 'pepper', 'wine', 'beef broth']",933.1,69.0,7.0,56.0,186.0,73.0,8.0,-
10,apple pie stuffed soft pretzels with streusel,113140,50,37,"['yeast', 'sugar', 'water', 'purpose flour', 'wheat bread flour', 'salt', 'vegetable oil', 'apple', 'butter', 'sugar', 'cinnamon', 'clove', 'wheat flour', 'pistachio', 'baking soda', 'water', 'egg white']",447.2,24.0,98.0,115.0,14.0,27.0,23.0,-
11,canadian best ever pancakes and pancake mix,260467,10,29,"['wheat flour', 'milk powder', 'sugar', 'baking powder', 'salt', 'baking soda', 'shortening', 'water', 'egg', 'nutmeg', 'butter']",613.9,48.0,37.0,39.0,17.0,39.0,24.0,-
12,chocolate espresso pistachio biscotti,69884,70,21,"['wheat flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'clove', 'cocoa powder', 'espresso powder', 'water', 'egg', 'oil', 'pistachio']",117.7,8.0,21.0,3.0,5.0,4.0,5.0,-
13,pumpkin cakes in a jar,46520,55,29,"['shortening', 'sugar', 'egg', 'baking soda', 'salt', 'baking powder', 'cinnamon', 'clove', 'ground ginger', 'water', 'sugar pumpkin', 'wheat flour', 'pistachio']",730.0,41.0,277.0,40.0,20.0,28.0,38.0,-
14,tropical vacation cake in a jar,46696,55,25,"['shortening', 'sugar', 'egg', 'baking soda', 'salt', 'baking powder', 'ground ginger', 'cinnamon', 'clove', 'water', 'wheat flour', 'pistachio', 'pineapple chunk', 'banana', 'coconut']",764.8,44.0,299.0,35.0,20.0,37.0,39.0,-
15,french brioche bread in breadmaker,496567,235,24,"['yeast', 'purpose flour', 'water', 'salt', 'sugar', 'butter', 'egg', 'egg']",2766.3,179.0,140.0,158.0,150.0,326.0,117.0,-
16,gluten free challah bread,375412,145,16,"['rice flour', 'tapioca flour', 'sugar', 'xanthan gum', 'salt', 'water', 'yeast', 'butter', 'cider vinegar', 'egg', 'sesame seed']",2135.4,109.0,237.0,78.0,103.0,184.0,106.0,-
17,kittencal s cheddar loaves or buns,182417,150,23,"['yeast', 'sugar', 'water', 'milk', 'salt', 'butter', 'wheat flour', 'cheddar cheese', 'egg', 'water', 'cheddar cheese']",2081.7,120.0,70.0,146.0,161.0,235.0,86.0,-
18,kittencal s sweet dough,121574,120,17,"['water', 'sugar', 'yeast', 'milk', 'butter', 'salt', 'sugar', 'egg', 'purpose flour']",3475.4,124.0,476.0,122.0,167.0,229.0,199.0,-
19,polish braided easter egg bread,176688,225,23,"['purpose flour', 'sugar', 'salt', 'yeast', 'milk', 'butter', 'egg']",2333.7,134.0,213.0,132.0,162.0,216.0,100.0,-
20,barbecued shrimp,74737,25,9,"['shrimp', 'pepper', 'pepper', 'salt', 'pepper flake', 'thyme leave', 'rosemary leave', 'oregano sprig', 'butter', 'butter', 'garlic', 'sauce', 'shrimp stock', 'beer']",747.0,116.0,2.0,62.0,25.0,237.0,1.0,['american']
21,paula deen s fiery cajun shrimp,181491,30,8,"['butter', 'sauce', 'lemon juice concentrate', 'pepper', 'sauce', 'garlic', 'salt', 'shrimp', 'lemon', 'bread']",727.6,78.0,4.0,62.0,117.0,150.0,3.0,['american']
22,ralph   kacoo s barbecued shrimp,20357,40,5,"['butter', 'oregano', 'oil', 'garlic', 'wine', 'pepper', 'lemon juice concentrate', 'cayenne pepper', 'sauce', 'paprika', 'thyme leave', 'seasoning salt', 'shrimp']",1169.9,157.0,13.0,43.0,97.0,186.0,3.0,['american']
23,shrimp diane,74740,42,9,"['shrimp', 'shrimp stock', 'butter', 'durkee onion', 'salt', 'garlic', 'pepper', 'pepper', 'pepper', 'basil leave', 'thyme leave', 'oregano sprig', 'champignon mushroom', 'leaf parsley', 'bread']",887.1,113.0,9.0,51.0,102.0,222.0,2.0,['american']
24,spicy baked shrimp,32745,35,6,"['butter', 'sauce', 'pepper', 'lemon juice concentrate', 'salt', 'sauce', 'garlic', 'shrimp', 'lemon']",638.7,75.0,9.0,116.0,79.0,147.0,3.0,['american']
25,chocolate covered mints,345173,170,10,"['sugar icing', 'butter', 'peppermint extract', 'vanilla extract', 'milk', 'chocolate chip cookie']",127.8,7.0,84.0,0.0,1.0,14.0,7.0,-
26,chocolate mint dream cookies,204583,35,12,"['butter', 'sugar icing', 'chocolate square', 'peppermint extract', 'wheat flour', 'semisweet chocolate chip', 'milk', 'food coloring paste', 'chocolate chip cookie', 'shortening']",363.3,34.0,105.0,5.0,6.0,69.0,14.0,-
27,easiest chocolate truffles,170323,15,8,"['chocolate chip cookie', 'milk', 'butter']",58.1,7.0,15.0,0.0,0.0,14.0,1.0,-
28,peppermint  butter  fudge cups,342261,10,11,"['chocolate chip cookie', 'butter', 'milk', 'peppermint extract', 'sugar icing', 'peppermint candy']",136.9,11.0,67.0,2.0,1.0,23.0,5.0,-
29,perfect peppermint patties,317191,30,12,"['sugar icing', 'butter', 'peppermint extract', 'vanilla extract', 'milk', 'chocolate chip cookie', 'shortening']",223.3,14.0,139.0,0.0,2.0,25.0,12.0,-
30,chocolate stuff,290675,65,5,"['egg', 'sugar', 'wheat flour', 'butter', 'cocoa', 'vanilla', 'nut']",125.9,9.0,50.0,2.0,2.0,19.0,5.0,-
31,eric s brownies,69012,40,11,"['sugar', 'cocoa', 'butter', 'egg', 'wheat flour', 'vanilla extract', 'nut']",222.2,19.0,73.0,5.0,6.0,28.0,8.0,-
32,hannah keeley s black bean brownies,319329,45,8,"['bean', 'egg', 'butter', 'vanilla extract', 'baby food', 'sugar', 'wheat flour', 'cocoa']",246.9,8.0,136.0,1.0,10.0,14.0,15.0,-
33,mama s finnish wafers,311010,60,6,"['sugar', 'butter', 'egg', 'vanilla extract', 'wheat flour']",370.0,31.0,67.0,6.0,9.0,62.0,14.0,-
34,towboat brownies,336446,40,4,"['sugar', 'egg', 'vanilla extract', 'salt', 'butter', 'cocoa', 'wheat flour', 'nut']",363.4,25.0,135.0,14.0,10.0,41.0,16.0,-
35,burger king zesty dipping sauce  copycat,411864,5,4,"['mayonnaise', 'ketchup', 'horseradish', 'mustard', 'sugar', 'lemon juice concentrate']",111.1,10.0,30.0,18.0,2.0,5.0,4.0,-
36,charcoal grilled sugared ham,222303,60,4,"['ham', 'sugar', 'horseradish', 'lemon juice concentrate']",546.4,8.0,449.0,41.0,22.0,9.0,39.0,-
37,grilled ham slices with horseradish basting sauce,303254,20,8,"['ham', 'pepper', 'lemon juice concentrate', 'sugar', 'horseradish']",117.1,0.0,113.0,3.0,0.0,0.0,10.0,-
38,lemon sauce for ham,162030,25,4,"['currant jelly', 'lemon juice concentrate', 'sugar', 'mustard']",508.3,0.0,383.0,5.0,2.0,0.0,45.0,-
