,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,betty crocker s southwestern guacamole dip,55,125,2,"['avocado', 'tomato', 'salt', 'garlic', 'lime juice concentrate']",415.9,56.0,11.0,12.0,11.0,26.0,8.0,"['american', 'mexican']"
1,black bean guacamole,165442,5,4,"['durkee onion', 'bean', 'lime juice concentrate', 'juice', 'garlic', 'salt', 'pepper']",110.9,0.0,3.0,0.0,14.0,0.0,6.0,['american']
2,cajun style pork and beans,503848,30,4,"['ground beef', 'bell pepper', 'bean', 'durkee onion', 'salt', 'cayenne pepper']",213.4,15.0,3.0,27.0,29.0,19.0,5.0,['american']
3,citrus shrimp salsa,279904,10,3,"['chili salsa', 'shrimp', 'juice', 'lime juice concentrate', 'ground cilantro', 'cayenne pepper']",103.6,1.0,19.0,37.0,30.0,1.0,3.0,['mexican']
4,simple seasoned black beans,235084,15,4,"['bean', 'durkee onion', 'garlic', 'ground cilantro', 'cayenne pepper', 'salt']",211.4,1.0,4.0,0.0,27.0,1.0,12.0,['mexican']
5,chili   spaghetti,410830,60,11,"['ground beef', 'pepper', 'durkee onion', 'garlic', 'tomato sauce', 'tomato', 'cumin powder', 'salt', 'pepper', 'chili powder', 'water', 'chili bean', 'spaghetti']",331.4,7.0,19.0,41.0,54.0,9.0,14.0,-
6,my mommy s chili,86203,40,4,"['durkee onion', 'celery seed', 'ground beef', 'garlic', 'chili bean', 'tomato', 'beef broth', 'kidney bean', 'tomato sauce', 'cumin powder', 'chili powder', 'salt', 'pepper']",580.9,29.0,27.0,81.0,83.0,34.0,20.0,-
7,not hot chili,252335,270,5,"['ground beef', 'chili bean', 'puree', 'pepper', 'durkee onion', 'celery seed', 'garlic', 'chili powder', 'cumin powder']",663.6,37.0,9.0,34.0,94.0,46.0,22.0,-
8,quick chunky chili,261530,40,6,"['ground beef', 'durkee onion', 'chili powder', 'cumin powder', 'tomato', 'pinto bean', 'chili salsa', 'water']",324.5,19.0,30.0,25.0,45.0,23.0,10.0,-
9,sunday chili,191481,330,8,"['ground beef', 'durkee onion', 'garlic', 'tomato', 'tomato', 'tomato paste', 'beef broth', 'beef bouillon cube', 'chili bean', 'pinto bean', 'salt', 'pepper', 'cumin powder', 'oregano', 'chili powder', 'cayenne pepper', 'tomato paste']",302.4,12.0,11.0,35.0,48.0,15.0,11.0,-
