,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,cheesy crockpot chicken,415312,247,6,"['chicken breast', 'chicken soup', 'cheddar cheese soup', 'salt', 'pepper', 'garlic']",364.9,27.0,5.0,78.0,63.0,36.0,5.0,['american']
1,chili s margarita grilled chicken recipe,193689,125,8,"['chicken breast', 'margarita mix', 'garlic', 'pepper']",137.1,4.0,0.0,5.0,50.0,3.0,0.0,['american']
2,ez crockpot chicken,418480,250,6,"['chicken breast', 'chicken soup', 'vegetable', 'pepper']",370.2,28.0,14.0,51.0,57.0,26.0,6.0,['american']
3,frenchs crunchy onion chicken,346516,25,4,"['durkee onion', 'garlic', 'pepper', 'durkee onion', 'chicken breast', 'egg']",153.9,4.0,3.0,3.0,56.0,3.0,0.0,['american']
4,easy cheesy chicken crock pot,380256,360,3,"['chicken breast', 'salt', 'pepper', 'garlic', 'chicken soup', 'cheddar cheese soup']",401.9,36.0,3.0,51.0,69.0,40.0,3.0,-
5,lasagna roll ups,9959,90,17,"['tomato pasta sauce', 'mozzarella cheese', 'ricotta cheese', 'parmesan cheese', 'spinach', 'egg', 'lasagna noodle']",587.5,64.0,9.0,38.0,87.0,122.0,3.0,-
6,lazy day overnight lasagna,364590,95,14,"['ground beef', 'tomato pasta sauce', 'water', 'ricotta cheese', 'chive', 'oregano', 'egg', 'lasagna noodle', 'mozzarella cheese', 'parmesan cheese']",360.3,29.0,18.0,20.0,48.0,50.0,7.0,-
7,low carb spinach lasagna,374808,55,14,"['turkey breast', 'cottage cheese', 'mozzarella cheese', 'parmesan cheese', 'egg', 'tomato', 'spinach', 'leaf basil']",283.0,22.0,8.0,28.0,63.0,42.0,1.0,-
8,low fat  easy  eggless lasagna,179004,45,13,"['hamburger', 'tomato pasta sauce', 'cottage cheese', 'parmesan cheese', 'mozzarella cheese', 'lasagna noodle']",205.5,7.0,29.0,26.0,30.0,8.0,8.0,-
9,overnight lasagna,333161,105,19,"['ricotta cheese', 'cheese', 'egg', 'parmesan cheese', 'spinach', 'meatball', 'tomato pasta sauce', 'water', 'mozzarella cheese', 'lasagna noodle']",507.9,42.0,64.0,59.0,57.0,72.0,12.0,-
10,crunchy lunchbox drops,289369,20,7,"['butter', 'sugar', 'egg', 'vanilla', 'wheat flour', 'salt', 'baking soda']",142.7,8.0,62.0,4.0,2.0,16.0,7.0,-
11,ila s delightful sugar cookies,207365,45,7,"['butter', 'sugar', 'sugar', 'egg', 'wheat flour', 'baking soda', 'tartar', 'vanilla']",120.7,9.0,25.0,3.0,2.0,19.0,4.0,-
12,maple cookies,154055,10,6,"['butter', 'sugar', 'egg', 'vanilla', 'maple flavoring', 'wheat flour', 'baking soda', 'salt']",165.7,12.0,35.0,5.0,4.0,25.0,6.0,-
13,peg s crispy cookies,182168,20,7,"['butter', 'sugar', 'egg', 'vanilla', 'wheat flour', 'baking soda', 'tartar', 'salt', 'rice krispy']",102.0,8.0,24.0,5.0,2.0,16.0,4.0,-
14,smarties cookies,144109,20,7,"['butter', 'sugar', 'sugar', 'egg', 'vanilla', 'wheat flour', 'baking soda', 'salt', 'smarties candy']",154.8,11.0,56.0,6.0,3.0,22.0,6.0,-
15,arroz con chile verde  green chile rice,158326,30,5,"['chicken broth', 'jack cheese', 'grain rice', 'cream', 'salt', 'chily', 'garlic']",292.9,32.0,15.0,28.0,17.0,62.0,5.0,['mexican']
16,creamy cheese enchiladas,321476,45,8,"['tortilla flour', 'jack cheese', 'durkee onion', 'butter', 'wheat flour', 'chicken broth', 'cream', 'chily']",487.7,54.0,14.0,35.0,39.0,103.0,7.0,['mexican']
17,mexican ground turkey casserole,422117,45,4,"['olive oil', 'turkey breast', 'durkee onion', 'garlic', 'light cream cheese', 'cream', 'chili salsa', 'chily', 'cheddar cheese', 'grain rice']",308.9,21.0,17.0,22.0,40.0,29.0,8.0,['mexican']
