,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,bacon cheddar stuffed burgers,149124,30,9,"['ground beef', 'salt', 'pepper', 'garlic', 'durkee onion', 'bacon', 'cheddar cheese', 'hamburger bun']",756.7,80.0,12.0,50.0,91.0,112.0,7.0,['american']
1,barbecue chicken bundles,83572,75,11,"['chicken breast', 'cheddar cheese', 'bacon', 'barbecue sauce']",514.9,49.0,1.0,30.0,103.0,66.0,0.0,['american']
2,hot  n spicy cheeseburgers,85226,35,9,"['ground beef', 'banana pepper', 'cumin', 'barbecue sauce', 'cheddar cheese', 'hamburger bun']",494.3,43.0,15.0,26.0,65.0,65.0,8.0,['american']
3,inside out bacon cheeseburgers,253695,55,9,"['ground beef', 'ranch dress', 'bacon', 'cheese', 'hamburger bun']",548.9,54.0,11.0,31.0,63.0,67.0,8.0,['american']
4,onion teriyaki burgers,459482,20,6,"['ground beef', 'teriyaki marinade', 'durkee onion', 'cheddar cheese', 'hamburger bun']",492.6,43.0,21.0,47.0,66.0,65.0,8.0,['american']
5,caramelized onion loco moco,536124,80,23,"['canola oil', 'durkee onion', 'salt', 'pepper', 'ground beef', 'scallion', 'garlic', 'soy sauce', 'cornstarch', 'beef stock', 'egg', 'grain rice', 'grain rice']",676.0,34.0,28.0,61.0,48.0,23.0,31.0,-
6,egg   scallion fried rice,475698,35,31,"['grain rice', 'water', 'oil', 'durkee onion', 'egg', 'soy sauce', 'pepper', 'sesame seed', 'scallion', 'sesame oil', 'salt']",338.7,20.0,6.0,13.0,21.0,13.0,14.0,-
7,fried chinese rice,150862,50,21,"['grain rice', 'butter', 'durkee onion', 'baby carrot', 'scallion', 'sesame seed', 'egg', 'soy sauce', 'salt', 'pepper']",360.4,19.0,15.0,35.0,26.0,26.0,16.0,-
8,ham and potato tortilla,76720,65,19,"['potato', 'butter', 'durkee onion', 'ham', 'pepper', 'egg', 'realemon juice', 'salt', 'pepper']",239.8,13.0,10.0,18.0,26.0,18.0,9.0,-
9,turkey gravy   make ahead,144146,180,31,"['turkey wing', 'butter', 'durkee onion', 'baby carrot', 'celery rib', 'garlic', 'wheat flour', 'thyme sprigs', 'leaf', 'water', 'pepper']",212.2,16.0,16.0,4.0,29.0,19.0,4.0,-
10,daniel boone s fried chicken,136815,30,11,"['chicken meat', 'butter', 'water', 'wheat flour', 'salt', 'pepper', 'paprika', 'cream']",956.5,115.0,0.0,28.0,128.0,148.0,0.0,['american']
11,honeymoon chicken fricassee,247910,80,16,"['wheat flour', 'paprika', 'salt', 'pepper', 'butter', 'fryer chicken', 'mushroom soup', 'milk', 'champignon mushroom']",564.0,62.0,3.0,43.0,75.0,72.0,3.0,['american']
12,oven chicken that makes its own gravy,65476,50,13,"['chicken meat', 'wheat flour', 'butter', 'milk', 'mushroom soup', 'cheese', 'salt', 'pepper', 'durkee onion', 'champignon mushroom', 'paprika']",778.6,83.0,28.0,55.0,104.0,106.0,6.0,['american']
