,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,army chili  1896,147689,60,9,"['beef steak', 'bacon dripping', 'water', 'grain rice', 'chily', 'wheat flour', 'salt', 'durkee onion']",782.5,37.0,30.0,35.0,213.0,43.0,9.0,['american']
1,chipotle boneless chicken breasts,280084,55,7,"['chicken breast', 'chipotle chili seasoning', 'butter']",498.8,41.0,0.0,7.0,120.0,38.0,0.0,['american']
2,crock pot spicy boneless bbq chicken   easy,322153,435,9,"['chicken breast', 'barbecue sauce', 'durkee onion', 'pepper', 'jalapeno pepper', 'sauce', 'smoke', 'seasoning salt']",1291.6,35.0,117.0,223.0,282.0,29.0,44.0,['american']
3,great steak,29407,23,13,"['strip steak', 'seasoning salt']",606.5,63.0,0.0,5.0,109.0,83.0,0.0,['american']
4,sweet   tangy bbq pork steaks,365924,20,14,"['pork sirloin roast', 'seasoning salt', 'barbecue sauce']",686.2,59.0,19.0,48.0,128.0,66.0,5.0,['american']
5,bittersweet decadence cookies,278133,32,17,"['purpose flour', 'baking powder', 'salt', 'chocolate', 'butter', 'egg', 'sugar', 'vanilla extract', 'walnut']",798.1,95.0,143.0,7.0,34.0,53.0,17.0,-
6,chocolate peanut butter mousse tart,45671,32,27,"['purpose flour', 'baking soda', 'salt', 'sugar', 'sugar', 'butter', 'peanut butter', 'egg', 'vanilla extract', 'cheese', 'cream', 'milk chocolate', 'chocolate']",1106.4,117.0,277.0,19.0,41.0,191.0,29.0,-
7,fancy double drizzled chocolate chip scones,463284,25,26,"['purpose flour', 'baking powder', 'salt', 'sugar', 'butter', 'cream', 'egg', 'vanilla extract', 'chocolate chip cookie', 'chocolate', 'sugar icing']",855.6,78.0,171.0,24.0,22.0,154.0,31.0,-
8,marshmallow crunch brownie bars,384931,60,22,"['chocolate', 'butter', 'chocolate chip cookie', 'purpose flour', 'baking powder', 'salt', 'egg', 'sugar', 'vanilla extract', 'marshmallow', 'peanut butter', 'rice krispy']",750.7,61.0,285.0,12.0,25.0,96.0,32.0,-
9,vanilla sugar scones,483623,45,23,"['purpose flour', 'baking powder', 'sugar', 'salt', 'butter', 'egg', 'vanilla extract', 'vanilla bean', 'cream']",984.0,81.0,168.0,22.0,25.0,163.0,38.0,-
10,creamy chicken alfredo,392259,30,6,"['cream', 'butter', 'cheese', 'parmesan cheese', 'garlic']",722.4,115.0,2.0,21.0,21.0,234.0,1.0,-
11,easy  quick  and best alfredo sauce,177021,15,8,"['butter', 'durkee onion', 'cheese', 'garlic', 'cream', 'parmesan cheese', 'pepper']",997.2,151.0,9.0,45.0,45.0,301.0,2.0,-
12,easy microwave alfredo sauce,149829,13,6,"['butter', 'garlic', 'cream', 'nutmeg', 'leaf basil', 'parmesan cheese', 'pepper']",828.0,128.0,2.0,40.0,35.0,260.0,1.0,-
13,garlic shrimp alfredo,421936,30,14,"['shrimp', 'garlic', 'butter', 'garlic', 'cream', 'pepper', 'parmesan cheese', 'mozzarella cheese']",850.3,117.0,1.0,33.0,73.0,236.0,1.0,-
14,world s best alfredo sauce,417940,35,5,"['cream', 'butter', 'garlic', 'parmesan cheese', 'pepper']",729.3,114.0,1.0,24.0,25.0,231.0,2.0,-
15,awesome shepherd s pie,372646,50,16,"['potato', 'butter', 'pepper', 'vegetable oil', 'durkee onion', 'ground beef', 'purpose flour', 'garlic', 'tomato sauce', 'ketchup', 'pea', 'corn', 'beef broth']",413.4,19.0,22.0,12.0,45.0,23.0,17.0,-
16,cook first ground beef mix,270577,50,18,"['ground beef', 'oil', 'durkee onion', 'pepper', 'garlic', 'oregano']",225.0,18.0,6.0,3.0,46.0,23.0,1.0,-
17,favorite sweet potato and corn chowder,409666,35,14,"['potato', 'oil', 'durkee onion', 'garlic', 'corn', 'chicken broth', 'cayenne pepper', 'ground cilantro', 'cumin powder', 'pepper', 'milk', 'bean']",165.0,7.0,12.0,2.0,9.0,6.0,9.0,-
18,satisfying potato   chorizo soup,385374,50,22,"['potato', 'oil', 'chorizo sausage', 'durkee onion', 'garlic', 'chicken broth', 'pepper', 'cayenne pepper', 'baby carrot', 'leaf parsley', 'sea salt']",311.1,22.0,22.0,54.0,22.0,23.0,11.0,-
19,stoneless stone soup,358543,510,22,"['beef chuck', 'crisco', 'wheat flour', 'durkee onion', 'salt', 'pepper', 'garlic', 'cayenne pepper', 'beef broth', 'tomato', 'sugar', 'tomato paste', 'steak sauce', 'potato', 'baby carrot', 'pea', 'corn', 'cabbage']",387.8,31.0,50.0,48.0,40.0,37.0,11.0,-
