,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,artpark brownies,114963,60,12,"['butter', 'chocolate', 'vanilla', 'egg', 'salt', 'sugar', 'wheat flour']",343.1,27.0,134.0,8.0,9.0,54.0,15.0,-
1,brownie points  chewy brownie bites,158182,40,13,"['butter', 'chocolate', 'salt', 'sugar', 'egg', 'vanilla', 'wheat flour']",191.1,18.0,67.0,4.0,4.0,37.0,6.0,-
2,oatmeal raisin crisps,472471,55,14,"['butter', 'sugar', 'vanilla', 'salt', 'baking soda', 'egg', 'raisin', 'wheat flour', 'oatmeal']",230.3,13.0,81.0,9.0,6.0,25.0,12.0,-
3,super chocolate chunk fudge brownies,285681,50,13,"['sugar', 'butter', 'chocolate', 'egg', 'vanilla', 'wheat flour', 'baking soda', 'salt', 'chocolate']",93.1,6.0,36.0,2.0,2.0,13.0,4.0,-
4,thin and crisp powdered oatmeal cookies,70822,90,11,"['butter', 'sugar', 'egg', 'vanilla', 'wheat flour', 'baking soda', 'salt', 'oatmeal', 'sugar icing']",73.2,6.0,16.0,2.0,1.0,12.0,2.0,-
5,caramelized garlic chicken,32043,32,11,"['oil', 'garlic', 'sugar', 'chicken breast halve']",171.5,5.0,17.0,3.0,54.0,3.0,1.0,-
6,extra crispy garlic baked chicken,331376,55,7,"['chicken meat', 'corn flake', 'wheat flour', 'seasoning salt', 'paprika', 'cayenne pepper', 'garlic', 'onion powder', 'sugar']",290.7,29.0,2.0,4.0,47.0,27.0,1.0,-
7,pan roasted pork chops,442060,15,11,"['garlic', 'onion powder', 'pepper', 'paprika', 'mustard', 'celery seed', 'sugar', 'salt', 'pork rib', 'oil']",286.3,27.0,15.0,32.0,43.0,26.0,3.0,-
8,shake and  bake mix,33875,5,3,"['corn flake', 'wheat flour', 'salt', 'sugar', 'parsley flake', 'paprika', 'garlic', 'onion powder', 'mustard', 'celery']",41.2,0.0,7.0,26.0,1.0,0.0,3.0,-
9,spicy oven fries,210786,50,8,"['russet potato', 'oil', 'wheat flour', 'onion powder', 'garlic', 'paprika', 'salt', 'pepper']",145.7,7.0,3.0,8.0,4.0,3.0,8.0,-
10,chili roasted rutabaga,440250,35,6,"['vegetable oil', 'chili powder', 'onion powder', 'garlic salt', 'sugar', 'paprika', 'cayenne pepper', 'rutabaga']",134.8,11.0,44.0,1.0,4.0,4.0,5.0,-
11,mike s special seasoning,399488,5,1,"['paprika', 'pepper', 'salt', 'sugar', 'garlic', 'onion powder', 'cayenne pepper']",5.8,0.0,2.0,20.0,0.0,0.0,0.0,-
12,neelys barbecue seasoning,417823,5,6,"['paprika', 'sugar', 'onion powder']",459.6,13.0,281.0,1.0,21.0,7.0,35.0,-
