,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,beefy cheese enchiladas,92791,65,7,"['ground beef', 'chili salsa', 'cheddar cheese', 'flour tortilla']",524.8,44.0,15.0,49.0,59.0,67.0,12.0,-
1,beyond simple macaroni bake,92948,45,6,"['wheat elbow macaroni', 'mushroom soup', 'cheddar cheese']",551.7,33.0,10.0,32.0,47.0,58.0,21.0,-
2,hash browns dinner,51234,45,4,"['hash brown', 'cheddar cheese', 'ground beef', 'corn', 'durkee onion', 'chili salsa']",426.5,37.0,13.0,19.0,58.0,53.0,8.0,-
3,my grandma s poor mans casserole,462077,60,6,"['grain rice', 'mushroom soup', 'ground beef', 'cheddar cheese']",589.1,27.0,5.0,31.0,43.0,29.0,27.0,-
4,ranchero macaroni bake,184284,45,4,"['mushroom soup', 'milk', 'chili salsa', 'cheddar cheese', 'wheat elbow macaroni', 'tortilla chip']",455.3,34.0,13.0,48.0,39.0,56.0,14.0,-
5,barbecued fish with crisp potatoes,460756,35,8,"['potato', 'halibut fillet', 'oil', 'pepper', 'tomato', 'durkee onion', 'garlic', 'caper', 'basil leave', 'olive oil']",1174.9,19.0,20.0,33.0,422.0,11.0,14.0,['australian']
6,homemade ricotta,206735,260,8,"['milk', 'buttermilk']",1573.8,14.0,0.0,94.0,304.0,31.0,71.0,['italian']
7,chipotle cheesesteaks,461110,20,9,"['vegetable oil', 'roast', 'durkee onion', 'butter', 'purpose flour', 'milk', 'pepper', 'cheddar cheese', 'chipotle chile', 'baguette']",1376.7,73.0,42.0,81.0,157.0,128.0,52.0,-
8,salmon   potato bake with a cheese   mustard sauce,115740,150,19,"['salmon', 'potato', 'garlic', 'red thai chile', 'cheddar cheese', 'mustard', 'milk', 'cornflour', 'salt', 'pepper', 'leaf parsley']",2275.4,47.0,68.0,38.0,340.0,28.0,109.0,-
9,yummy  moist turkey,294066,510,9,"['turkey', 'butter', 'pepper']",1034.8,88.0,0.0,19.0,241.0,99.0,0.0,-
10,cracker barrels white gravy  request,96921,30,6,"['maple bacon', 'butter', 'durkee onion', 'wheat flour', 'milk', 'pepper', 'salt']",104.4,8.0,1.0,10.0,8.0,17.0,3.0,['american']
11,easy scalloped potatoes,85397,70,8,"['potato', 'durkee onion', 'wheat flour', 'butter', 'salt', 'pepper', 'milk']",410.5,22.0,9.0,6.0,19.0,46.0,20.0,['american']
