,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,chocolate chirpie chip cookies,115031,30,11,"['wheat flour', 'baking soda', 'salt', 'butter', 'sugar', 'sugar', 'vanilla', 'egg', 'chocolate chip cookie', 'nut', 'cricket']",3228.2,284.0,1005.0,126.0,81.0,474.0,129.0,-
1,fudge cake,51809,40,8,"['baking chocolate', 'butter', 'sugar', 'egg', 'wheat flour', 'salt', 'nut', 'vanilla']",2265.0,187.0,820.0,87.0,77.0,279.0,94.0,-
2,jan s butter tart squares,4434,35,6,"['butter', 'wheat flour', 'sugar', 'egg', 'oatmeal', 'salt', 'vanilla', 'walnut', 'raisin']",3535.6,221.0,1572.0,68.0,86.0,328.0,180.0,-
3,oatmeal  dad s  cookie squares,72161,35,9,"['oatmeal cookie mix', 'butter', 'chocolate baking square', 'vanilla', 'egg', 'sugar', 'nut']",4357.9,363.0,1333.0,118.0,98.0,496.0,182.0,-
4,super moist chocolate brownies,54367,25,9,"['wheat flour', 'sugar', 'salt', 'cocoa', 'butter', 'egg', 'vanilla', 'nut']",2544.3,217.0,819.0,76.0,78.0,340.0,100.0,-
5,country breakfast skillet,108886,40,9,"['bacon', 'potato', 'pepper', 'durkee onion', 'salt', 'pepper', 'egg', 'cheddar cheese']",399.8,30.0,6.0,31.0,31.0,36.0,13.0,['american']
6,cowboy scramble,134256,30,7,"['butter', 'durkee onion', 'bell pepper', 'potato', 'egg', 'cheddar cheese', 'basil leave', 'cilantro', 'salt', 'pepper']",397.2,34.0,18.0,26.0,45.0,54.0,8.0,['american']
7,mixed vegetable kugel  passover,365770,65,6,"['durkee onion', 'celery seed', 'bell pepper', 'baby carrot', 'egg', 'salt', 'pepper', 'potato']",183.0,5.0,16.0,27.0,15.0,5.0,10.0,['american']
8,spam and egg breakfast hash,257631,35,9,"['canola oil', 'durkee onion', 'potato', 'spam', 'egg', 'salt', 'pepper']",457.8,54.0,3.0,52.0,28.0,35.0,7.0,['american']
9,sweet petite potato peppers,477240,35,9,"['potato', 'bell pepper', 'cheddar cheese', 'celery seed', 'durkee onion', 'egg', 'onion dip', 'mayonnaise', 'salt', 'pepper']",125.4,9.0,12.0,10.0,6.0,9.0,4.0,['american']
10,chocolate covered popcorn  boy scouts copycat  caramel corn,268367,150,17,"['microwave popcorn', 'sugar', 'butter', 'corn syrup', 'peanut butter', 'baking soda', 'milk chocolate']",234.1,17.0,93.0,2.0,4.0,30.0,10.0,['american']
11,chunky apple spice cake with vanilla butter sauce,15682,50,22,"['butter', 'sugar', 'egg', 'vanilla extract', 'purpose flour', 'pumpkin pie spice', 'allspice', 'salt', 'apple', 'walnut', 'raisin', 'baking powder', 'cream']",412.3,35.0,153.0,12.0,6.0,63.0,16.0,['american']
