,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,apple bars,61171,50,10,"['oat', 'wheat flour', 'margarine', 'baking soda', 'sugar', 'apple', 'sugar', 'cinnamon']",212.6,9.0,85.0,3.0,5.0,6.0,12.0,-
1,chocolate chip vegan cookies  for non vegans too,442945,20,4,"['oat', 'wheat flour', 'sugar', 'margarine', 'cinnamon', 'baking soda', 'chocolate chip cookie', 'banana']",96.7,2.0,24.0,1.0,5.0,3.0,6.0,-
2,cranberry white chocolate oatmeal bars,352922,40,10,"['margarine', 'sugar', 'sugar', 'egg', 'vanilla', 'purpose flour', 'baking soda', 'cinnamon', 'salt', 'oat', 'craisin', 'chocolate chip cookie']",246.5,17.0,82.0,6.0,6.0,14.0,11.0,-
3,desert safe creative pan cookies,176430,18,9,"['purpose flour', 'baking soda', 'salt', 'cinnamon', 'sugar', 'butter flavor shortening', 'egg', 'water', 'chocolate chip cookie', 'oat', 'apple']",194.8,15.0,56.0,3.0,5.0,18.0,8.0,-
4,sensational citrus cinnamon cookies,451288,23,7,"['margarine', 'sugar', 'egg', 'baking soda', 'wheat flour', 'cinnamon', 'concentrate']",239.5,8.0,90.0,7.0,7.0,5.0,14.0,-
5,av s  biscoitos  portuguese biscotti cookies,346027,30,15,"['butter', 'sugar', 'egg', 'purpose flour', 'baking powder']",271.5,16.0,60.0,7.0,9.0,31.0,13.0,-
6,bolo de cereveja  beer cake,370145,70,9,"['sugar', 'butter', 'egg', 'beer', 'purpose flour', 'baking powder']",411.6,26.0,134.0,6.0,11.0,51.0,19.0,-
7,chocolate chip banana bars,59000,40,11,"['purpose flour', 'baking powder', 'salt', 'butter', 'sugar', 'sugar', 'vanilla', 'banana', 'egg', 'semisweet chocolate chip', 'sugar']",848.7,64.0,323.0,22.0,16.0,125.0,40.0,-
8,classic banana cookies,288281,27,9,"['purpose flour', 'baking powder', 'salt', 'sugar', 'butter', 'egg', 'banana', 'vanilla']",1084.4,69.0,306.0,35.0,30.0,136.0,52.0,-
9,easy banana pancakes,475022,35,13,"['purpose flour', 'baking powder', 'salt', 'sugar', 'egg', 'milk', 'butter', 'banana']",449.0,26.0,57.0,16.0,23.0,48.0,20.0,-
