,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,snickerdoodle blondies,384800,35,12,"['purpose flour', 'baking powder', 'cinnamon', 'nutmeg', 'salt', 'sugar', 'butter', 'egg', 'vanilla extract', 'sugar']",240.9,15.0,91.0,9.0,4.0,30.0,12.0,['american']
1,barefoot contessa s blueberry crumb cake,208414,75,14,"['sugar', 'sugar', 'cinnamon', 'nutmeg', 'butter', 'purpose flour', 'egg', 'vanilla extract', 'lemon zest', 'cream', 'baking powder', 'baking soda', 'salt', 'blueberry', 'sugar icing']",702.6,52.0,195.0,13.0,17.0,103.0,30.0,-
2,coffee   spices sponge cake,341181,45,14,"['ground coffee', 'milk', 'wheat flour', 'baking powder', 'salt', 'cinnamon', 'nutmeg', 'clove', 'egg', 'sugar', 'vanilla extract', 'butter']",332.7,17.0,134.0,15.0,12.0,32.0,17.0,-
3,pumpkin cookies with drizzled glaze,108116,65,13,"['purpose flour', 'baking powder', 'baking soda', 'cinnamon', 'nutmeg', 'clove', 'salt', 'butter', 'sugar', 'pumpkin puree', 'egg', 'vanilla extract', 'sugar icing', 'milk']",121.7,4.0,60.0,4.0,2.0,9.0,7.0,-
4,spanish butter cake,55393,55,19,"['butter', 'sugar', 'egg', 'jumbo egg', 'milk', 'baking powder', 'flour', 'nutmeg', 'clove', 'cinnamon', 'water', 'pistachio', 'salt', 'sugar', 'egg white', 'vanilla']",569.0,25.0,298.0,12.0,12.0,32.0,33.0,-
5,cajun glazed mushrooms,520245,35,10,"['butter', 'button mushroom', 'sauce', 'salt', 'pepper', 'sauce']",206.6,27.0,22.0,26.0,7.0,55.0,3.0,-
6,mushrooms in wine,82421,40,6,"['button mushroom', 'butter', 'sauce', 'wine', 'garlic', 'pepper']",203.8,28.0,9.0,11.0,3.0,58.0,1.0,-
7,rosemary red wine sauce for steak,352412,15,4,"['wine', 'rosemary sprigs', 'salt', 'pepper', 'butter', 'sauce', 'garlic']",106.4,8.0,1.0,11.0,0.0,18.0,0.0,-
8,warm garlic potatoes with your favourite grilled meat,32379,20,7,"['potato', 'butter', 'garlic', 'salt', 'pepper', 'sauce']",251.2,20.0,5.0,42.0,7.0,41.0,10.0,-
9,you can bet the farm     hamburgers from longmeadow farm,267986,20,4,"['ground beef', 'sauce', 'garlic', 'pepper', 'salt', 'butter']",206.2,23.0,4.0,14.0,28.0,34.0,0.0,-
10,adie s short ribs,297197,200,7,"['rib', 'wheat flour', 'salt', 'pepper', 'durkee onion', 'ketchup', 'vinegar', 'sauce', 'soy sauce', 'sugar', 'water']",2448.7,316.0,159.0,126.0,173.0,447.0,19.0,-
11,auntie lolo s ribs,372586,255,7,"['rib', 'ketchup', 'honey', 'soy sauce', 'garlic']",1180.4,134.0,195.0,76.0,95.0,181.0,17.0,-
12,beef short ribs supreme   gluten free,214687,155,6,"['rib', 'salt', 'durkee onion', 'water', 'garlic', 'tomato paste', 'ketchup', 'sugar', 'cider vinegar', 'mustard']",1590.5,190.0,239.0,101.0,105.0,268.0,22.0,-
13,crock pot short ribs  n noodles,52192,500,8,"['beef', 'durkee onion', 'butter', 'ketchup', 'soy sauce', 'cider vinegar', 'sugar', 'egg noodle']",2313.7,265.0,82.0,63.0,168.0,373.0,34.0,-
14,red wine short ribs of beef,171110,500,8,"['merlot', 'ketchup', 'soy sauce', 'garlic', 'sugar', 'pepper', 'beef', 'durkee onion']",1906.9,253.0,75.0,59.0,136.0,357.0,8.0,-
15,artichoke and green olive dip,295782,5,7,"['artichoke heart', 'olive oil', 'lemon juice concentrate', 'garlic', 'olive', 'pepper', 'leaf parsley']",461.0,56.0,11.0,38.0,19.0,25.0,10.0,-
16,quinoa and  vegetable tabouli salad,460204,35,10,"['water', 'tea', 'quinoa', 'lemon juice concentrate', 'oil', 'seasoning salt', 'pepper', 'sea salt', 'garlic', 'lemon pepper seasoning', 'cucumber', 'tomato', 'pepper', 'durkee onion', 'radish', 'sunflower seed', 'olive', 'leaf parsley', 'mint']",316.9,27.0,14.0,16.0,16.0,11.0,11.0,-
17,quinoa tabouli tabbouleh,246098,50,5,"['quinoa', 'chicken broth', 'sea salt', 'tomato', 'cucumber', 'durkee onion', 'baby carrot', 'oil', 'lemon juice concentrate', 'garlic', 'ground cilantro', 'leaf parsley', 'mint leave', 'garbanzo bean', 'pepper']",358.3,26.0,26.0,23.0,21.0,12.0,14.0,-
18,south america quinoa,368746,25,9,"['quinoa', 'water', 'salt', 'pepper', 'lemon juice concentrate', 'olive oil', 'ground cilantro', 'garlic', 'corn', 'durkee onion', 'chili pepper', 'tomato', 'cucumber', 'avocado']",629.6,69.0,16.0,4.0,20.0,30.0,16.0,-
19,tuna  sun dried tomato  and white bean salad,126109,130,4,"['lemon juice concentrate', 'garlic', 'olive oil', 'bean', 'water', 'tomato', 'durkee onion', 'leaf parsley']",436.1,13.0,12.0,12.0,65.0,7.0,19.0,-
20,hilde s norwegian waffles,161421,20,9,"['egg', 'sugar', 'vanilla', 'butter', 'baking soda', 'milk', 'wheat flour']",392.6,22.0,60.0,16.0,21.0,41.0,17.0,-
21,like mom s pineapple upside down cake,229368,55,11,"['butter', 'sugar', 'pineapple chunk', 'egg', 'sugar', 'milk', 'pineapple juice', 'vanilla', 'wheat flour', 'baking powder', 'salt']",461.7,21.0,238.0,12.0,11.0,40.0,27.0,-
22,low fat pineapple carrot cake,334774,47,5,"['wheat flour', 'sugar', 'baking soda', 'cinnamon', 'pineapple chunk', 'milk', 'egg white', 'vanilla', 'baby carrot', 'raisin']",180.0,0.0,96.0,7.0,6.0,0.0,13.0,-
23,mrs  sharp s irish soda bread,371735,50,10,"['wheat flour', 'baking soda', 'salt', 'sugar', 'milk']",348.7,4.0,21.0,17.0,21.0,6.0,22.0,-
24,pineapple cake,152197,70,7,"['wheat flour', 'sugar', 'baking soda', 'egg', 'pineapple chunk', 'butter', 'milk', 'coconut', 'pistachio', 'vanilla']",433.3,21.0,223.0,11.0,10.0,38.0,25.0,-
25,eggs with tomatoes    avgha me tomatoes,422521,15,6,"['oil', 'durkee onion', 'tomato', 'sugar', 'egg', 'salt', 'pepper']",526.9,71.0,38.0,6.0,29.0,40.0,4.0,['greek']
26,fried eggs in tomatoes,503930,45,7,"['egg', 'tomato', 'oil', 'sugar', 'leaf parsley', 'salt', 'pepper']",218.3,28.0,17.0,3.0,14.0,16.0,2.0,['greek']
27,greek chips with egg and tomato,162916,25,3,"['tomato', 'oil', 'butter', 'egg', 'salt', 'pepper', 'chip']",176.7,22.0,14.0,4.0,14.0,28.0,1.0,['greek']
28,omelette with fresh tomatoes,425617,20,4,"['oil', 'tomato', 'egg', 'oregano', 'salt', 'pepper', 'sugar']",363.0,46.0,25.0,6.0,29.0,29.0,3.0,['greek']
29,savoury mediterranean biscotti,59869,85,15,"['egg', 'sugar', 'oil', 'wheat flour', 'baking powder', 'salt', 'pepper', 'leaf basil', 'oregano', 'parmesan cheese', 'tomato', 'olive']",731.6,56.0,42.0,51.0,46.0,45.0,25.0,['greek']
30,braised veal breast,359456,180,30,"['veal', 'canola oil', 'durkee onion', 'baby carrot', 'celery rib', 'garlic', 'wine', 'chicken stock', 'sage', 'rosemary sprigs', 'salt', 'pepper']",399.8,33.0,22.0,14.0,51.0,30.0,4.0,-
31,lasagna bolognese,270234,100,28,"['egg', 'purpose flour', 'durkee onion', 'baby carrot', 'celery seed', 'prosciutto', 'ground beef', 'veal', 'oil', 'butter', 'grape tomato', 'wine', 'pepper', 'nutmeg', 'pepper', 'beef broth', 'cream', 'butter', 'milk', 'salt', 'pepper', 'mozzarella cheese', 'parmesan cheese']",636.6,63.0,19.0,27.0,53.0,101.0,12.0,-
32,meatloaf  the works,248001,50,21,"['egg', 'ground beef', 'breadcrumb', 'milk', 'salt', 'pepper', 'garlic', 'oil', 'butter', 'durkee onion', 'baby carrot', 'champignon mushroom', 'bell pepper', 'ketchup']",324.6,30.0,11.0,14.0,44.0,38.0,4.0,-
33,speidini di carne e funghi  sicilian kebobs   meat and mushroom,36775,0,35,"['flank steak', 'champignon mushroom', 'egg', 'breadcrumb', 'durkee onion', 'garlic', 'tomato', 'chili pepper', 'cheese', 'herb', 'hazelnut', 'anchovy fillet', 'currant jelly', 'pepper', 'oil', 'wine', 'sage sprig']",569.5,38.0,29.0,14.0,113.0,43.0,9.0,-
34,strapped budget salisbury steak,324918,40,20,"['ground beef', 'tomato juice', 'breadcrumb', 'durkee onion', 'egg', 'salt', 'pepper', 'vegetable oil', 'butter', 'purpose flour', 'champignon mushroom', 'beef broth', 'pepper']",534.3,50.0,16.0,44.0,59.0,59.0,9.0,-
35,basmati rice with nuts and spices,122408,55,10,"['butter', 'durkee onion', 'garlic', 'almond', 'cash', 'basmati rice', 'chicken broth', 'curry powder', 'cardamom', 'coriander', 'leaf parsley', 'lemon juice concentrate', 'raisin', 'salt', 'pepper']",372.6,23.0,31.0,20.0,19.0,25.0,17.0,-
36,basmati rice with turmeric and mushrooms,140023,30,8,"['butter', 'durkee onion', 'garlic', 'turmeric', 'basmati rice', 'chicken broth', 'enoki mushroom', 'salt', 'pepper']",406.3,22.0,12.0,32.0,19.0,39.0,19.0,-
37,cinnamon basmati rice with raisins,133269,30,11,"['butter', 'durkee onion', 'clove', 'cinnamon', 'basmati rice', 'raisin', 'salt', 'pepper']",292.9,6.0,70.0,25.0,9.0,10.0,20.0,-
38,curried rice pilaf,248519,55,9,"['durkee onion', 'garlic', 'butter', 'minute rice', 'curry powder', 'chicken broth', 'salt', 'raisin', 'almond']",548.5,34.0,50.0,42.0,26.0,42.0,25.0,-
39,turmeric rice,48162,30,5,"['butter', 'durkee onion', 'garlic', 'basmati rice', 'turmeric', 'chicken broth', 'leaf', 'thyme sprigs', 'pepper']",255.4,12.0,5.0,13.0,12.0,20.0,13.0,-
40,au gratin potato balls,284916,80,11,"['russet potato', 'durkee onion', 'cheese', 'cream', 'butter', 'salt', 'pepper', 'parmesan cheese']",326.7,29.0,8.0,5.0,12.0,59.0,11.0,-
41,awesome augratin potato balls,431395,145,12,"['russet potato', 'durkee onion', 'cheese', 'cream', 'butter', 'pepper', 'cheese', 'parmesan cheese', 'corn flake']",404.0,39.0,14.0,19.0,23.0,75.0,11.0,-
42,baked scalloped potatoes,239188,150,7,"['cream', 'russet potato', 'durkee onion', 'salt', 'pepper']",264.4,27.0,4.0,0.0,6.0,54.0,8.0,-
43,cheesy creamy garlic potatoes,130795,80,9,"['russet potato', 'mushroom soup', 'cream', 'cream', 'velveeta cheese', 'butter', 'seasoning salt', 'pepper', 'garlic', 'durkee onion', 'parmesan cheese']",738.8,46.0,32.0,53.0,45.0,89.0,32.0,-
44,green onion smashed potatoes  champ,144794,25,12,"['russet potato', 'cream', 'butter', 'durkee onion', 'pepper']",518.3,46.0,13.0,6.0,15.0,94.0,18.0,-
45,nancy duke s ratatouille,93260,60,9,"['durkee onion', 'oil', 'zucchini', 'garlic', 'pepper', 'tomato', 'eggplant', 'pepper']",172.4,19.0,29.0,0.0,6.0,8.0,5.0,-
46,roasted peppers and aubergine eggplant sandwich,228447,80,8,"['eggplant', 'durkee onion', 'pepper', 'garlic', 'tomato', 'oil']",134.3,14.0,20.0,38.0,3.0,6.0,4.0,-
47,sweet   sour eggplant  aubergine,38370,60,10,"['eggplant', 'oil', 'garlic', 'durkee onion', 'tomato', 'mint', 'vegetable stock', 'sugar', 'wine vinegar', 'chili pepper flake', 'pepper', 'mint sprig']",315.7,32.0,67.0,1.0,10.0,14.0,10.0,-
48,tomato and red lentil soup,306107,35,6,"['oil', 'durkee onion', 'garlic', 'tomato', 'vegetable stock', 'lentil']",287.3,8.0,54.0,28.0,28.0,3.0,16.0,-
49,vegetarian eggplant  aubergine  soup,206534,60,2,"['oil', 'durkee onion', 'garlic', 'eggplant', 'tomato', 'tomato paste', 'vegetable stock', 'leaf parsley', 'thyme sprigs', 'pepper']",110.0,6.0,32.0,8.0,5.0,3.0,5.0,-
50,best waffles ever,8556,18,13,"['wheat flour', 'egg', 'baking soda', 'baking powder', 'sugar', 'salt', 'milk', 'butter', 'vanilla', 'cinnamon']",261.9,18.0,3.0,21.0,20.0,31.0,9.0,-
51,cinnamon cake with cream cheese frosting,227554,70,14,"['wheat flour', 'baking soda', 'salt', 'cinnamon', 'butter', 'sugar', 'egg', 'buttermilk', 'sugar icing', 'cheese', 'vanilla']",471.2,29.0,240.0,15.0,9.0,59.0,23.0,-
52,moist butter cake with browned butter frosting,153342,75,18,"['wheat flour', 'sugar', 'butter', 'buttermilk', 'egg', 'baking soda', 'salt', 'vanilla', 'sugar', 'milk']",435.4,28.0,187.0,13.0,9.0,56.0,21.0,-
53,pumpkin cookies with brown butter glaze,189673,30,20,"['wheat flour', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'nutmeg', 'clove', 'butter', 'sugar', 'pumpkin puree', 'egg', 'vanilla', 'milk', 'sugar']",555.8,30.0,263.0,17.0,8.0,60.0,30.0,-
54,spicy cardamom coffee cake,61660,70,22,"['butter', 'sugar', 'egg', 'wheat flour', 'vanilla', 'baking powder', 'baking soda', 'salt', 'cardamom', 'cream', 'milk', 'cinnamon', 'nut']",572.9,38.0,178.0,23.0,17.0,67.0,26.0,-
