,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,croatian lamb beef stew with green peas,303765,65,11,"['lamb', 'durkee onion', 'pea', 'potato', 'lard', 'paprika', 'thyme sprigs', 'wine', 'water', 'salt', 'pepper']",731.0,64.0,47.0,29.0,78.0,89.0,12.0,-
1,fisherman s chowder,91576,50,9,"['bacon', 'paprika', 'durkee onion', 'potato', 'clam', 'wine', 'king crab leg', 'shrimp', 'scallop', 'salt', 'pepper', 'leaf', 'thyme sprigs', 'milk', 'potato']",204.0,15.0,2.0,22.0,32.0,20.0,3.0,-
2,hungarian goulash with red wine,70674,130,7,"['beef', 'bacon', 'salt', 'pepper', 'paprika', 'caraway seed', 'leaf', 'pepper', 'beef stock', 'wine', 'garlic', 'durkee onion', 'cream', 'paprika']",329.3,19.0,8.0,26.0,72.0,24.0,2.0,-
3,january pork,98842,1560,18,"['olive oil', 'juniper berry', 'garlic', 'clove', 'pepper', 'pork loin chop', 'leaf', 'wine', 'poultry', 'salt']",555.0,59.0,0.0,4.0,90.0,59.0,0.0,-
4,spaghetti with bacon and onion,350694,30,15,"['bacon', 'durkee onion', 'wine', 'tomato', 'thyme sprigs', 'salt', 'pepper', 'spaghetti']",708.4,54.0,32.0,55.0,40.0,57.0,23.0,-
5,bbq baby back ribs   pressure cooker,371326,20,8,"['baby back rib', 'barbecue sauce']",836.1,75.0,130.0,52.0,104.0,88.0,15.0,-
6,brad s bar b q beef,128553,425,8,"['arm roast', 'barbecue sauce']",881.5,90.0,29.0,71.0,118.0,114.0,8.0,-
7,easy oven baked ribs,516009,225,12,"['pork baby back rib', 'seasoning', 'barbecue sauce']",1580.7,177.0,65.0,31.0,212.0,208.0,7.0,-
8,famous baby back ribs,188800,165,7,"['pork baby back rib', 'barbecue sauce']",745.0,86.0,22.0,54.0,78.0,100.0,6.0,-
9,twice cooked baby back ribs,98705,205,7,"['pork baby back rib', 'barbecue sauce', 'garlic', 'pepper']",1832.0,223.0,27.0,71.0,201.0,266.0,7.0,-
10,cola quick cake,28225,60,5,"['chocolate cake mix', 'pudding', 'drink', 'vegetable oil', 'egg']",149.0,16.0,28.0,6.0,4.0,8.0,3.0,-
11,fake it   easiest ever banana nut bread,158298,45,3,"['chocolate cake mix', 'pudding', 'water', 'vegetable oil', 'banana', 'egg', 'pistachio']",324.7,27.0,92.0,14.0,8.0,12.0,12.0,-
12,how to get your packaged brownies way way better,132877,60,11,"['brownie mix', 'vegetable oil', 'water', 'egg', 'semisweet chocolate chip']",580.4,48.0,70.0,10.0,11.0,46.0,26.0,-
13,quick double chocolate cupcakes,221816,28,10,"['devils food cake mix', 'water', 'vegetable oil', 'egg', 'semisweet chocolate chip']",174.9,16.0,48.0,7.0,4.0,13.0,6.0,-
14,ultra moist easy chocolate bundt cake,407849,55,8,"['chocolate cake mix', 'pudding', 'egg white', 'egg', 'vegetable oil', 'water']",363.8,30.0,104.0,24.0,9.0,16.0,15.0,-
15,apple snickers salad,74168,20,3,"['apple', 'snickers candy bar', 'whip', 'pudding', 'milk']",293.9,16.0,169.0,17.0,5.0,40.0,15.0,-
16,heavenly pink dessert salad,381886,10,4,"['cheese', 'milk', 'pineapple chunk', 'strawberry pie fill', 'whip']",333.5,25.0,111.0,4.0,9.0,60.0,14.0,-
17,pineapple spread for tea sandwiches,242503,15,2,"['cheese', 'pineapple chunk', 'milk']",454.2,61.0,63.0,15.0,15.0,112.0,6.0,-
18,pink fantasy salad,14584,5,2,"['strawberry pie fill', 'pineapple chunk', 'milk', 'whip']",260.2,13.0,114.0,2.0,7.0,32.0,14.0,-
19,tammy s famous pink stuff   cherry pie filling pineapple dessert,197273,65,2,"['pineapple chunk', 'strawberry pie fill', 'milk', 'whip']",352.0,17.0,150.0,3.0,9.0,44.0,19.0,-
20,authentic mexican enchiladas verdes,37639,150,43,"['water', 'tomatillo', 'durkee onion', 'garlic', 'chily', 'ground cilantro', 'vegetable oil', 'salt', 'chicken breast', 'durkee onion', 'corn tortilla', 'creme fraiche', 'jack cheese']",955.4,125.0,22.0,12.0,59.0,141.0,9.0,['mexican']
21,7 layer elote dip,535021,25,38,"['avocado', 'oil', 'lime', 'salt', 'corn', 'cream', 'corn', 'ground cilantro', 'fontina cheese', 'durkee onion', 'seasoning salt', 'chili powder', 'garlic', 'seasoning salt', 'corn tortilla']",677.1,63.0,32.0,54.0,40.0,84.0,21.0,-
22,braised brisket in chipotle onion sauce,115218,330,26,"['garlic', 'sugar', 'cumin', 'salt', 'durkee onion', 'beef brisket', 'chili sauce', 'adobo']",782.2,94.0,24.0,26.0,80.0,123.0,4.0,-
23,cream cheese chicken enchiladas,278051,65,34,"['chicken breast', 'water', 'garlic', 'durkee onion', 'butter', 'garlic', 'chily', 'chili powder', 'cumin', 'salt', 'oregano', 'pepper', 'wheat flour', 'chicken broth', 'cream', 'jack cheese', 'cheese', 'vegetable oil', 'corn tortilla', 'durkee onion']",830.9,97.0,13.0,48.0,67.0,159.0,11.0,-
24,my mother s chicken and potatoes with special touches,127357,20,44,"['chicken thigh', 'canola oil', 'salt', 'bliss potato', 'olive oil', 'durkee onion', 'rosemary sprigs', 'bacon', 'cherry pepper']",1103.3,127.0,13.0,31.0,116.0,88.0,9.0,-
