,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,chicken and yoghurt curry,156471,80,10,"['cooking oil', 'chicken thigh', 'durkee onion', 'garlic', 'coriander sprig', 'ginger', 'turmeric', 'garam masala', 'chili powder', 'salt', 'yogurt', 'tomato']",363.9,22.0,20.0,21.0,94.0,16.0,2.0,-
1,chicken jalfrezi,22058,55,8,"['chicken thigh', 'bell pepper', 'durkee onion', 'tomato', 'tomato paste', 'garlic', 'ginger', 'chili powder', 'coriander', 'cumin', 'turmeric', 'garam masala', 'salt', 'ground cilantro', 'vegetable oil']",380.0,22.0,24.0,10.0,94.0,15.0,5.0,-
2,indian lentils,127646,60,8,"['durkee onion', 'oil', 'lentil', 'tomato', 'salt', 'chili powder', 'ginger cube', 'garlic', 'turmeric', 'ground cilantro', 'water']",105.9,1.0,5.0,13.0,13.0,0.0,5.0,-
3,pita chips filled with spiced lentils,428711,50,9,"['oil', 'durkee onion', 'garlic', 'ginger', 'turmeric', 'cumin', 'salt', 'cayenne pepper', 'lentil', 'tomato', 'lemon juice concentrate', 'ground cilantro', 'pita chip']",19.6,0.0,1.0,0.0,2.0,0.0,1.0,-
4,seeni sambal  sweet and spicy onion relish,424043,40,6,"['durkee onion', 'garlic', 'ginger', 'curry leaf', 'chili powder', 'jaggery', 'tamarind extract', 'oil', 'salt']",177.6,6.0,30.0,0.0,9.0,2.0,11.0,-
5,calabacitas   zucchini squash,53131,30,8,"['zucchini', 'durkee onion', 'garlic', 'tomato', 'kernel corn', 'tomato', 'salt', 'monterey jack cheese']",117.4,3.0,31.0,15.0,12.0,5.0,7.0,['mexican']
6,chile de arbol,320859,22,4,"['arbol chile', 'garlic', 'durkee onion', 'salt', 'water']",16.3,0.0,3.0,48.0,1.0,0.0,1.0,['mexican']
7,serrano paste,100375,15,4,"['pepper', 'durkee onion', 'garlic', 'salt', 'water']",5.3,0.0,2.0,9.0,0.0,0.0,0.0,['mexican']
8,squash and hominy saute,143486,35,8,"['zucchini', 'hominy', 'durkee onion', 'oil', 'salt', 'water']",66.9,5.0,10.0,26.0,3.0,2.0,2.0,['mexican']
9,zippy zucchini skillet,32208,15,5,"['oil', 'zucchini', 'durkee onion', 'kernel corn', 'chily', 'salt', 'pepper', 'garlic', 'cheddar cheese']",261.6,19.0,32.0,32.0,18.0,21.0,11.0,['american']
10,cheddar pinwheels,60837,27,5,"['wheat flour', 'salt', 'baking powder', 'butter', 'milk', 'cheddar cheese']",314.0,23.0,0.0,23.0,19.0,47.0,11.0,-
11,cheese popovers,270039,60,3,"['egg', 'wheat flour', 'butter', 'cheddar cheese', 'milk', 'salt']",271.9,23.0,1.0,11.0,22.0,43.0,7.0,-
12,golden cheddar cornbread,6715,35,4,"['cornmeal', 'wheat flour', 'baking powder', 'salt', 'cheddar cheese', 'milk', 'butter', 'egg']",447.1,40.0,2.0,47.0,36.0,80.0,11.0,-
13,rachel s cheesy pretzels,102161,30,6,"['wheat flour', 'milk', 'cheddar cheese', 'butter', 'baking powder', 'sugar', 'salt', 'egg']",81.9,5.0,1.0,8.0,5.0,10.0,3.0,-
14,solo cheddar puff cake,5452,30,5,"['egg', 'wheat flour', 'milk', 'cheddar cheese', 'salt', 'butter']",565.4,50.0,2.0,32.0,57.0,88.0,12.0,-
15,easy spinach squares,20162,50,9,"['spinach', 'butter', 'egg', 'milk', 'cheddar cheese', 'wheat flour', 'durkee onion', 'baking powder', 'salt']",231.0,22.0,4.0,15.0,21.0,44.0,4.0,-
16,feathery layered biscuits,185541,27,9,"['wheat flour', 'baking powder', 'salt', 'butter', 'milk']",194.2,16.0,0.0,13.0,6.0,34.0,6.0,-
17,grandma bouclair s dumplings  for stew,221789,30,7,"['wheat flour', 'baking powder', 'salt', 'butter', 'milk']",185.3,11.0,0.0,15.0,8.0,21.0,8.0,-
18,quick cheddar bread,6717,70,5,"['wheat flour', 'baking powder', 'salt', 'butter', 'cheddar cheese', 'milk', 'egg']",472.5,35.0,1.0,28.0,36.0,69.0,16.0,-
19,deep south mexican cornbread,280780,60,3,"['cornmeal', 'egg', 'jalapeno pepper', 'pepper', 'durkee onion', 'style corn', 'vegetable oil', 'cream', 'cheddar cheese']",275.9,31.0,9.0,12.0,17.0,43.0,5.0,-
20,double delicious cornbread,82104,40,2,"['wheat flour', 'cornmeal', 'baking powder', 'salt', 'sugar', 'cheddar cheese', 'style corn', 'chily', 'cream', 'vegetable oil', 'egg']",255.3,18.0,18.0,18.0,14.0,19.0,10.0,-
21,granny neel s company cornbread,322816,35,10,"['cornmeal', 'style corn', 'cream', 'egg', 'vegetable oil', 'shortening']",365.8,44.0,6.0,17.0,11.0,39.0,7.0,-
22,meemaw s sweet cornbread,195586,30,8,"['cornmeal', 'cream', 'style corn', 'egg', 'oil']",482.0,48.0,15.0,31.0,21.0,54.0,14.0,-
23,spicy mexican cornbread,329644,60,6,"['egg', 'cream', 'salt', 'style corn', 'oil', 'cornmeal', 'pepper', 'jalapeno pepper', 'baking powder', 'cheddar cheese']",421.0,48.0,9.0,29.0,17.0,48.0,9.0,-
24,french onion soup dumplings,366497,130,27,"['butter', 'oil', 'durkee onion', 'durkee onion', 'sugar', 'salt', 'pepper', 'cognac', 'wine', 'beef stock', 'leaf', 'thyme sprigs', 'wonton wrapper', 'gruyere cheese', 'parmesan cheese', 'chive']",109.4,9.0,5.0,7.0,8.0,16.0,2.0,-
25,my favorite french onion soup,268911,60,22,"['oil', 'durkee onion', 'garlic', 'thyme sprigs', 'leaf', 'wine', 'sherry', 'beef stock', 'pepper', 'sourdough bread', 'gruyere cheese', 'parsley sprig']",510.3,24.0,29.0,67.0,42.0,33.0,16.0,-
26,oh so good french onion soup,225811,35,13,"['oil', 'butter', 'durkee onion', 'pepper', 'thyme sprigs', 'leaf', 'sherry', 'beef stock', 'bread', 'gruyere cheese']",754.1,52.0,34.0,76.0,63.0,88.0,18.0,-
27,out of this world french onion soup,272321,330,21,"['butter', 'durkee onion', 'salt', 'water', 'sherry', 'chicken broth', 'beef broth', 'thyme sprigs', 'leaf', 'pepper', 'baguette', 'gruyere cheese']",469.9,26.0,30.0,42.0,34.0,48.0,14.0,-
28,turkey gravy   make ahead,144146,180,31,"['turkey wing', 'butter', 'durkee onion', 'baby carrot', 'celery rib', 'garlic', 'wheat flour', 'thyme sprigs', 'leaf', 'water', 'pepper']",212.2,16.0,16.0,4.0,29.0,19.0,4.0,-
29,cheddar corn muffins,250308,27,12,"['wheat flour', 'cornmeal', 'baking powder', 'salt', 'sugar', 'egg', 'milk', 'butter', 'cheddar cheese']",191.8,14.0,17.0,11.0,12.0,27.0,7.0,-
30,cranberries and orange loaf,284068,75,8,"['wheat flour', 'sugar', 'baking powder', 'salt', 'baking soda', 'butter', 'egg', 'zest', 'juice', 'cranberry', 'walnut']",200.6,13.0,55.0,6.0,6.0,15.0,9.0,-
31,cranberry nut swirls,94087,35,15,"['butter', 'sugar', 'egg', 'vanilla', 'wheat flour', 'baking powder', 'salt', 'cranberry', 'walnut', 'zest', 'sugar', 'milk']",65.1,5.0,18.0,1.0,1.0,7.0,2.0,-
32,holiday season cranberry bread,3201,75,10,"['wheat flour', 'sugar', 'baking powder', 'salt', 'baking soda', 'juice', 'butter', 'egg', 'cranberry', 'walnut']",362.6,20.0,113.0,13.0,13.0,14.0,18.0,-
33,maple walnut pound cake,314142,80,12,"['butter', 'sugar', 'sugar', 'wheat flour', 'baking powder', 'salt', 'milk', 'maple flavoring', 'egg', 'walnut', 'sugar', 'halve']",524.1,42.0,176.0,12.0,15.0,57.0,21.0,-
34,100   whole wheat bread,82530,160,29,"['milk', 'sugar', 'salt', 'butter', 'water', 'yeast', 'wheat flour', 'wheat flour']",227.2,9.0,11.0,16.0,14.0,16.0,12.0,-
35,gourmet hamburger buns,332000,314,25,"['milk', 'water', 'yeast', 'sugar', 'butter', 'egg', 'salt', 'wheat flour', 'egg', 'water']",325.4,11.0,17.0,25.0,19.0,19.0,18.0,-
36,melt in your mouth butter crescent rolls,228549,60,29,"['milk', 'butter', 'sugar', 'salt', 'yeast', 'water', 'egg', 'wheat flour']",485.0,28.0,45.0,14.0,21.0,54.0,22.0,-
37,no knead cheddar rolls,6721,0,28,"['wheat flour', 'yeast', 'sugar', 'salt', 'milk', 'water', 'butter', 'cheddar cheese', 'jumbo egg']",331.4,25.0,19.0,20.0,18.0,50.0,12.0,-
38,simply sinful cinnamon rolls,106825,240,25,"['milk', 'sugar', 'yeast', 'water', 'wheat flour', 'egg', 'butter', 'salt', 'sugar', 'cinnamon']",600.9,33.0,174.0,24.0,18.0,65.0,31.0,-
39,basic rolls,267277,165,10,"['water', 'yeast', 'sugar', 'butter', 'egg', 'salt', 'wheat flour']",151.6,3.0,17.0,8.0,7.0,6.0,9.0,-
40,cheddar cheese casserole bread,7671,145,13,"['sugar', 'water', 'yeast', 'milk', 'butter', 'egg', 'wheat flour', 'cheddar cheese', 'salt']",177.9,10.0,1.0,14.0,13.0,19.0,7.0,-
41,dillbrot  dill bread,6679,0,9,"['yeast', 'water', 'cottage cheese', 'sugar', 'durkee onion', 'butter', 'egg', 'salt', 'seed', 'wheat flour']",385.1,11.0,32.0,34.0,31.0,16.0,21.0,-
42,gluten free batter buns,266670,60,10,"['water', 'yeast', 'sugar', 'salt', 'butter', 'egg', 'wheat flour']",51.2,6.0,8.0,9.0,1.0,12.0,0.0,-
43,my hard rolls  for bratwurst,509581,375,14,"['wheat flour', 'water', 'salt', 'yeast', 'sugar', 'butter', 'egg']",398.4,5.0,5.0,33.0,23.0,7.0,25.0,-
44,brussels sprouts and potato bake,146542,60,12,"['sprout', 'oil', 'bacon', 'durkee onion', 'butter', 'lemon juice concentrate', 'salt', 'pepper']",388.7,50.0,18.0,16.0,19.0,45.0,5.0,-
45,cracker barrel green beans,78938,55,6,"['bacon', 'bean', 'durkee onion', 'sugar', 'salt', 'pepper']",155.3,13.0,30.0,15.0,12.0,14.0,5.0,-
46,green bean feta salad,352752,23,12,"['lemon juice concentrate', 'wine vinegar', 'mustard', 'sugar', 'salt', 'pepper', 'oil', 'bean', 'durkee onion', 'feta cheese', 'walnut']",303.1,42.0,14.0,11.0,11.0,26.0,4.0,-
47,mom s sweet and sour broccoli,90827,30,8,"['broccoli floret', 'butter', 'sugar', 'durkee onion', 'salt', 'vinegar', 'mustard', 'bacon']",115.2,14.0,10.0,12.0,7.0,17.0,1.0,-
48,road house green beans,399814,75,11,"['bacon', 'durkee onion', 'bean', 'sugar', 'salt', 'pepper']",190.1,20.0,27.0,22.0,13.0,21.0,4.0,-
49,chicory with lemon flemish style,422841,30,16,"['chicory lettuce', 'butter', 'chicken stock', 'sugar', 'lemon', 'pepper']",148.1,19.0,13.0,7.0,5.0,37.0,3.0,-
50,curried and herbed basmati rice,281193,30,17,"['basmati rice', 'chicken stock', 'garlic', 'curry powder', 'olive oil', 'lemon', 'zest', 'leaf parsley', 'rosemary sprigs', 'butter', 'pepper']",438.6,32.0,11.0,9.0,17.0,25.0,17.0,-
51,nice and easy rice and vermicelli,355120,30,9,"['durkee onion', 'garlic', 'butter', 'minute rice', 'spaghettini', 'chicken stock', 'leaf parsley', 'pepper']",382.6,16.0,15.0,17.0,21.0,28.0,19.0,-
52,nice rice with cashews,171102,105,13,"['butter', 'champignon mushroom', 'durkee onion', 'garlic', 'grain rice', 'thyme sprigs', 'salt', 'pepper', 'cash', 'chicken stock', 'leaf parsley']",400.1,33.0,17.0,26.0,22.0,42.0,14.0,-
