,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,crustless spinach ricotta quiche,67749,40,10,"['spinach', 'oil', 'durkee onion', 'ricotta cheese', 'egg', 'dill weed', 'pepper', 'salt', 'nutmeg', 'tomato', 'parmesan cheese']",134.4,13.0,7.0,8.0,17.0,21.0,2.0,-
1,greek frittata with spinach  oregano and feta cheese,162530,40,11,"['egg', 'feta cheese', 'oregano', 'salt', 'pepper', 'oil', 'durkee onion', 'spinach']",200.3,23.0,8.0,15.0,24.0,31.0,1.0,-
2,muffin sized breakfast quiche,163211,35,14,"['egg', 'spinach', 'durkee onion', 'oil', 'cheddar cheese', 'salt', 'pepper']",265.7,29.0,6.0,13.0,37.0,39.0,1.0,-
3,spinach and ricotta cheese sauce for pasta,96927,15,8,"['oil', 'durkee onion', 'spinach', 'thyme sprigs', 'ricotta cheese', 'nutmeg', 'pine nut', 'salt', 'pepper', 'vegetable stock', 'garlic']",124.8,12.0,6.0,5.0,15.0,14.0,2.0,-
4,swiss chard frittata,380264,35,7,"['egg', 'egg white', 'ricotta cheese', 'salt', 'pepper', 'oil', 'watercress leaf', 'durkee onion']",121.6,7.0,5.0,18.0,28.0,10.0,1.0,-
5,baby bella and green bean salad,241544,32,10,"['bean', 'garlic', 'wine vinegar', 'mustard', 'salt', 'pepper', 'oil', 'durkee onion', 'portabella mushroom', 'leaf parsley']",90.3,10.0,6.0,7.0,4.0,4.0,2.0,['american']
6,dill chicken salad,170275,15,7,"['chicken breast', 'durkee onion', 'celery rib', 'baby dill pickle', 'mayonnaise', 'salt', 'pepper']",332.9,34.0,16.0,15.0,41.0,22.0,4.0,['american']
7,ronzoni macaroni salad,221000,35,8,"['wheat elbow macaroni', 'mayonnaise', 'yogurt', 'cider vinegar', 'mustard', 'sugar', 'salt', 'pepper', 'celery seed', 'pepper', 'baby carrot', 'durkee onion', 'leaf parsley']",256.9,14.0,24.0,16.0,11.0,8.0,12.0,['american']
8,tuna  white bean and roasted pepper salad with creamy dijon dres,488742,20,7,"['mayonnaise', 'oil', 'mustard', 'wine vinegar', 'green', 'bean', 'pepper', 'durkee onion', 'chunk light tuna', 'olive']",439.5,34.0,7.0,42.0,61.0,16.0,10.0,['american']
9,sarasota s       this is grandma s tuna macaroni salad,415238,30,17,"['wheat elbow macaroni', 'tuna', 'pea', 'durkee onion', 'celery rib', 'egg', 'olive', 'kosher dill pickle', 'mayonnaise', 'mustard', 'juice', 'leaf parsley', 'baby dill pickle', 'salt', 'pepper', 'paprika', 'baby dill pickle', 'egg']",1012.7,61.0,51.0,33.0,92.0,35.0,38.0,-
10,barbecued pork chops,6547,120,4,"['water', 'vinegar', 'mustard', 'sugar', 'chili sauce', 'pork loin chop']",376.2,28.0,24.0,9.0,83.0,29.0,2.0,['american']
11,mennonite sloppy joes,236999,25,3,"['ground beef', 'durkee onion', 'sauce', 'sugar', 'vinegar', 'mustard', 'ketchup', 'salt', 'hamburger bun']",295.5,14.0,49.0,37.0,39.0,17.0,10.0,['american']
12,oven baked sweet bbq chops,302446,120,5,"['pork loin chop', 'durkee onion', 'sugar', 'ketchup', 'vinegar', 'sauce', 'salt', 'pepper']",322.1,22.0,91.0,13.0,46.0,24.0,8.0,['american']
13,sweet sloppy joes,128636,30,3,"['ground chuck', 'salt', 'sugar', 'ketchup', 'vinegar', 'mustard', 'durkee onion', 'pepper']",351.3,20.0,107.0,65.0,60.0,24.0,9.0,['american']
14,top secret recipes version of kfc baked beans by todd wilbur,58912,12,6,"['navy bean', 'water', 'ketchup', 'sugar', 'vinegar', 'durkee onion', 'bacon', 'mustard', 'salt', 'pepper', 'garlic']",472.6,7.0,137.0,44.0,38.0,7.0,30.0,['american']
15,bay scallops with artichokes and tomatoes,92698,12,6,"['scallop', 'durkee onion', 'salt', 'pepper', 'garlic', 'artichoke heart', 'tomato', 'spinach', 'lemon juice concentrate']",137.0,1.0,5.0,15.0,42.0,0.0,3.0,-
16,beef burgers with feta and tomato,67902,10,3,"['ground beef', 'durkee onion', 'spinach', 'tomato', 'feta cheese', 'baby dill pickle', 'salt', 'pepper']",546.7,58.0,6.0,39.0,90.0,80.0,0.0,-
17,low carb pot roast,47982,190,5,"['roast', 'garlic', 'salt', 'pepper', 'tomato', 'durkee onion', 'garlic']",703.5,79.0,13.0,22.0,99.0,105.0,2.0,-
18,rosemary lamb chili  crock pot,115911,380,4,"['lamb chop', 'durkee onion', 'garlic', 'tomato', 'kidney bean', 'kidney bean', 'lemon juice concentrate', 'sugar', 'pepper', 'salt', 'rosemary sprigs', 'feta cheese']",611.6,48.0,20.0,16.0,68.0,68.0,15.0,-
19,turkish style green beans,236670,45,6,"['bean', 'oil', 'durkee onion', 'tomato', 'garlic', 'salt', 'pepper']",369.5,22.0,26.0,1.0,22.0,10.0,18.0,-
20,3 minute apple cobbler,137187,2,3,"['vanilla wafer', 'applesauce', 'whip', 'cinnamon']",231.4,12.0,3.0,5.0,3.0,13.0,13.0,['american']
21,apple cranberry cottage cheese,60821,5,3,"['applesauce', 'cottage cheese', 'cranberry', 'cinnamon']",162.0,7.0,3.0,18.0,26.0,15.0,5.0,['american']
22,hot applesauce sundae,19289,8,4,"['applesauce', 'cinnamon', 'ice cream']",97.6,0.0,0.0,1.0,0.0,0.0,8.0,['american']
23,hot chocolate marshmallow coffee,201513,10,5,"['espresso', 'chocolate powder', 'marshmallow whip', 'cinnamon']",84.6,1.0,55.0,4.0,3.0,2.0,5.0,['american']
24,mikey s cottage cheese snack,134475,1,3,"['cottage cheese', 'applesauce', 'cinnamon']",192.7,9.0,1.0,24.0,35.0,20.0,5.0,['american']
25,grilled chicken legs with lemon and pepper,28279,260,6,"['thigh', 'oil', 'lemon juice concentrate', 'rosemary sprigs', 'salt', 'pepper']",869.6,103.0,1.0,35.0,121.0,75.0,0.0,['american']
26,lamb with mustard glaze,382778,225,6,"['mustard', 'soy sauce', 'garlic', 'gingerroot', 'rosemary sprigs', 'oil', 'lamb']",1083.7,116.0,2.0,28.0,184.0,148.0,0.0,['american']
27,six hour pork roast,54379,405,9,"['sage', 'rosemary sprigs', 'garlic', 'fennel seed', 'salt', 'pepper', 'wine', 'oil', 'pork roast', 'kitchen twine']",1257.8,135.0,0.0,85.0,210.0,160.0,1.0,['american']
28,garlic and rosemary roasted turkey breast,267526,105,6,"['turkey breast', 'garlic', 'rosemary sprigs', 'oil', 'salt', 'pepper']",837.7,60.0,0.0,12.0,223.0,51.0,0.0,-
29,rosemary garlic grilled steak,299476,11,5,"['sirloin steak', 'oil', 'rosemary sprigs', 'garlic', 'pepper', 'salt']",801.0,90.0,0.0,30.0,127.0,105.0,0.0,-
30,ball blue book peach or pear jam,318332,60,13,"['peach', 'sugar', 'lemon juice concentrate', 'pectin']",761.9,0.0,778.0,0.0,1.0,0.0,65.0,-
31,cinnamon peach jam  water bath,247387,40,19,"['peach', 'lemon juice concentrate', 'pectin', 'butter', 'sugar', 'cinnamon']",717.8,0.0,704.0,0.0,2.0,0.0,61.0,-
32,peach bellini jam,485593,50,9,"['sugar', 'peach', 'prosecco', 'lemon juice concentrate', 'pectin', 'butter']",776.3,0.0,769.0,0.0,1.0,0.0,64.0,-
33,peach blackberry jam,393598,60,8,"['peach', 'blackberry', 'lemon juice concentrate', 'sugar', 'cinnamon', 'pectin']",896.3,1.0,852.0,0.0,8.0,0.0,76.0,-
34,peach preserves,382079,180,18,"['peach', 'lemon juice concentrate', 'sugar', 'cinnamon', 'butter', 'pectin', 'almond extract']",495.9,1.0,494.0,0.0,2.0,1.0,41.0,-
