,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,cheddar and bacon pasta,340032,25,15,"['penne pasta', 'bacon', 'tomato', 'cheddar cheese', 'durkee onion', 'pepper']",663.6,59.0,23.0,29.0,53.0,96.0,18.0,-
1,crockpot breakfast omelette,410913,445,21,"['egg', 'potato', 'bacon', 'durkee onion', 'pepper', 'cheddar cheese', 'milk', 'salt']",260.6,28.0,2.0,16.0,20.0,31.0,4.0,-
2,scrambled eggs soft crust pizza,214876,37,18,"['bacon', 'breadstick', 'egg', 'milk', 'salt', 'pepper', 'cheddar cheese', 'tomato']",328.3,40.0,4.0,27.0,39.0,62.0,0.0,-
3,spicy sausage stuffed onions,365872,90,26,"['durkee onion', 'sausage', 'tomato', 'cheddar cheese']",561.0,62.0,30.0,64.0,61.0,84.0,6.0,-
4,western skillet omelet,252707,55,19,"['potato', 'bacon', 'pepper', 'tomato', 'durkee onion', 'egg', 'cheddar cheese']",320.1,33.0,8.0,15.0,31.0,44.0,5.0,-
5,couscous and feta stuffed bell peppers,186987,40,16,"['vegetable oil cooking spray', 'chicken broth', 'couscous', 'bell pepper', 'oil', 'durkee onion', 'zucchini', 'summer squash', 'fennel seed', 'oregano', 'salt', 'tomato', 'chickpea', 'feta cheese']",276.0,11.0,27.0,34.0,22.0,17.0,14.0,-
6,couscous with chickpeas  tomatoes  and edamame,301586,15,12,"['oil', 'edamame', 'pepper flake', 'garlic', 'water', 'leaf basil', 'chickpea', 'tomato', 'salt', 'couscous', 'durkee onion', 'feta cheese']",455.0,21.0,21.0,48.0,42.0,27.0,21.0,-
7,red beans and couscous,25714,25,7,"['chicken broth', 'tomato', 'salt', 'pepper flake', 'leaf basil', 'oregano', 'couscous', 'kidney bean', 'oil', 'durkee onion', 'bell pepper', 'leaf parsley', 'celery rib', 'garlic']",259.3,6.0,8.0,19.0,22.0,3.0,14.0,-
8,spicy chickpea and spinach soup,309322,35,10,"['oil', 'durkee onion', 'garlic', 'rosemary sprigs', 'pepper flake', 'salt', 'chickpea', 'tomato', 'water', 'spinach']",346.8,10.0,22.0,44.0,29.0,4.0,20.0,-
9,the pizza makers sauce,271878,30,8,"['garlic', 'pepper flake', 'oil', 'tomato', 'oregano', 'salt']",191.9,21.0,39.0,23.0,4.0,9.0,5.0,-
10,carrie s rich rolls or bread  basic recipe  with variations,471888,240,50,"['milk', 'sugar', 'yeast', 'egg', 'butter', 'salt', 'wheat flour']",356.1,21.0,50.0,8.0,15.0,41.0,16.0,-
11,christmas bubble bread,192676,115,45,"['milk', 'egg', 'butter', 'wheat flour', 'sugar', 'salt', 'cranberry', 'raisin', 'cinnamon', 'yeast', 'sugar']",192.8,8.0,15.0,10.0,10.0,16.0,10.0,-
12,dinner rolls,657,285,37,"['milk', 'butter', 'sugar', 'yeast', 'egg', 'salt', 'wheat flour']",175.2,6.0,6.0,12.0,10.0,12.0,9.0,-
13,homemade pop tarts,297282,95,40,"['wheat flour', 'sugar', 'salt', 'butter', 'egg', 'milk', 'sugar', 'cinnamon']",356.8,33.0,53.0,11.0,9.0,67.0,11.0,-
14,old fashioned kolaches,132190,60,36,"['milk', 'sugar', 'butter', 'yeast', 'egg', 'salt', 'wheat flour']",387.4,18.0,41.0,13.0,19.0,34.0,19.0,-
15,mexican chocolate snowball cookies,445681,50,14,"['butter', 'sugar', 'vanilla', 'purpose flour', 'cocoa powder', 'cinnamon', 'ancho chile', 'salt', 'almond', 'chocolate']",1396.3,134.0,270.0,4.0,39.0,229.0,49.0,['mexican']
16,mexican chocolate streusel cake  pastel de chocolate mexicano,128180,55,19,"['chocolate', 'jumbo egg', 'salt', 'butter', 'purpose flour', 'baking powder', 'cheese', 'sugar', 'egg', 'sugar']",616.4,57.0,165.0,9.0,16.0,109.0,22.0,['mexican']
17,pan de polvo,121933,40,21,"['wheat flour', 'salt', 'sugar', 'baking powder', 'lard', 'anise seed', 'tea', 'cinnamon']",131.0,8.0,40.0,0.0,2.0,10.0,6.0,['mexican']
18,coffee hour toffee bars,111188,35,7,"['butter', 'sugar', 'jumbo egg', 'vanilla', 'purpose flour', 'salt', 'cinnamon', 'bar', 'walnut']",783.9,72.0,195.0,18.0,17.0,122.0,28.0,-
19,red wine chocolate cake,468874,35,16,"['butter', 'sugar', 'sugar', 'egg', 'jumbo egg', 'wine', 'vanilla extract', 'purpose flour', 'cocoa powder', 'baking soda', 'baking powder', 'table salt', 'cinnamon', 'mascarpone cheese', 'cream']",2813.9,199.0,953.0,46.0,69.0,390.0,124.0,-
20,a pot of lamb chops,91952,90,14,"['breadcrumb', 'parmesan cheese', 'garlic', 'leaf parsley', 'oil', 'baby potato', 'durkee onion', 'lamb chop', 'wine', 'water', 'tomato', 'pepper']",1426.8,130.0,47.0,24.0,127.0,183.0,32.0,['australian']
21,matt preston s roast shoulder of lamb,424034,140,13,"['oil', 'butter', 'lamb chop', 'durkee onion', 'garlic', 'wine', 'pepper', 'coffee granule']",1129.5,127.0,43.0,11.0,122.0,179.0,8.0,['australian']
22,chanfana lamb,224977,200,13,"['durkee onion', 'garlic', 'lamb chop', 'salt', 'pepper', 'paprika', 'leave', 'wine', 'oil', 'parsley sprig']",1703.5,179.0,13.0,13.0,168.0,238.0,4.0,-
23,engagement roast chicken  barefoot contessa,413946,105,17,"['chicken meat', 'pepper', 'lemon', 'garlic', 'oil', 'durkee onion', 'wine', 'chicken stock', 'purpose flour']",1433.5,148.0,21.0,19.0,215.0,138.0,7.0,-
24,hoisin pork roast with green onions,142835,205,15,"['oil', 'garlic', 'pepper', 'pork shoulder', 'hoisin sauce', 'durkee onion', 'scotch whisky', 'water']",1151.2,133.0,40.0,32.0,130.0,139.0,6.0,-
25,bulgogi,144456,385,13,"['beef', 'durkee onion', 'soy sauce', 'water', 'sesame oil', 'sugar', 'sesame seed', 'garlic', 'ginger', 'pepper flake', 'jalapeno pepper']",1313.3,184.0,25.0,62.0,93.0,245.0,3.0,['korean']
