,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,ancho chicken tacos with cilantro slaw and avocado cream,472602,20,12,"['chicken breast', 'powder', 'garlic salt', 'cumin', 'vegetable oil cooking spray', 'zest', 'lime juice concentrate', 'cream', 'milk', 'avocado', 'coleslaw mix', 'durkee onion', 'ground cilantro', 'canola oil', 'salt', 'corn tortilla']",393.8,25.0,6.0,14.0,58.0,18.0,11.0,"['american', 'mexican']"
1,california fish tacos ww,480056,20,13,"['lime juice concentrate', 'oil', 'chili powder', 'cumin powder', 'salt', 'fish fillet', 'cabbage', 'scallion', 'durkee onion', 'ground cilantro', 'corn tortilla', 'avocado', 'lime', 'pepper']",257.9,8.0,11.0,9.0,52.0,4.0,9.0,['mexican']
2,crusted tilapia with chipotle lime dressing,378994,190,13,"['cream', 'adobo', 'lime juice concentrate', 'zest', 'cumin powder', 'chili powder', 'bay seasoning', 'pepper', 'dorito', 'chipotle powder', 'salt', 'garlic', 'onion powder', 'jalapeno pepper', 'tilapia fillet', 'lime', 'egg']",844.0,64.0,19.0,54.0,116.0,66.0,20.0,['mexican']
3,grilled tilapia taco,383805,25,8,"['tilapia fillet', 'taco seasoning', 'lime', 'ground cilantro', 'cabbage', 'corn tortilla', 'avocado', 'cream']",512.4,49.0,27.0,9.0,64.0,27.0,10.0,['mexican']
4,jamaican me nuts  mahi mahi tacos with tropical fruit salsa,234323,30,15,"['mahi mahi fillet', 'canola oil', 'jerk seasoning', 'pineapple chunk', 'mango', 'papaya', 'ground cilantro', 'grapefruit juice', 'rum', 'scotch bonnet pepper', 'durkee onion', 'honey', 'garlic', 'pepper', 'tortilla flour', 'avocado', 'lime', 'juice', 'cabbage', 'jicama', 'cream', 'lime juice concentrate', 'zest']",935.0,78.0,92.0,29.0,106.0,87.0,22.0,-
5,corn mush,200966,65,8,"['corn', 'corn', 'cream', 'butter', 'egg', 'corn muffin mix']",541.5,48.0,51.0,33.0,19.0,84.0,20.0,-
6,easy cornbread pudding,403333,50,3,"['corn muffin mix', 'butter', 'cream', 'corn', 'corn', 'egg']",327.3,29.0,31.0,20.0,12.0,50.0,12.0,-
7,pineapple spoon bread,254335,70,3,"['corn muffin mix', 'cream', 'butter', 'egg', 'corn', 'pineapple chunk']",357.0,34.0,50.0,22.0,10.0,60.0,11.0,-
8,wonderful cornbread,332444,55,3,"['corn muffin mix', 'egg', 'cream', 'butter', 'sugar', 'corn']",322.2,27.0,40.0,20.0,11.0,45.0,11.0,-
9,yellow squash corn casserole,329534,75,4,"['corn', 'summer squash', 'egg', 'cream', 'corn muffin mix', 'butter']",354.1,35.0,34.0,25.0,12.0,62.0,11.0,-
10,garlic crostini,415902,30,14,"['oil', 'garlic', 'baguette', 'salt', 'pepper']",172.4,10.0,0.0,11.0,8.0,5.0,7.0,-
11,italian sausages skewers,294972,30,9,"['sausage', 'oil', 'garlic', 'salt', 'pepper', 'baguette', 'durkee onion']",552.6,48.0,5.0,61.0,44.0,46.0,14.0,-
12,roasted potatoes  peppers and onions with rosemary,21104,55,7,"['russet potato', 'pepper', 'pepper', 'durkee onion', 'garlic', 'oil', 'rosemary sprigs', 'salt', 'pepper']",291.2,16.0,28.0,30.0,9.0,7.0,15.0,-
13,roasted potatoes with red onions,99743,35,9,"['potato', 'butter', 'oil', 'durkee onion', 'garlic', 'rosemary sprigs', 'salt', 'pepper']",274.8,19.0,15.0,2.0,8.0,23.0,12.0,-
14,rosemary roasted onions,181741,90,2,"['durkee onion', 'garlic', 'oil', 'rosemary sprigs', 'salt', 'pepper']",128.3,10.0,25.0,12.0,3.0,4.0,5.0,-
15,cheesy enchilada bake,216859,60,11,"['enchilada sauce', 'cheese', 'taco seasoning', 'corn tortilla']",450.3,40.0,3.0,52.0,45.0,78.0,10.0,['mexican']
16,joann s ww enchilada casserole,238648,50,8,"['turkey breast', 'enchilada sauce', 'bean', 'durkee onion', 'corn tortilla', 'cheddar cheese']",337.6,20.0,30.0,41.0,48.0,28.0,10.0,['mexican']
17,mamablofish s huevos rancheros,364328,25,8,"['corn tortilla', 'egg', 'bean', 'enchilada sauce', 'cheddar cheese', 'canola oil', 'pepper']",1006.8,91.0,18.0,119.0,99.0,116.0,23.0,['mexican']
18,stacked enchiladas,323348,8,12,"['ground beef', 'enchilada sauce', 'bean', 'corn', 'cheddar cheese', 'corn tortilla']",599.3,36.0,14.0,30.0,73.0,57.0,20.0,['mexican']
