,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,baked hamburger casserole,269614,90,13,"['ground beef', 'durkee onion', 'salt', 'pepper', 'crouton', 'corn', 'tomato sauce', 'mozzarella cheese', 'egg', 'milk', 'seasoning salt']",430.7,29.0,24.0,29.0,50.0,39.0,14.0,['american']
1,ground beef pizza casserole,132992,60,19,"['ground beef', 'durkee onion', 'garlic', 'bell pepper', 'seasoning salt', 'pepper', 'wheat flour', 'leaf basil', 'parmesan cheese', 'tomato sauce', 'champignon mushroom', 'mozzarella cheese', 'egg', 'milk', 'oil', 'salt', 'garlic']",711.7,67.0,21.0,44.0,95.0,88.0,10.0,['american']
2,mini  pizza  loaves,123487,35,14,"['ground beef', 'pepper', 'seasoning salt', 'pizza seasoning', 'pizza sauce', 'durkee onion', 'egg', 'mozzarella cheese', 'vegetable oil cooking spray']",392.8,38.0,9.0,16.0,61.0,55.0,3.0,['american']
3,a different  pizza,199142,45,9,"['sausage', 'durkee onion', 'wheat flour', 'seasoning salt', 'salt', 'pepper', 'milk', 'egg', 'pizza sauce', 'mozzarella cheese']",633.8,66.0,6.0,54.0,55.0,82.0,10.0,-
4,upside down pizza casserole,90646,40,15,"['ground beef', 'durkee onion', 'olive', 'pizza sauce', 'pepperoni', 'seasoning salt', 'champignon mushroom', 'mozzarella cheese', 'milk', 'oil', 'egg', 'wheat flour', 'salt', 'parmesan cheese']",567.6,53.0,12.0,39.0,68.0,69.0,9.0,-
5,cherry vanilla ice cream,150976,60,15,"['sugar', 'egg', 'wheat flour', 'salt', 'milk', 'cream', 'vanilla', 'maraschino cherry']",1809.5,170.0,621.0,41.0,63.0,327.0,57.0,-
6,chocolate walnut ring,61528,70,19,"['wheat flour', 'soda', 'cocoa powder', 'caster sugar', 'sugar', 'vanilla essence', 'egg', 'buttermilk', 'milk', 'butter', 'walnut', 'chocolate', 'cream']",3438.2,276.0,877.0,73.0,149.0,471.0,149.0,-
7,raspberry mousse cake,5124,75,24,"['wheat flour', 'wheat flour', 'cornflour', 'egg', 'caster sugar', 'raspberry', 'cheese', 'cream', 'gelatin', 'water', 'sugar']",2960.5,322.0,640.0,45.0,100.0,604.0,79.0,-
8,soft centred chocolate pudding,131330,70,21,"['butter', 'sugar', 'baking chocolate', 'egg', 'caster sugar', 'wheat flour', 'cream']",1075.9,137.0,204.0,15.0,38.0,272.0,28.0,-
9,white chocolate vanilla bean cheesecake ice cream,264448,125,20,"['sugar', 'wheat flour', 'salt', 'milk', 'cream', 'egg', 'cheese', 'vanilla bean', 'chocolate']",2714.2,265.0,1015.0,32.0,78.0,519.0,87.0,-
10,italian chicken pasta toss,108046,35,7,"['spaghetti', 'cheese fantastico salad dress', 'oil', 'tomato', 'chicken meat', 'parmesan cheese']",375.0,25.0,15.0,20.0,46.0,25.0,10.0,['italian']
11,italian pasta salad  vegetarian,248754,20,3,"['rotini pasta', 'gouda cheese', 'head broccoli', 'tomato', 'cheese fantastico salad dress']",681.9,26.0,24.0,23.0,68.0,50.0,32.0,['american']
12,nicole s spaghetti salad,202231,23,2,"['spaghetti', 'tomato', 'ranch dress', 'dress', 'parmesan cheese', 'pepper', 'garlic']",901.9,86.0,39.0,80.0,46.0,61.0,25.0,['american']
13,tomato  and  cheese  sandwich,251750,10,4,"['bread', 'cheese fantastico salad dress', 'tomato', 'cheese']",286.4,15.0,39.0,32.0,21.0,23.0,12.0,['american']
14,turkey eggplant casserole,457671,70,7,"['turkey breast', 'garlic', 'bell pepper', 'eggplant', 'tomato', 'leaf basil', 'breadcrumb', 'parmesan cheese']",154.0,4.0,10.0,15.0,33.0,5.0,5.0,['american']
15,pata de cerdo  canary island style pork roast,36384,190,9,"['garlic', 'sea salt', 'paprika', 'thyme sprigs', 'oregano', 'oil', 'pork sirloin roast', 'baguette', 'salt']",2509.3,218.0,2.0,29.0,553.0,218.0,4.0,['spanish']
16,apple glazed pork roast  oamc,425081,90,13,"['pork sirloin roast', 'salt', 'pepper', 'oil', 'garlic', 'apple cider', 'apple jelly', 'cider vinegar', 'sugar']",2500.0,210.0,75.0,41.0,547.0,214.0,8.0,-
17,capital punishment chili,142192,210,19,"['oregano', 'paprika', 'm.s.g.', 'chili powder', 'cumin powder', 'beef bouillon granule', 'beer', 'water', 'lean chuck', 'ground pork', 'durkee onion', 'garlic', 'oil', 'poblano chile', 'sugar', 'coriander seed', 'sauce', 'tomato sauce', 'harina', 'salt']",6835.0,574.0,171.0,194.0,1315.0,535.0,52.0,-
18,garlic prawn  lemon and feta spaghetti,319471,20,17,"['spaghetti', 'oil', 'durkee onion', 'prawn', 'garlic', 'wine', 'lemon rind', 'lemon juice concentrate', 'parsley sprig', 'feta cheese', 'bread']",3239.1,90.0,15.0,154.0,1047.0,52.0,37.0,-
19,p90x island pork tenderloin,439202,25,5,"['pork tenderloin', 'salt', 'pepper', 'powder', 'cumin', 'cinnamon', 'oil', 'sugar', 'garlic', 'tabasco jalapeno sauce']",2501.1,113.0,53.0,56.0,834.0,120.0,4.0,-
20,asian glazed salmon,127335,45,8,"['sugar', 'soy sauce', 'hoisin sauce', 'ginger', 'pepper flake', 'garlic', 'lime juice concentrate', 'salmon']",363.2,12.0,117.0,66.0,76.0,7.0,11.0,-
21,glazed grilled salmon fillets,141365,25,6,"['salmon', 'garlic', 'soy sauce', 'honey', 'lime juice concentrate']",294.4,8.0,94.0,36.0,70.0,4.0,8.0,-
22,teriyaki grilled salmon,224544,50,7,"['sugar', 'oil', 'soy sauce', 'garlic', 'ginger', 'salmon']",286.7,21.0,54.0,34.0,48.0,9.0,5.0,-
23,teriyaki rice paper salmon  baked,385986,55,11,"['salmon', 'lime juice concentrate', 'rice vinegar', 'soy sauce', 'garlic', 'sugar', 'coriander sprig', 'rice paper sheet']",172.8,6.0,14.0,45.0,54.0,3.0,1.0,-
