,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,asian grilled chicken breasts,163893,15,5,"['oil', 'soy sauce', 'garlic', 'ginger', 'mustard', 'salt', 'pepper', 'chicken breast']",221.9,18.0,0.0,13.0,51.0,9.0,0.0,-
1,baked dijon chicken,116763,35,6,"['chicken breast', 'mustard', 'lemon juice concentrate', 'garlic', 'pepper']",129.2,2.0,0.0,4.0,52.0,1.0,0.0,-
2,broiled soy  garlic  citrus chicken,97804,28,5,"['soy sauce', 'juice', 'lime juice concentrate', 'garlic', 'chicken breast']",290.4,20.0,9.0,115.0,71.0,19.0,1.0,-
3,ginger glazed salmon,51577,30,5,"['salmon', 'vegetable oil cooking spray', 'pineapple preserve', 'lime juice concentrate', 'mustard', 'ginger', 'garlic', 'soy sauce', 'pepper']",330.5,11.0,78.0,11.0,70.0,6.0,9.0,-
4,lemon lime chicken,63170,1460,3,"['chicken breast', 'sugar', 'cider vinegar', 'mustard', 'garlic', 'lemon juice concentrate', 'lime juice concentrate', 'pepper']",211.3,2.0,72.0,7.0,55.0,2.0,6.0,-
5,bacon and balsamic vinaigrette,137040,20,12,"['bacon', 'durkee onion', 'sugar', 'vinegar', 'oil', 'pepper']",160.8,22.0,14.0,7.0,5.0,20.0,1.0,-
6,bok choy with hot bacon sauce,253679,30,6,"['sugar', 'vinegar', 'sauce', 'chili sauce', 'bacon', 'oil', 'bok choy']",181.2,22.0,25.0,17.0,6.0,20.0,2.0,-
7,haricot vert   french green beans  with bacon and onions,153098,20,4,"['french haricots vert', 'bacon', 'durkee onion', 'vinegar', 'sugar']",111.1,11.0,12.0,6.0,6.0,12.0,2.0,-
8,simple green beans,414920,10,5,"['bean', 'durkee onion', 'bacon', 'vinegar', 'sugar', 'pepper']",258.6,24.0,40.0,12.0,16.0,25.0,8.0,-
9,tangy bacon salad dressing,29763,15,3,"['bacon', 'ketchup', 'sugar', 'vinegar', 'oil', 'pepper', 'mustard', 'paprika', 'sauce', 'durkee onion']",294.6,43.0,32.0,9.0,4.0,26.0,2.0,-
10,cinnamon butter cookies,126960,60,14,"['wheat flour', 'baking soda', 'salt', 'sugar', 'sugar', 'butter', 'egg', 'vanilla', 'cinnamon']",1076.2,75.0,351.0,28.0,23.0,150.0,49.0,-
11,favorite sugar cookies,192825,40,11,"['sugar', 'butter', 'vanilla', 'egg', 'milk', 'wheat flour', 'salt', 'baking soda']",1243.6,76.0,401.0,37.0,30.0,152.0,61.0,-
12,oatmeal scotchies,63047,20,9,"['wheat flour', 'baking soda', 'salt', 'cinnamon', 'butter', 'sugar', 'sugar', 'egg', 'vanilla', 'oat', 'butterscotch chip']",1581.7,119.0,542.0,44.0,38.0,255.0,68.0,-
13,pumpkin puff cookies,193138,45,9,"['wheat flour', 'baking soda', 'baking powder', 'cinnamon', 'nutmeg', 'salt', 'butter', 'sugar', 'sugar pumpkin', 'egg', 'vanilla', 'sugar', 'milk']",1457.5,58.0,727.0,58.0,29.0,115.0,89.0,-
14,soft and chewy snickerdoodle cookies,384652,75,12,"['butter', 'shortening', 'egg', 'wheat flour', 'sugar', 'tartar', 'baking soda', 'salt', 'sugar', 'cinnamon']",1145.0,81.0,326.0,32.0,29.0,111.0,51.0,-
15,big ol  mess  smoked sausage in spicy sweet sauce,174747,60,9,"['sausage', 'jalapeno pepper', 'bell pepper', 'durkee onion', 'tabasco jalapeno sauce', 'sauce']",426.9,50.0,44.0,53.0,31.0,53.0,5.0,['american']
16,championship hot dogs,128888,35,7,"['bacon', 'beer', 'dog', 'dog bun', 'mustard', 'durkee onion', 'bell pepper']",407.8,39.0,21.0,45.0,25.0,45.0,9.0,['american']
17,sausage and peppers in the oven,127142,65,6,"['sausage', 'sausage', 'bell pepper', 'durkee onion', 'garlic', 'pepper', 'oil']",623.9,76.0,20.0,54.0,62.0,82.0,4.0,"['american', 'italian']"
18,sausage and peppers rustica with bread,466442,25,10,"['sausage', 'seasoning salt', 'bell pepper', 'durkee onion', 'garlic', 'oil', 'habanero sauce', 'bread']",439.5,53.0,12.0,57.0,44.0,57.0,3.0,['american']
19,sheboygan brats n vidalia onion,23080,40,5,"['sausage', 'durkee onion', 'mustard', 'dog bun', 'beer', 'champignon mushroom']",501.0,45.0,19.0,50.0,43.0,46.0,10.0,['american']
20,hot cherry pepper mayonnaise,515743,5,2,"['cherry pepper', 'brine', 'mayonnaise', 'pepper']",521.1,61.0,61.0,35.0,7.0,29.0,14.0,-
21,japanese shrimp dipping sauce,256519,5,2,"['mayonnaise', 'ketchup', 'pepper', 'garlic', 'pepper']",958.8,120.0,87.0,83.0,6.0,57.0,22.0,-
22,lemon mustard sauce,178841,40,3,"['mayonnaise', 'lemon juice concentrate', 'mustard', 'pepper']",946.4,121.0,68.0,78.0,6.0,57.0,21.0,-
23,toum  lebanese garlic sauce,460509,10,8,"['garlic', 'vegetable oil', 'mayonnaise', 'lemon juice concentrate', 'pepper']",1235.5,190.0,18.0,13.0,8.0,81.0,11.0,-
24,zaxby s chicken fingers dipping sauce,302553,125,7,"['mayonnaise', 'ketchup', 'garlic', 'sauce', 'pepper']",1051.1,121.0,170.0,126.0,9.0,58.0,30.0,-
25,drunken blueberries  blueberry martinis,179982,60,10,"['sugar', 'vodka', 'blueberry']",1222.7,0.0,599.0,0.0,0.0,0.0,49.0,-
26,lemon vodka,471040,25,9,"['sugar', 'vodka']",482.1,0.0,99.0,0.0,0.0,0.0,8.0,-
27,pink torpedoes,367927,4330,6,"['vodka', 'strawberry', 'sugar', 'limoncello', 'wine', 'sugar cube']",739.6,0.0,51.0,1.0,2.0,0.0,9.0,-
28,roasted garlic and white wine jelly,183099,35,8,"['wine', 'garlic', 'sugar', 'certo']",689.6,0.0,603.0,0.0,1.0,0.0,51.0,-
29,simple brandy,193914,129610,8,"['sugar', 'vodka', 'crabapple']",209.4,0.0,92.0,0.0,0.0,0.0,12.0,-
30,chicken and pumpkin curried soup,397638,150,13,"['sugar pumpkin', 'coconut milk powder', 'chicken broth', 'chicken meat', 'butter', 'curry powder', 'jalapeno pepper', 'bell pepper', 'durkee onion', 'garlic', 'ginger', 'nutmeg']",207.9,22.0,12.0,8.0,22.0,38.0,3.0,-
31,coconut thai curry chicken,148058,30,23,"['coconut milk powder', 'curry paste', 'curry powder', 'ginger', 'garlic', 'pepper', 'salt', 'pepper', 'chicken breast halve', 'peanut butter', 'bell pepper', 'water chestnut', 'durkee onion', 'durkee onion', 'ground cilantro', 'fettuccine', 'vegetable oil cooking spray', 'lime']",416.8,11.0,19.0,31.0,68.0,8.0,17.0,-
32,crock pot curry chicken with coconut and peanuts,37033,435,12,"['chicken meat', 'durkee onion', 'garlic', 'peanut butter', 'vegetable bouillon cube', 'curry powder', 'ginger', 'peanut butter', 'ground cilantro', 'wine', 'water', 'salt', 'pepper', 'coconut milk powder', 'cornstarch']",360.4,30.0,8.0,9.0,71.0,44.0,2.0,-
33,curry chicken with coconut and peanuts,37139,60,11,"['chicken meat', 'durkee onion', 'garlic', 'peanut butter', 'vegetable bouillon cube', 'curry powder', 'ginger', 'peanut butter', 'ground cilantro', 'wine', 'water', 'salt', 'pepper', 'coconut milk powder', 'cornstarch']",370.4,30.0,8.0,9.0,71.0,44.0,2.0,-
34,pork and green bean stir fry with peanuts,143793,31,22,"['pork tenderloin', 'soy sauce', 'cornstarch', 'honey', 'garlic', 'pepper flake', 'bean', 'baby carrot', 'peanut butter', 'bell pepper', 'ginger', 'durkee onion', 'peanut butter']",494.4,54.0,48.0,62.0,37.0,25.0,11.0,-
35,gala pecan spread,64191,40,10,"['cheese', 'milk', 'garlic salt', 'beef', 'pepper', 'pepper', 'cream', 'durkee onion', 'pistachio', 'butter']",1763.0,258.0,25.0,120.0,99.0,420.0,8.0,-
36,olive garden garlic alfredo sauce,52892,28,7,"['butter', 'cheese', 'cream', 'garlic', 'pepper', 'parmesan cheese']",2852.9,457.0,8.0,87.0,77.0,925.0,6.0,-
37,onion swiss pie,37456,45,9,"['bacon', 'durkee onion', 'cheese', 'cream', 'egg', 'pepper', 'cheddar cheese', 'club cracker', 'butter']",2750.5,347.0,82.0,111.0,233.0,632.0,22.0,-
38,penne with prosciutto  sun dried tomatoes   cream,40101,25,7,"['butter', 'durkee onion', 'prosciutto', 'oil', 'cream', 'pepper', 'pepper flake', 'parmesan cheese']",1800.0,286.0,11.0,30.0,39.0,575.0,7.0,-
39,tuscan tomato soup,164752,40,9,"['oil', 'durkee onion', 'tomato', 'chicken stock', 'cream', 'basil pesto', 'pepper']",2231.2,281.0,182.0,37.0,80.0,450.0,45.0,-
40,bisquick fruit cobbler,216192,30,11,"['fruit', 'cornstarch', 'water', 'bisquick baking mix', 'milk', 'butter', 'sugar']",427.2,34.0,55.0,31.0,12.0,52.0,16.0,-
41,blueberry french toast casserole,139066,80,18,"['bread', 'cheese', 'blueberry', 'egg', 'milk', 'maple syrup', 'cinnamon', 'sugar', 'cornstarch', 'water', 'butter']",841.7,64.0,236.0,29.0,47.0,105.0,31.0,-
42,blueberry glazed pie,31599,37,16,"['bisquick baking mix', 'butter', 'water', 'blueberry', 'water', 'sugar', 'cornstarch']",377.8,17.0,200.0,12.0,5.0,28.0,23.0,-
43,blueberry streusel cobbler,87229,100,16,"['blueberry', 'milk', 'lemon', 'rind', 'butter', 'biscuit mix', 'sugar', 'nut', 'ice cream', 'sugar', 'cornstarch', 'cinnamon', 'nutmeg', 'water']",634.6,52.0,214.0,26.0,18.0,87.0,25.0,-
44,royal purple blueberry pie,535781,100,24,"['blueberry', 'sugar', 'cornstarch', 'water', 'lemon zest', 'cinnamon', 'nutmeg', 'butter', 'egg', 'pie crust', 'wheat flour']",603.3,53.0,135.0,12.0,12.0,107.0,23.0,-
45,a jad   cucumber pickle,46,25,5,"['rice vinegar', 'thangkwa', 'hom daeng', 'nam som paep', 'haeo', 'prik chi fa daeng']",4.3,0.0,0.0,0.0,0.0,0.0,0.0,['thai']
46,fiesta rice,224392,10,5,"['chicken broth', 'water', 'chili salsa', 'minute rice']",201.2,1.0,4.0,18.0,11.0,1.0,13.0,-
47,perfect basic rice,175661,20,7,"['minute rice', 'chicken broth', 'butter']",196.4,2.0,1.0,16.0,11.0,4.0,12.0,-
48,southwestern rice,169472,20,5,"['chicken broth', 'cumin', 'minute rice', 'salt', 'durkee onion']",148.4,1.0,1.0,4.0,9.0,1.0,9.0,-
49,the easiest spanish rice,218360,20,5,"['vegetable oil', 'minute rice', 'chili salsa', 'chicken broth']",129.5,3.0,8.0,26.0,8.0,2.0,7.0,-
50,mystery pudding,386043,65,4,"['wheat flour', 'baking soda', 'sugar', 'salt', 'sugar', 'egg', 'fruit', 'nut']",267.2,7.0,156.0,18.0,7.0,4.0,17.0,-
51,pantry shortage pancakes for 5,350947,23,8,"['wheat flour', 'baking powder', 'baking soda', 'sugar', 'salt', 'vegetable oil', 'egg', 'cream', 'milk']",222.3,19.0,4.0,16.0,10.0,23.0,7.0,-
52,pumpkin sour cream waffles,349267,45,11,"['wheat flour', 'baking powder', 'baking soda', 'apple pie spice', 'salt', 'egg', 'vegetable oil', 'sugar', 'buttermilk', 'cream', 'pumpkin puree']",360.7,34.0,41.0,20.0,15.0,30.0,10.0,-
53,soft sugar cookies,90885,18,7,"['butter', 'sugar', 'egg', 'cream', 'baking soda', 'salt', 'wheat flour']",112.8,9.0,22.0,4.0,2.0,18.0,4.0,-
54,sweet potato doughnuts,229059,35,13,"['wheat flour', 'sugar', 'baking powder', 'baking soda', 'cinnamon', 'salt', 'egg', 'cream', 'potato', 'vegetable oil']",163.1,4.0,44.0,5.0,6.0,8.0,10.0,-
55,paprika chicken with rice,303074,75,12,"['chicken breast', 'durkee onion', 'pepper', 'paprika', 'chicken stock', 'wheat flour', 'oil', 'water']",182.7,8.0,11.0,3.0,48.0,4.0,2.0,['australian']
56,audrey s oriental chicken,8332,35,8,"['sugar', 'vinegar', 'pineapple chunk', 'durkee onion', 'chicken breast', 'cornstarch', 'soy sauce', 'pepper', 'oil']",315.2,15.0,125.0,12.0,33.0,12.0,13.0,-
57,braised coriander chicken,3102,60,7,"['oil', 'durkee onion', 'garlic', 'chicken breast', 'soy sauce', 'cumin powder', 'sugar', 'pepper', 'water']",354.3,30.0,32.0,35.0,63.0,23.0,3.0,-
58,jenn s sesame chicken,347506,30,10,"['oil', 'wheat flour', 'pepper', 'chicken breast', 'soy sauce', 'sugar', 'sesame oil', 'sesame seed']",605.8,50.0,102.0,87.0,74.0,32.0,13.0,-
59,onion sauce chicken,236627,80,14,"['durkee onion', 'chicken breast', 'wheat flour', 'salt', 'pepper', 'oil', 'chicken stock', 'pepper', 'thyme']",240.4,21.0,6.0,28.0,34.0,15.0,3.0,-
60,57 sauce with honey  for cocktail franks,111559,125,3,"['steak sauce', 'honey', 'cocktail frank']",309.7,31.0,97.0,30.0,18.0,42.0,8.0,-
61,cheesecake for breakfast,359190,1,4,"['nonfat strawberry yogurt', 'honey']",137.0,0.0,120.0,4.0,13.0,1.0,10.0,-
62,iced soy vanilla chai latte,434996,10,4,"['vanilla soymilk', 'chai tea', 'honey']",31.9,0.0,34.0,0.0,0.0,0.0,2.0,-
63,relaxing honey bath,100746,1,5,"['honey', 'lavender oil']",172.4,0.0,186.0,0.0,0.0,0.0,15.0,-
64,sweet and sticky cocktail sausages,203904,50,5,"['cocktail frank', 'honey', 'hoisin sauce', 'sesame seed']",338.0,41.0,36.0,46.0,25.0,56.0,3.0,-
65,a very simple sweet potato  or yam,196210,15,8,"['yam', 'honey', 'butter', 'pepper']",212.6,6.0,25.0,1.0,4.0,12.0,14.0,-
66,dessert sauce for fruit,305860,10,4,"['honey', 'vinegar', 'pepper']",75.0,0.0,76.0,0.0,0.0,0.0,6.0,-
67,herb butter for steak chicken chops or veggies,97761,5,6,"['butter', 'sage', 'pepper', 'vinegar']",104.6,17.0,0.0,4.0,0.0,36.0,0.0,-
68,roasted onions with honey and balsamic vinegar,470343,60,6,"['butter', 'vinegar', 'honey', 'thyme sprigs', 'durkee onion', 'pepper']",336.1,26.0,165.0,6.0,3.0,54.0,15.0,-
69,spinach with balsamic vinegar,105235,10,5,"['spinach', 'butter', 'vinegar', 'pepper']",67.3,3.0,5.0,8.0,13.0,5.0,2.0,-
70,chocolate brownie,236776,50,6,"['butter', 'wheat flour', 'caster sugar', 'egg', 'cocoa powder', 'walnut', 'baking powder', 'salt', 'vanilla essence']",1852.0,186.0,544.0,34.0,55.0,257.0,60.0,-
71,chocolate foundant puddings,311561,44,9,"['caster sugar', 'butter', 'chocolate', 'jumbo egg', 'egg', 'wheat flour', 'cinnamon', 'salt', 'cream']",685.2,100.0,53.0,15.0,25.0,194.0,9.0,-
72,decadent chocolate brownies,71854,55,9,"['butter', 'chocolate', 'caster sugar', 'wheat flour', 'walnut', 'egg']",580.6,72.0,94.0,1.0,21.0,94.0,14.0,-
73,hot chocolate puddings,84241,35,12,"['chocolate', 'butter', 'caster sugar', 'egg', 'chocolate hazelnut spread']",599.4,75.0,123.0,6.0,25.0,140.0,16.0,-
74,jamie oliver s two nuts chocolate torte,277695,75,14,"['almond', 'walnut', 'chocolate', 'cocoa powder', 'butter', 'caster sugar', 'egg', 'salt']",798.7,116.0,58.0,13.0,36.0,167.0,10.0,-
75,the queen of hearts   valentine s jam tarts,349170,57,16,"['wheat flour', 'butter', 'water', 'wheat flour', 'strawberry jam', 'caster sugar']",273.1,24.0,0.0,5.0,8.0,48.0,9.0,['scottish']
76,baked jam rolls,424793,45,12,"['wheat flour', 'suet', 'water', 'strawberry jam']",414.0,33.0,48.0,23.0,9.0,59.0,16.0,-
77,butterscotch dumplings,493839,50,11,"['wheat flour', 'butter', 'water', 'syrup', 'sugar']",382.0,22.0,142.0,6.0,5.0,46.0,20.0,-
78,jam roly poly,112739,55,14,"['wheat flour', 'butter', 'caster sugar', 'milk', 'water', 'strawberry jam']",633.2,40.0,129.0,8.0,14.0,82.0,30.0,-
79,jam tarts,416658,33,11,"['butter', 'wheat flour', 'caster sugar', 'water', 'strawberry jam']",247.4,18.0,6.0,4.0,8.0,37.0,10.0,-
