,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,chipotle lime marinated grilled pork chops or tenderloin,324162,20,5,"['pork loin chop', 'adobo', 'oregano', 'garlic', 'oil', 'lime juice concentrate', 'ground cilantro', 'salt']",470.5,48.0,2.0,16.0,83.0,39.0,1.0,-
1,cuban style pork chops,356069,22,13,"['juice', 'lime juice concentrate', 'oregano leaves', 'garlic', 'cumin', 'canola oil', 'pork loin chop', 'pepper', 'cheese', 'ham', 'baby dill pickle', 'ground cilantro', 'oil']",942.0,100.0,23.0,49.0,141.0,101.0,6.0,-
2,mojo pork,116050,28,10,"['pork tenderloin', 'juice', 'lime juice concentrate', 'rind', 'apple peel', 'durkee onion', 'ground cilantro', 'garlic', 'oregano', 'cumin', 'oil', 'pepper']",584.4,55.0,20.0,5.0,106.0,33.0,3.0,-
3,pan to oven pork chops with garlic,223326,30,13,"['garlic', 'oil', 'pork loin chop', 'wine']",285.9,25.0,1.0,2.0,46.0,26.0,1.0,-
4,steamed clams in wine and chorizo,338557,30,4,"['durkee onion', 'bell pepper', 'garlic', 'cumin', 'salt', 'oil', 'wine', 'clam', 'ground cilantro']",581.1,28.0,12.0,23.0,119.0,11.0,8.0,-
5,baked feta and tomato polenta  make ahead casserole,211396,60,24,"['oil', 'garlic', 'durkee onion', 'tomato', 'pepper', 'leaf basil', 'butter', 'chicken broth', 'cornmeal', 'water', 'salt', 'parmesan cheese', 'skim mozzarella cheese', 'feta cheese']",345.6,23.0,28.0,41.0,30.0,39.0,12.0,-
6,baked rigatoni cake,217336,110,27,"['salt', 'rotini pasta', 'oil', 'ground beef', 'garlic', 'pepper', 'tomato', 'butter', 'parmesan cheese', 'mozzarella cheese']",435.6,24.0,21.0,24.0,41.0,35.0,17.0,-
7,buttery polenta with parmesan  olive oil fried eggs  and garlick,438570,25,19,"['water', 'polenta', 'salt', 'butter', 'pepper', 'parmesan cheese', 'watercress leaf', 'oil', 'garlic', 'pepper flake', 'egg']",519.4,45.0,11.0,46.0,45.0,48.0,14.0,-
8,polenta with garlicky greens,87369,50,23,"['watercress leaf', 'oil', 'garlic', 'pepper flake', 'salt', 'raisin', 'cornmeal', 'milk', 'parmesan cheese', 'pine nut']",365.9,18.0,31.0,52.0,25.0,20.0,18.0,-
9,swiss chard and ricotta cornmeal crust pizza,458064,40,44,"['watercress leaf', 'bacon', 'garlic', 'pepper', 'ricotta cheese', 'parmesan cheese', 'mozzarella cheese', 'pepper flake', 'pizza dough', 'yeast', 'water', 'purpose flour', 'oil', 'milk', 'salt', 'cornmeal']",287.8,18.0,2.0,18.0,22.0,21.0,11.0,-
