,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,tibetan momo  a dim sum dumpling from tibet,238992,35,30,"['durkee onion', 'yak meat', 'ginger', 'soy sauce', 'garlic', 'salt', 'wheat flour', 'oil']",485.8,2.0,11.0,21.0,29.0,1.0,33.0,['chinese']
1,easy chicken stir fry and baked spring rolls,349726,40,29,"['chicken breast', 'oil', 'soy sauce', 'garlic', 'pepper flake', 'leaf basil', 'baby carrot', 'pepper', 'celery seed', 'bean sprout', 'durkee onion', 'pea', 'salt', 'pepper', 'cornstarch', 'water', 'chili sauce', 'phyllo pastry sheet', 'vegetable oil cooking spray']",349.6,13.0,33.0,44.0,21.0,9.0,19.0,-
2,pineapple   hot pepper chicken stir fry,292282,30,26,"['pineapple chunk', 'cornstarch', 'soy sauce', 'chicken breast halve', 'canola oil', 'garlic', 'durkee onion', 'jalapeno chily']",242.6,12.0,88.0,23.0,32.0,3.0,9.0,-
3,stove top smoker whole garlic bulbs,293602,65,31,"['garlic', 'wood chip', 'oil', 'salt', 'pepper']",44.7,0.0,1.0,0.0,3.0,0.0,3.0,-
4,vietnamese beef stir fried with cauliflower,243881,40,28,"['pepper', 'sugar', 'cornstarch', 'soy sauce', 'seafood cocktail sauce', 'flank steak', 'head cauliflower', 'oil', 'durkee onion', 'garlic', 'salt']",353.5,35.0,17.0,27.0,53.0,29.0,3.0,-
5,frozen watermelon margarita,38932,15,1,"['watermelon', 'lime juice concentrate', 'tequila', 'amaretto liqueur', 'ice']",31.6,0.0,24.0,0.0,1.0,0.0,2.0,-
6,hpno rita,327109,5,3,"['hpnotiq liqueur', 'tequila', 'lime juice concentrate']",0.1,0.0,0.0,0.0,0.0,0.0,0.0,-
7,hpnotiq margarita,382875,2,2,"['hpnotiq liqueur', 'sec', 'tequila', 'lime juice concentrate', 'mix']",10.6,0.0,2.0,0.0,0.0,0.0,1.0,-
8,pink cadillac,328203,1,2,"['tequila', 'amaretto liqueur', 'mix', 'cranberry', 'ice cube']",8.1,0.0,7.0,0.0,0.0,0.0,0.0,-
9,tsr version of chili s margarita presidente by todd wilbur,174385,5,4,"['tequila', 'amaretto liqueur', 'brandy', 'cocktail mix', 'lime juice concentrate']",42.8,0.0,0.0,0.0,0.0,0.0,0.0,-
10,bbq cheddar chicken roll ups,373987,35,8,"['bell pepper', 'bell pepper', 'durkee onion', 'chicken breast', 'barbecue sauce', 'flour tortilla', 'cheddar cheese']",288.9,17.0,21.0,17.0,69.0,32.0,3.0,['american']
11,campbell s monterey chicken fajitas,19490,30,13,"['vegetable oil', 'chicken breast', 'pepper', 'mushroom soup', 'chili salsa', 'durkee onion', 'flour tortilla', 'jack cheese']",780.3,58.0,17.0,60.0,83.0,61.0,22.0,"['american', 'mexican']"
12,chicken quesadillas,35371,35,11,"['chicken breast', 'taco seasoning', 'vegetable oil', 'pepper', 'pepper', 'durkee onion', 'flour tortilla', 'cheddar cheese', 'jack cheese']",477.0,34.0,14.0,31.0,56.0,55.0,13.0,['mexican']
13,jeff probst s oscar s delight,313304,26,8,"['chicken breast halve', 'durkee onion', 'lemon juice concentrate', 'vegetable oil', 'honey', 'soy sauce']",237.4,12.0,39.0,13.0,56.0,6.0,4.0,['american']
14,rotel enchiladas con pollo  chicken enchiladas,226874,60,16,"['durkee onion', 'oil', 'taco seasoning', 'rotel tomato', 'chicken breast halve', 'cheddar cheese', 'corn tortilla', 'vegetable oil', 'chicken bouillon cube', 'milk', 'jack cheese', 'cream', 'jalapeno pepper']",581.4,62.0,5.0,39.0,59.0,87.0,8.0,['american']
15,cheesy tater tot casserole,504231,80,9,"['ground beef', 'chicken soup', 'milk', 'cream', 'tater tot', 'cheese', 'durkee onion']",1342.1,138.0,12.0,108.0,98.0,197.0,28.0,-
16,easy crawfish bisque,446770,60,7,"['durkee onion', 'garlic', 'bell pepper', 'celery soup', 'onion soup mix', 'chicken soup', 'milk', 'cheese', 'corn', 'crawfish tail', 'seasoning salt']",928.0,68.0,72.0,100.0,117.0,118.0,26.0,-
17,food processor shrimp dip,397447,10,6,"['durkee onion', 'cheese', 'shrimp', 'mayonnaise', 'milk', 'sauce', 'habanero sauce']",1322.0,130.0,88.0,103.0,131.0,72.0,25.0,-
18,golden baked onions,113243,45,10,"['durkee onion', 'butter', 'chicken soup', 'milk', 'pepper', 'cheese', 'bread']",916.1,72.0,53.0,56.0,77.0,139.0,28.0,-
19,hash brown and mince dinner,464880,280,6,"['hash brown', 'beef', 'durkee onion', 'vegetable', 'chicken soup', 'milk', 'cheese']",663.3,58.0,25.0,65.0,56.0,76.0,17.0,-
20,barley and tuna salad with lemon and dill,180375,140,4,"['barley', 'celery seed', 'tomato', 'cucumber', 'durkee onion', 'water', 'lemon juice concentrate', 'baby dill pickle', 'oil', 'salt', 'pepper']",178.5,7.0,6.0,13.0,27.0,4.0,6.0,-
21,homemade tomato juice,40489,55,8,"['tomato', 'water', 'durkee onion', 'celery seed', 'leaf parsley', 'leaf', 'salt', 'paprika', 'sugar']",153.1,2.0,87.0,63.0,14.0,1.0,11.0,-
22,orange soup  plaza iii steak soup adaptation,291549,120,9,"['butter', 'oil', 'water', 'ground beef', 'durkee onion', 'baby carrot', 'celery seed', 'vegetable', 'tomato', 'spike seasoning', 'salt', 'pepper']",281.8,28.0,17.0,5.0,29.0,34.0,5.0,-
23,slow cooker stewed tomatoes,179800,500,9,"['tomato', 'butter', 'durkee onion', 'celery seed', 'pepper', 'sugar', 'salt', 'pepper', 'thyme sprigs', 'leaf']",117.2,6.0,57.0,18.0,5.0,12.0,6.0,-
24,tomato refresher salad,87188,260,3,"['pepper', 'celery seed', 'durkee onion', 'salt', 'pepper', 'vinegar', 'sugar', 'water', 'tomato']",54.4,0.0,39.0,18.0,2.0,0.0,4.0,-
25,corn flake squares,212855,20,4,"['corn flake', 'marshmallow', 'protein cereal', 'vanilla extract', 'margarine', 'coconut']",142.1,7.0,47.0,6.0,2.0,17.0,8.0,-
26,low fat chocolate oatmeal cookies,80920,18,4,"['margarine', 'splenda sugar substitute', 'cocoa', 'milk', 'vanilla extract', 'peanut butter', 'oatmeal']",78.7,5.0,18.0,1.0,5.0,3.0,3.0,-
27,quick and easy coconut macaroons,28319,10,7,"['coconut', 'milk', 'vanilla extract', 'almond extract']",135.2,10.0,65.0,2.0,3.0,28.0,5.0,-
28,rafaelo,217583,60,5,"['milk', 'sugar', 'margarine', 'milk', 'coconut']",209.5,14.0,114.0,3.0,5.0,24.0,9.0,-
29,sweetened condensed milk coconut cookies candy,34402,25,6,"['milk', 'coconut', 'vanilla extract', 'salt']",95.9,7.0,49.0,2.0,2.0,18.0,4.0,-
30,chicken spaghetti  with cheesy cream sauce,84511,75,10,"['hen', 'spaghetti noodle', 'durkee onion', 'pepper', 'champignon mushroom', 'pepper', 'butter', 'wheat flour', 'milk', 'cheese', 'cheese', 'salt']",3520.6,340.0,23.0,141.0,429.0,467.0,52.0,-
31,crazy crust pizza,29002,35,10,"['wheat flour', 'salt', 'oregano', 'pepper', 'egg', 'milk', 'ground beef', 'durkee onion', 'champignon mushroom', 'pizza sauce', 'mozzarella cheese']",1291.6,107.0,25.0,103.0,173.0,162.0,24.0,-
32,hrudka  easter cheese,85817,35,7,"['egg', 'milk', 'pepper', 'salt', 'vanilla']",1804.9,177.0,25.0,90.0,265.0,235.0,17.0,-
33,impossible seafood quiche,64190,50,7,"['shrimp', 'crabmeat', 'cheddar cheese', 'cheese', 'durkee onion', 'garlic', 'milk', 'bisquick baking mix', 'egg', 'salt', 'nutmeg']",2505.1,240.0,68.0,288.0,323.0,419.0,36.0,-
