,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,easy italian bread,244474,190,14,"['water', 'sugar', 'salt', 'oil', 'wheat bread flour', 'yeast']",139.1,4.0,3.0,8.0,7.0,1.0,8.0,['italian']
1,focaccia gift mix,132365,73,19,"['yeast', 'sugar', 'pepper flake', 'rosemary sprigs', 'wheat bread flour', 'salt', 'water', 'oil', 'pesto sauce']",206.1,14.0,8.0,8.0,7.0,6.0,8.0,['italian']
2,marielisa s pizza dough,190873,180,22,"['water', 'yeast', 'salt', 'oil', 'wheat bread flour']",172.5,4.0,0.0,24.0,8.0,1.0,10.0,['italian']
3,pizza dough and bonus focaccia bread,72270,80,17,"['water', 'yeast', 'sugar', 'wheat bread flour', 'salt', 'oil']",138.8,4.0,1.0,6.0,6.0,2.0,8.0,['italian']
4,quick and easy pizza crust,443456,30,13,"['yeast', 'sugar', 'water', 'wheat bread flour', 'oil', 'salt']",176.9,5.0,2.0,12.0,8.0,2.0,10.0,['italian']
5,crock pot   style loaded baked potato soup,301754,315,5,"['russet potato', 'durkee onion', 'chicken broth', 'garlic', 'butter', 'salt', 'pepper', 'cream', 'cheddar cheese', 'chive', 'cream', 'bacon', 'cheese']",478.7,49.0,12.0,73.0,26.0,92.0,11.0,-
6,easy cheesy potato soup,248964,35,17,"['russet potato', 'chicken broth', 'butter', 'durkee onion', 'wheat flour', 'celery seed', 'paprika', 'half', 'cheese', 'salt', 'pepper']",383.1,27.0,25.0,38.0,33.0,54.0,13.0,-
7,loaded baked potato soup for crockpot,466900,135,6,"['russet potato', 'durkee onion', 'chicken broth', 'garlic', 'butter', 'salt', 'pepper', 'cream', 'cheddar cheese', 'chive', 'cream', 'bacon', 'cheese']",478.7,49.0,12.0,73.0,26.0,92.0,11.0,-
8,super stuffed baked potatoes,337166,60,18,"['russet potato', 'butter', 'salt', 'boursin cheese', 'half', 'garlic', 'chive', 'pepper']",436.7,21.0,12.0,13.0,17.0,44.0,23.0,-
9,ww potato gratin 5 points,272799,80,15,"['garlic', 'vegetable oil cooking spray', 'durkee onion', 'russet potato', 'salt', 'pepper', 'cheddar cheese', 'cheese', 'chicken broth', 'skim milk']",254.7,10.0,29.0,13.0,25.0,21.0,12.0,-
10,quick and easy tom kha gai,371604,40,13,"['vegetable oil', 'garlic', 'curry paste', 'kaffir lime leave', 'galangal root', 'lemongrass', 'chicken broth', 'chicken breast', 'cornstarch', 'coconut milk powder', 'straw mushroom', 'seafood cocktail sauce', 'lime juice concentrate', 'ground cilantro']",539.3,42.0,167.0,64.0,48.0,77.0,17.0,['thai']
11,surin s coconut soup,351961,45,12,"['canola oil', 'lemongrass', 'ginger', 'garlic', 'curry paste', 'chicken stock', 'seafood cocktail sauce', 'sugar', 'coconut milk powder', 'chicken breast', 'straw mushroom', 'lime juice concentrate', 'salt', 'ground cilantro', 'scallion']",355.0,40.0,19.0,44.0,36.0,98.0,4.0,['thai']
12,thai chicken soup with coconut  tom ka,61789,25,5,"['chicken stock', 'kaffir lime leave', 'lemongrass', 'galangal', 'seafood cocktail sauce', 'lime juice concentrate', 'chicken breast', 'coconut milk powder', 'chili pepper', 'cilantro leave']",348.0,37.0,21.0,133.0,42.0,82.0,4.0,['thai']
13,thai coconut soup,290395,22,13,"['shrimp', 'coconut milk powder', 'water', 'galangal', 'lemongrass', 'kaffir lime leave', 'shiitake mushroom', 'lime juice concentrate', 'seafood cocktail sauce', 'sugar', 'curry powder', 'durkee onion', 'durkee onion', 'pepper flake']",559.1,65.0,67.0,71.0,45.0,181.0,9.0,['thai']
14,thai hot and sour soup,503308,25,11,"['chicken stock', 'paste', 'garlic', 'lemongrass', 'kaffir lime leave', 'chicken breast halve', 'champignon mushroom', 'seafood cocktail sauce', 'lime juice concentrate', 'chili pepper', 'coriander sprig', 'leaf basil']",91.4,5.0,9.0,17.0,17.0,5.0,1.0,['thai']
15,roasted gourmet vegetables,220820,140,7,"['summer squash', 'zucchini', 'champignon mushroom', 'bell pepper', 'baby carrot', 'durkee onion', 'potato', 'oil', 'seasoning mix']",283.9,17.0,43.0,3.0,13.0,8.0,13.0,['american']
16,grilled veggie sandwich,228016,50,10,"['mayonnaise', 'garlic', 'lemon juice concentrate', 'oil', 'bell pepper', 'zucchini', 'durkee onion', 'summer squash', 'feta cheese', 'focaccia bread']",252.7,30.0,27.0,22.0,14.0,36.0,4.0,-
17,roman roasted vegetables,328884,45,11,"['potato', 'bell pepper', 'bell pepper', 'durkee onion', 'oil', 'vinegar', 'garlic', 'salt']",154.9,8.0,13.0,0.0,6.0,3.0,8.0,-
18,sweet and sour summer vegetables,58174,20,7,"['zucchini', 'summer squash', 'bell pepper', 'durkee onion', 'wine vinegar', 'sugar', 'oil', 'salt', 'garlic']",178.5,14.0,83.0,8.0,3.0,6.0,7.0,-
