,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,eggplant and green peppers sauteed with miso,41391,27,8,"['eggplant', 'pepper', 'sesame oil', 'miso', 'sugar', 'mirin', 'sake', 'dashi']",339.3,24.0,88.0,18.0,17.0,11.0,16.0,['japanese']
1,green beans in spicy miso sauce,115998,20,7,"['sesame oil', 'sesame oil', 'durkee onion', 'bean', 'miso', 'water', 'garlic', 'maple syrup', 'mirin', 'cornstarch']",88.8,2.0,21.0,1.0,4.0,1.0,5.0,"['american', 'japanese']"
2,japanese grilled eggplant   aubergine   yaki nasu,28359,30,12,"['eggplant', 'flake', 'dashi', 'soy sauce', 'mirin', 'soy sauce', 'ginger']",44.1,0.0,12.0,53.0,7.0,0.0,2.0,['japanese']
3,miso eggplant,359711,15,8,"['eggplant', 'sesame oil', 'water', 'mirin', 'miso', 'soy sauce', 'sugar', 'cornstarch']",82.6,5.0,35.0,3.0,2.0,2.0,4.0,['japanese']
4,roasted miso eggplant,501368,15,6,"['mirin', 'rice vinegar', 'miso', 'ginger', 'sesame oil', 'honey', 'lime juice concentrate', 'garlic', 'eggplant', 'oil']",130.9,11.0,28.0,16.0,5.0,5.0,4.0,['japanese']
5,kittencal s best chicken stock broth  crock pot option,118258,1680,16,"['chicken thigh', 'durkee onion', 'baby carrot', 'celery rib', 'peppercorn', 'garlic', 'salt', 'water']",222.1,21.0,7.0,51.0,35.0,19.0,1.0,-
6,kittencal s homemade deep rich turkey stock broth,139755,200,11,"['turkey carcass', 'durkee onion', 'celery rib', 'baby carrot', 'water', 'garlic', 'peppercorn', 'leaf', 'salt']",17.0,0.0,5.0,0.0,1.0,0.0,1.0,-
7,kittencal s homemade pork stock,313900,260,16,"['pork baby back rib', 'tomato paste', 'water', 'peppercorn', 'durkee onion', 'baby carrot', 'celery rib', 'garlic', 'salt']",44.6,3.0,7.0,22.0,4.0,3.0,1.0,-
8,poached chicken   for chicken salads,282484,22,6,"['chicken breast', 'baby carrot', 'durkee onion', 'celery rib', 'water']",276.3,20.0,11.0,5.0,61.0,19.0,2.0,-
9,pressure cooker chicken stock,71349,50,6,"['chicken part', 'chicken foot', 'baby carrot', 'celery rib', 'durkee onion', 'peppercorn', 'water']",358.2,30.0,7.0,6.0,78.0,27.0,1.0,-
10,asparagi alla parmigiana  italian asparagus gratin,455952,35,11,"['asparagus', 'butter', 'parmesan cheese', 'pepper']",180.2,19.0,12.0,12.0,20.0,38.0,3.0,-
11,asparagus soup in seconds,191270,10,5,"['asparagus', 'chicken broth', 'cream', 'butter', 'pepper', 'parmesan cheese']",125.5,12.0,11.0,54.0,17.0,21.0,2.0,-
12,awesome asparagus,85492,11,4,"['asparagus', 'oil', 'butter', 'salt', 'pepper', 'parmesan cheese']",72.0,6.0,6.0,11.0,10.0,9.0,1.0,-
13,broccoli parmesan,330764,20,6,"['broccoli spear', 'chicken broth', 'durkee onion', 'garlic', 'butter', 'pepper', 'parmesan cheese']",88.5,5.0,10.0,5.0,12.0,9.0,3.0,-
14,orzo with parmesan and basil,79431,30,5,"['butter', 'orzo pasta', 'chicken broth', 'parmesan cheese', 'leaf basil', 'pepper']",278.9,16.0,6.0,24.0,25.0,30.0,10.0,-
15,bulgogi meat,300074,25,2,"['chicken breast', 'soy sauce', 'sugar', 'sake', 'sesame oil', 'garlic', 'scallion', 'sesame seed', 'pepper']",312.6,17.0,70.0,86.0,52.0,8.0,8.0,-
16,grilled pork chops sweet and garlicky,102531,30,5,"['pineapple juice', 'honey', 'soy sauce', 'sesame oil', 'sherry', 'garlic', 'ginger', 'scallion', 'pork roast', 'scallion', 'ground cilantro']",382.4,22.0,77.0,23.0,80.0,23.0,7.0,-
17,korean style grilled flank steak,243510,45,5,"['soy sauce', 'rice vinegar', 'ginger', 'garlic', 'chili sauce', 'sugar', 'sesame oil', 'beef steak', 'scallion', 'sesame seed']",269.2,22.0,10.0,44.0,54.0,23.0,2.0,-
18,oven baked salmon soup,20708,45,12,"['clam juice', 'soy sauce', 'garlic', 'ginger', 'coriander', 'coleslaw mix', 'salmon', 'ground cilantro', 'scallion', 'sesame oil']",376.7,13.0,39.0,79.0,74.0,6.0,11.0,-
