,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,barbecued halibut,142202,35,9,"['halibut fillet', 'oil', 'garlic', 'garlic', 'salt', 'breadcrumb', 'parmesan cheese']",517.6,43.0,5.0,36.0,98.0,30.0,4.0,-
1,easy baked whitefish,356347,25,7,"['halibut fillet', 'mayonnaise', 'parmesan cheese', 'lemon pepper seasoning', 'breadcrumb']",118.6,6.0,1.0,6.0,35.0,5.0,0.0,-
2,garlic chicken breasts,56453,50,7,"['garlic', 'oil', 'breadcrumb', 'parmesan cheese', 'chicken breast halve']",309.6,28.0,1.0,11.0,56.0,18.0,1.0,-
3,lemon garlic pita chips,232388,10,7,"['pita bread', 'oil', 'lemon pepper seasoning', 'garlic']",134.7,4.0,2.0,9.0,7.0,1.0,7.0,-
4,super easy garlic chicken,194505,35,6,"['garlic', 'oil', 'breadcrumb', 'parmesan cheese', 'chicken breast halve']",328.8,26.0,3.0,10.0,62.0,16.0,3.0,-
5,baked eggs with bacon and tomatoes,455491,70,12,"['bacon', 'potato', 'durkee onion', 'pepper', 'tomato', 'oil', 'paprika', 'salt', 'pepper flake', 'pepper', 'thyme sprigs', 'egg']",338.1,20.0,18.0,20.0,25.0,18.0,14.0,-
6,fried  egg and avocado sandwich,321518,15,9,"['cheese', 'bread crumb', 'leaf parsley', 'durkee onion', 'bacon', 'egg', 'salt', 'pepper', 'tomato', 'avocado']",483.1,57.0,17.0,30.0,31.0,59.0,7.0,-
7,iranian eggplant salad a la faride,3715,0,15,"['eggplant', 'durkee onion', 'garlic', 'tomato', 'egg', 'salt', 'pepper', 'tabasco jalapeno sauce']",287.0,9.0,84.0,3.0,29.0,9.0,16.0,-
8,marmie s baked potato supreme,392292,75,13,"['potato', 'durkee onion', 'garlic', 'butter', 'salt', 'pepper', 'leaf parsley', 'herb', 'bacon', 'cream', 'chive']",247.1,11.0,11.0,11.0,11.0,18.0,13.0,-
9,quick baked potato salad,184734,36,10,"['potato', 'mayonnaise', 'durkee onion', 'cheese', 'salt', 'pepper', 'bacon', 'paprika']",433.5,42.0,9.0,35.0,23.0,47.0,11.0,-
10,banana mocha shake,174013,5,2,"['banana', 'coffee ice cream', 'milk', 'chocolate syrup']",326.9,17.0,135.0,6.0,12.0,33.0,17.0,['american']
11,frozen banana chocolate malted,177389,542,2,"['banana', 'milk', 'chocolate powder']",279.0,11.0,99.0,7.0,16.0,22.0,15.0,['american']
12,go get   em smoothie,298266,5,2,"['banana', 'milk', 'honey', 'chocolate drink mix', 'espresso']",298.3,10.0,145.0,5.0,14.0,19.0,19.0,['american']
13,guilt free mango liquada,357292,5,3,"['banana', 'mango', 'milk', 'honey', 'coconut flavoring', 'ice cube']",106.2,0.0,65.0,1.0,6.0,1.0,7.0,['mexican']
14,sweet dreams  shake,29916,10,2,"['milk', 'banana', 'honey']",325.0,14.0,126.0,5.0,18.0,28.0,18.0,-
15,basic white bread  kitchenaid,260107,120,26,"['milk', 'sugar', 'salt', 'butter', 'yeast', 'water', 'purpose flour']",1425.4,35.0,78.0,105.0,74.0,64.0,87.0,-
16,easy no knead dutch oven crusty bread,282232,1490,24,"['yeast', 'water', 'purpose flour', 'salt', 'cornmeal']",1368.2,5.0,4.0,146.0,78.0,2.0,95.0,-
17,lavash armenian thin bread,2692,0,22,"['water', 'oil', 'sugar', 'yeast', 'salt', 'purpose flour', 'milk', 'sesame']",1272.6,49.0,78.0,98.0,58.0,27.0,71.0,-
18,new york style pizza crust,15194,60,26,"['water', 'sugar', 'yeast', 'purpose flour', 'salt', 'cornmeal']",824.0,3.0,19.0,48.0,48.0,1.0,57.0,-
