,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,game day beef stew,194040,380,7,"['wheat flour', 'sugar', 'salt', 'pepper', 'tomato juice', 'beef', 'champignon mushroom', 'baby carrot', 'celery rib', 'durkee onion', 'garlic', 'water']",469.2,45.0,38.0,46.0,63.0,59.0,6.0,['american']
1,healthy ground beef stroganoff,128921,375,7,"['ground beef', 'durkee onion', 'garlic', 'champignon mushroom', 'beef bouillon powder', 'water', 'yogurt', 'wheat flour', 'tomato paste', 'salt', 'pepper']",266.6,18.0,23.0,12.0,54.0,25.0,3.0,['american']
2,leftover s speedy stroganoff,270743,30,10,"['oil', 'durkee onion', 'beef roast', 'garlic', 'wheat flour', 'salt', 'sauce', 'pepper', 'paprika', 'champignon mushroom', 'chicken soup', 'beef stock', 'yogurt']",339.1,24.0,27.0,58.0,64.0,21.0,5.0,['american']
3,tangy beef stroganoff,33285,22,12,"['spaghetti noodle', 'sirloin steak', 'butter', 'champignon mushroom', 'durkee onion', 'garlic', 'wheat flour', 'water', 'lemon juice concentrate', 'vinegar', 'beef bouillon granule', 'pepper', 'cream', 'paprika']",637.7,76.0,9.0,19.0,73.0,125.0,3.0,['american']
4,crock pot hungarian goulash,380258,480,4,"['beef', 'water', 'tomato sauce', 'durkee onion', 'garlic', 'paprika', 'salt', 'beef bouillon granule', 'pepper', 'cream']",598.0,69.0,20.0,66.0,68.0,104.0,4.0,-
5,bbq sauce great for chicken wings,313094,25,4,"['cider vinegar', 'sauce', 'ketchup', 'sugar', 'molasses', 'durkee onion', 'garlic', 'butter', 'chili powder', 'pepper', 'celery seed']",269.5,9.0,177.0,30.0,1.0,18.0,18.0,-
6,chipotle mango barbecue sauce,90733,20,6,"['pureed chipotle chile', 'ketchup', 'water', 'molasses', 'mustard', 'garlic', 'durkee onion', 'sugar', 'habanero sauce', 'sauce', 'salt', 'cayenne pepper', 'ginger', 'pepper', 'mango']",207.6,1.0,186.0,67.0,5.0,0.0,17.0,-
7,mexi burgers,22727,15,5,"['ground beef', 'durkee onion', 'chili pepper', 'garlic', 'chili powder', 'cumin powder', 'sauce', 'pepper']",259.2,26.0,5.0,4.0,43.0,33.0,1.0,-
8,my mamma s salsa,187511,10,2,"['tomato', 'durkee onion', 'garlic', 'lime juice concentrate', 'chili powder', 'habanero sauce', 'cumin powder', 'banana pepper', 'cayenne pepper', 'pepper', 'ground cilantro']",52.5,0.0,25.0,16.0,4.0,0.0,3.0,-
9,western beans,40269,70,6,"['bacon', 'durkee onion', 'ketchup', 'garlic', 'chili powder', 'cumin powder', 'pepper', 'leaf', 'tomato', 'pinto bean', 'kidney bean']",190.4,9.0,15.0,12.0,19.0,9.0,8.0,-
10,buckeye candy,114953,20,6,"['peanut butter', 'sugar', 'butter', 'candy coating']",277.7,25.0,113.0,6.0,9.0,32.0,10.0,-
11,dog food,93010,10,5,"['chocolate chip cookie', 'peanut butter', 'butter', 'corn chex', 'sugar']",769.3,62.0,223.0,30.0,19.0,102.0,33.0,-
12,grandmother s peanut butter fudge,339130,10,6,"['sugar', 'pet milk', 'white karo', 'vanilla extract', 'butter', 'peanut butter']",431.0,30.0,221.0,7.0,13.0,39.0,20.0,-
13,no cook candy,46244,10,4,"['sugar', 'peanut butter', 'butter', 'vanilla']",307.7,30.0,116.0,6.0,8.0,43.0,10.0,-
14,nut pie crust,102218,20,4,"['peanut butter', 'butter', 'sugar']",376.0,49.0,15.0,20.0,26.0,33.0,4.0,-
15,black walnut cookies,21375,20,16,"['sugar', 'sugar', 'butter', 'egg', 'vanilla extract', 'wheat flour', 'baking soda', 'tartar', 'walnut']",1497.6,104.0,415.0,29.0,48.0,155.0,67.0,-
16,brickle drop cookies,198921,75,10,"['butter', 'sugar', 'sugar', 'vanilla', 'salt', 'egg', 'wheat flour', 'baking soda', 'tartar', 'toffee bit']",1047.5,70.0,366.0,41.0,24.0,137.0,49.0,-
17,melt in your mouth sugar cookies,149068,50,12,"['wheat flour', 'baking soda', 'tartar', 'salt', 'butter', 'sugar icing', 'sugar', 'egg', 'vegetable oil', 'vanilla extract']",901.6,80.0,185.0,21.0,18.0,93.0,33.0,-
18,toffee pecan drop cookies,147921,42,12,"['purpose flour', 'baking soda', 'salt', 'butter', 'sugar', 'sugar', 'egg', 'vanilla extract', 'pistachio', 'toffee bit']",1144.4,118.0,218.0,43.0,24.0,160.0,35.0,-
19,toffee sandwiches,72945,40,17,"['butter', 'sugar', 'sugar', 'egg', 'vanilla extract', 'wheat flour', 'baking soda', 'salt', 'toffee bit', 'sugar', 'half']",1794.7,124.0,785.0,43.0,24.0,251.0,86.0,-
20,almost crab cakes,172402,35,3,"['zucchini', 'breadcrumb', 'bay seasoning', 'egg']",54.4,2.0,5.0,3.0,5.0,1.0,2.0,-
21,zucchini imperial,322926,45,7,"['zucchini', 'durkee onion', 'vegetable oil', 'mayonnaise', 'egg', 'parmesan cheese']",217.4,25.0,16.0,17.0,15.0,21.0,3.0,-
22,zucchini patties,371682,30,4,"['durkee onion', 'zucchini', 'egg', 'breadcrumb', 'leaf parsley']",237.0,10.0,19.0,14.0,23.0,10.0,10.0,-
23,zucchini tomato kugel,52176,65,10,"['zucchini', 'tomato', 'onion soup mix', 'egg', 'mayonnaise', 'seasoning salt']",68.2,6.0,12.0,3.0,6.0,4.0,2.0,-
24,zucchini tots,505053,20,6,"['zucchini', 'durkee onion', 'egg', 'breadcrumb', 'garlic', 'seasoning salt', 'pepper', 'cheddar cheese', 'paprika']",19.9,1.0,1.0,1.0,2.0,2.0,0.0,-
25,easy coffee cake 1965,82584,45,11,"['canola oil', 'sugar', 'purpose flour', 'salt', 'sugar', 'nutmeg', 'cinnamon', 'buttermilk', 'baking soda', 'egg', 'baking powder', 'nut']",348.8,22.0,125.0,12.0,7.0,6.0,17.0,-
26,honey   rye cake,89178,90,5,"['purpose flour', 'rye flour', 'honey', 'sugar', 'canola oil', 'baking soda', 'cinnamon', 'nutmeg', 'salt', 'ground ginger', 'egg', 'water']",171.7,7.0,72.0,11.0,5.0,2.0,10.0,-
27,moist apple cake,238613,60,7,"['egg', 'sugar', 'vegetable oil', 'purpose flour', 'baking soda', 'salt', 'cinnamon', 'apple', 'nut']",520.1,45.0,138.0,19.0,11.0,20.0,19.0,-
28,sugarplum cake,264055,80,8,"['sugar', 'canola oil', 'egg', 'purpose flour', 'cinnamon', 'clove', 'nutmeg', 'salt', 'baking soda', 'buttermilk', 'baby food', 'sugar icing', 'lemon juice concentrate']",538.5,36.0,225.0,12.0,10.0,11.0,25.0,-
29,tropical kumquat cake,98527,95,6,"['egg', 'sugar', 'oil', 'cinnamon', 'kumquat', 'nut', 'pineapple chunk', 'purpose flour', 'baking soda', 'salt']",518.4,39.0,163.0,20.0,13.0,17.0,22.0,-
30,icelandic curds  skyr,171363,20,10,"['milk', 'cream', 'rennet tablet']",373.9,36.0,0.0,10.0,33.0,74.0,7.0,-
31,spinach   artichoke casserole,98115,40,8,"['spinach', 'artichoke heart', 'cream', 'salt', 'pepper', 'parmesan cheese', 'cheese', 'milk']",252.2,30.0,5.0,20.0,22.0,60.0,3.0,-
32,spinach and bechamel gratin,188139,35,14,"['spinach', 'pepper', 'butter', 'wheat flour', 'cream', 'milk', 'nutmeg', 'cayenne pepper', 'parmesan cheese']",410.7,51.0,8.0,23.0,35.0,102.0,5.0,-
33,spinach and spaghetti casserole,109206,65,7,"['spinach', 'egg', 'cream', 'milk', 'parmesan cheese', 'durkee onion', 'salt', 'pepper', 'jack cheese', 'angel hair pasta']",222.1,20.0,5.0,15.0,24.0,39.0,4.0,-
34,spinach onion dip,15657,15,4,"['spinach', 'onion soup mix', 'cream', 'parmesan cheese']",308.1,27.0,21.0,80.0,30.0,50.0,8.0,-
35,crescent holiday surprise,402260,29,8,"['tomato', 'goat cheese', 'pine nut', 'crescent dinner roll']",161.2,11.0,16.0,12.0,9.0,4.0,6.0,['italian']
36,little italy panini,319060,5,3,"['ciabatta', 'pesto sauce', 'tomato', 'gouda cheese', 'capicola', 'pepper']",105.5,11.0,4.0,10.0,15.0,23.0,0.0,['italian']
37,pasta with pesto and poached chicken,23432,30,8,"['wagon wheel macaroni', 'chicken breast halve', 'pesto sauce', 'cream', 'vegetable', 'tomato', 'pine nut']",345.6,13.0,17.0,5.0,52.0,6.0,12.0,['italian']
38,pesto farro with cherry tomatoes,91865,40,4,"['farro', 'pesto sauce', 'tomato']",33.5,0.0,19.0,0.0,3.0,0.0,2.0,['italian']
