,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,martha stewart s banana bread,181546,75,13,"['butter', 'sugar', 'egg', 'wheat flour', 'baking soda', 'salt', 'banana', 'cream', 'vanilla extract', 'walnut', 'chocolate chip cookie']",395.4,31.0,112.0,19.0,11.0,49.0,16.0,['american']
1,peanut butter chippers,233287,55,9,"['butter', 'peanut butter', 'sugar', 'sugar', 'egg', 'vanilla extract', 'wheat flour', 'baking soda', 'salt', 'chocolate chip']",61.9,4.0,21.0,2.0,1.0,6.0,2.0,['american']
2,southern sour cream pound cake,451009,90,12,"['butter', 'sugar', 'vanilla extract', 'almond extract', 'egg', 'wheat flour', 'baking soda', 'salt', 'cream']",390.9,25.0,152.0,7.0,10.0,48.0,18.0,['american']
3,super easy ultimate banana bread,291402,90,7,"['butter', 'egg', 'cream', 'salt', 'wheat flour', 'sugar', 'baking soda', 'banana', 'pistachio']",444.5,30.0,129.0,14.0,12.0,47.0,20.0,['american']
4,mom cooper s banana bread,330245,75,5,"['sugar', 'egg', 'wheat flour', 'salt', 'butter', 'banana', 'baking soda', 'vanilla extract']",207.7,6.0,91.0,11.0,6.0,11.0,13.0,-
5,almond chicken kabobs,248742,80,12,"['sauce', 'mustard', 'honey', 'vegetable oil', 'lemon juice concentrate', 'garlic', 'chicken breast halve', 'almond']",70.6,5.0,4.0,1.0,15.0,3.0,0.0,-
6,cranberry autumn chicken,149459,30,4,"['chicken breast halve', 'cranberry sauce', 'sugar', 'sodium soy sauce', 'lemon juice concentrate', 'mustard', 'garlic']",407.4,2.0,268.0,21.0,56.0,2.0,23.0,-
7,garlic broiled chicken,55790,25,5,"['garlic', 'lemon juice concentrate', 'mustard', 'sea salt', 'pepper', 'chicken breast halve']",268.7,4.0,2.0,57.0,109.0,3.0,0.0,-
8,honey mustard coated chicken,158718,40,8,"['mustard', 'honey', 'lemon juice concentrate', 'breadcrumb', 'chicken breast halve', 'vegetable oil']",278.6,6.0,58.0,16.0,61.0,4.0,9.0,-
9,shake  n bake spicy barbecue chicken,156330,30,8,"['barbecue sauce', 'mustard', 'chicken coating mix', 'garlic', 'chicken breast halve']",145.1,2.0,3.0,9.0,55.0,2.0,0.0,-
10,carrot apple salad,229010,70,5,"['baby carrot', 'apple', 'celery seed', 'yogurt', 'honey', 'lemon juice concentrate', 'leaf parsley', 'pepper']",185.5,5.0,93.0,7.0,10.0,10.0,12.0,-
11,carrot tomato and pepper salad,112580,10,2,"['baby carrot', 'celery seed', 'pepper', 'pepper', 'tomato', 'feta cheese']",111.5,6.0,30.0,11.0,9.0,14.0,4.0,-
12,fresh vegetable juice cocktail,110834,5,2,"['baby carrot', 'celery seed', 'beet', 'tomato', 'pepper', 'leaf parsley']",280.0,3.0,133.0,16.0,16.0,1.0,20.0,-
13,summer couscous,340550,25,7,"['couscous', 'water', 'baby carrot', 'celery seed', 'pepper', 'scallion', 'leaf parsley', 'oil', 'lemon juice concentrate', 'garlic', 'salt', 'pepper']",351.9,31.0,3.0,12.0,11.0,14.0,12.0,-
14,tomato soup  raw foods  rose lee calabro,324116,5,1,"['tomato', 'baby carrot', 'avocado', 'cucumber', 'leaf parsley', 'lemon juice concentrate', 'sea salt', 'pepper']",257.3,24.0,50.0,51.0,11.0,11.0,10.0,-
15,cranberry pistachio biscotti,79265,67,24,"['cranberry', 'water', 'purpose flour', 'baking powder', 'salt', 'butter', 'sugar', 'egg', 'vanilla extract', 'pistachio', 'sugar']",143.2,6.0,43.0,3.0,6.0,8.0,7.0,-
16,danielle s cream cheese cut out cookies,315030,145,32,"['butter', 'cheese', 'sugar', 'egg', 'vanilla extract', 'purpose flour', 'baking powder', 'meringue powder', 'sugar', 'water']",182.1,13.0,46.0,3.0,4.0,28.0,7.0,-
17,lemon nut biscotti,47543,71,31,"['butter', 'sugar', 'baking powder', 'egg', 'lemon', 'rind', 'vanilla', 'purpose flour', 'pistachio', 'sugar', 'lemon juice concentrate']",101.6,6.0,29.0,1.0,4.0,7.0,4.0,-
18,mark bittman s basic biscotti,268943,90,25,"['butter', 'sugar', 'egg', 'vanilla extract', 'purpose flour', 'baking powder']",45.1,1.0,12.0,1.0,1.0,3.0,2.0,-
19,starbucks lemon tipped biscotti,214041,65,25,"['butter', 'sugar', 'lemon zest', 'egg', 'vanilla extract', 'purpose flour', 'baking powder', 'salt', 'pistachio', 'sugar', 'lemon juice concentrate']",123.7,6.0,46.0,2.0,4.0,9.0,6.0,-
20,australian gold,67009,5,1,"['rum', 'mango liqueur', 'galliano']",65.1,0.0,0.0,0.0,0.0,0.0,0.0,['australian']
21,forbidden fruit cocktail,270811,10,2,"['soho lychee liqueur', 'grapefruit juice']",26.3,0.0,25.0,0.0,0.0,0.0,2.0,['australian']
22,frog in a pond,318928,60,3,"['raspberry jelly crystal', 'chocolate frog']",81.0,0.0,73.0,4.0,3.0,0.0,6.0,['australian']
23,light potato bake,220043,80,7,"['potato', 'garlic', 'chicken stock']",231.2,2.0,14.0,6.0,15.0,1.0,15.0,['australian']
24,sultana chicken stuffing,266429,5,3,"['sultana', 'breadcrumb', 'chicken stock', 'pineapple juice', 'durkee onion']",336.7,4.0,129.0,16.0,17.0,3.0,23.0,['australian']
25,a snack for cream cheese and veggie fans,130995,5,15,"['corn tortilla', 'cheese', 'cucumber', 'pepper', 'pepper']",282.3,16.0,12.0,20.0,14.0,22.0,13.0,-
26,cream cheese cucumber bites  kids sailboats,344430,10,8,"['baby carrot', 'onion cream cheese', 'cucumber', 'pepper', 'pea']",128.0,15.0,16.0,4.0,5.0,28.0,2.0,-
27,low fat italian chili rellenos wrap,252981,5,4,"['corn tortilla', 'cheese', 'pepper']",254.6,10.0,6.0,31.0,22.0,10.0,12.0,-
28,mac and cheese quesadillas,271998,6,13,"['corn tortilla', 'cheese', 'cheese']",218.4,8.0,5.0,18.0,11.0,6.0,11.0,-
29,raspberry chili tuna on greens,320762,25,13,"['raspberry preserve', 'vinegar', 'chili sauce', 'leaf basil', 'salt', 'pepper', 'tuna steak', 'romaine lettuce', 'baby carrot', 'cucumber']",106.5,0.0,66.0,14.0,2.0,0.0,8.0,-
30,chocolate  dirt,425260,5,3,['chocolate chip cookie'],201.2,19.0,91.0,0.0,3.0,37.0,8.0,-
31,chocolate frappe,278391,2,4,"['chocolate powder', 'hersheys chocolate syrup', 'nonfat milk']",159.6,1.0,103.0,8.0,18.0,3.0,9.0,-
32,halloween  pigeon poop,192730,1455,5,"['chocolate chip cookie', 'chocolate chip cookie']",147.1,13.0,65.0,0.0,3.0,26.0,5.0,-
33,melt in your mouth melon,235590,730,4,"['honeydew melon', 'strawberry sorbet', 'chocolate chip cookie']",115.2,0.0,103.0,2.0,3.0,0.0,9.0,-
34,mint chocolate chip ice cream pie,26365,15,6,"['chocolate ice cream', 'chocolate wafer pie crust', 'chocolate chip cookie']",67.1,6.0,30.0,0.0,1.0,12.0,2.0,-
35,gramercy tavern gingerbread cake,350845,70,11,"['stout beer', 'molasses', 'baking soda', 'purpose flour', 'baking powder', 'ground ginger', 'cinnamon', 'clove', 'nutmeg', 'cardamom', 'egg', 'sugar', 'sugar', 'vegetable oil', 'applesauce', 'sugar icing']",374.1,16.0,167.0,5.0,7.0,8.0,22.0,['american']
36,taku glacier lodge ginger cookies,231798,25,11,"['butter', 'sugar', 'sugar', 'egg', 'molasses', 'purpose flour', 'baking soda', 'cinnamon', 'ground ginger', 'clove', 'nutmeg', 'salt', 'sugar']",222.4,12.0,95.0,7.0,3.0,25.0,12.0,['american']
