,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,crock  pot cabbage rolls,413871,525,10,"['cabbage leave', 'ground beef', 'garlic', 'durkee onion', 'grain rice', 'tomato paste', 'water', 'salt', 'pepper', 'thyme leave']",198.6,12.0,23.0,20.0,35.0,15.0,4.0,-
1,easy 20 minute  texas  chili ww,87433,20,4,"['ground beef', 'durkee onion', 'garlic', 'water', 'chili powder', 'salt', 'chili bean', 'tomato paste']",278.3,12.0,17.0,36.0,47.0,16.0,9.0,-
2,ground beef and rice curry,318728,255,5,"['ground beef', 'durkee onion', 'grain rice', 'tomato', 'water', 'apple', 'curry powder', 'garlic', 'salt', 'pepper']",341.9,18.0,37.0,10.0,36.0,23.0,13.0,-
3,mom s whatchamacallit soup,365261,30,6,"['ground beef', 'spaghetti noodle', 'durkee onion', 'pepper', 'salt', 'water', 'tomato', 'tomato paste', 'garlic']",619.9,29.0,52.0,30.0,70.0,35.0,25.0,-
4,stuffed cabbage casserole in the crock pot,281629,250,6,"['ground beef', 'durkee onion', 'coleslaw mix', 'pepper', 'grain rice', 'water', 'beef bouillon cube', 'tomato paste', 'tomato', 'sauce', 'salt', 'pepper', 'garlic']",285.5,18.0,33.0,43.0,36.0,23.0,8.0,-
5,cheddar chicken and potatoes,389202,27,10,"['bacon', 'chicken breast', 'potato', 'cheddar cheese']",639.3,52.0,0.0,20.0,88.0,67.0,12.0,-
6,chicken breasts with bacon,21263,140,6,"['chicken breast', 'bacon', 'mushroom soup', 'cream']",905.5,105.0,9.0,61.0,110.0,139.0,5.0,-
7,strawberry and chicken salad,307131,10,7,"['strawberry', 'chicken breast', 'avocado', 'lime juice concentrate', 'spring green', 'almond', 'olive oil', 'vinegar']",1140.9,156.0,25.0,4.0,83.0,61.0,8.0,-
8,stuffed chicken wrapped in bacon served with gravy,262890,50,9,"['chicken breast', 'herb stuffing mix', 'chicken stock', 'butter', 'bacon']",887.0,100.0,10.0,59.0,91.0,114.0,8.0,-
9,ww 6 point bacon chicken melt,121770,20,8,"['chicken breast', 'bacon', 'cheese', 'tomato']",459.7,40.0,6.0,35.0,97.0,50.0,1.0,-
10,5 ingredient grilled shrimp,174127,9,9,"['shrimp', 'oil', 'oregano', 'garlic', 'lemon', 'juice']",486.9,47.0,1.0,14.0,92.0,22.0,1.0,-
11,calf s liver with onions,60870,45,5,"['durkee onion', 'butter', 'oil', 'calf liver', 'wine', 'lemon', 'juice']",493.2,40.0,29.0,9.0,70.0,54.0,7.0,-
12,marinated chicken panini,276966,38,9,"['chicken meat', 'pepper', 'pepper', 'olive', 'arugula', 'hoagie roll', 'oil', 'honey', 'lemon', 'juice', 'herb', 'pepper']",676.9,62.0,32.0,25.0,72.0,45.0,13.0,-
13,shrimp prawns and olives salad,96500,80,6,"['shrimp', 'olive', 'olive', 'pimientos', 'durkee onion', 'egg', 'mayonnaise', 'juice', 'juice']",475.4,47.0,18.0,76.0,61.0,26.0,6.0,-
