,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,easy microwaveable peanut butter fudge,171995,9,9,"['butter', 'peanut butter', 'sugar', 'vanilla extract']",153.8,15.0,58.0,3.0,4.0,22.0,5.0,-
1,grandmother s peanut butter fudge,339130,10,6,"['sugar', 'pet milk', 'white karo', 'vanilla extract', 'butter', 'peanut butter']",431.0,30.0,221.0,7.0,13.0,39.0,20.0,-
2,microwave peanut butter fudge,109049,8,11,"['butter', 'peanut butter', 'sugar', 'milk', 'vanilla extract']",128.8,7.0,80.0,2.0,2.0,9.0,7.0,-
3,peanut butter snow balls,325695,60,11,"['peanut butter', 'butter', 'sugar', 'candy coating']",183.6,17.0,70.0,3.0,6.0,26.0,6.0,-
4,super easy peanut  butter fudge,332323,24,8,"['sugar', 'milk', 'peanut butter', 'butter', 'vanilla extract']",321.3,21.0,169.0,5.0,13.0,16.0,15.0,-
5,enchiladas rojas,382544,30,22,"['ancho chile', 'garlic', 'salt', 'queso anejo', 'durkee onion', 'chicken meat', 'corn tortilla', 'vegetable oil', 'romaine lettuce', 'vinegar']",395.7,34.0,7.0,1.0,14.0,14.0,15.0,['mexican']
6,pinto bean soup with fresh salsa,232064,185,17,"['pinto bean', 'water', 'vegetable oil', 'durkee onion', 'salt', 'pepper', 'garlic', 'chicken stock', 'tomato', 'durkee onion', 'ground cilantro', 'lime', 'juice', 'pepper', 'crema']",362.7,19.0,30.0,31.0,34.0,10.0,15.0,['mexican']
7,slow steamed goat or lamb with mild chile seasoningbirria de chivo o de carnero,12779,510,32,"['goat meat', 'chiles guajillo', 'garlic', 'cider vinegar', 'cumin', 'pepper', 'salt', 'sugar', 'harina', 'tomato', 'oregano', 'durkee onion', 'coriander sprig', 'lime']",562.7,15.0,12.0,37.0,163.0,14.0,10.0,['mexican']
8,spicy tortilla soup,111041,55,19,"['corn tortilla', 'garlic', 'durkee onion', 'pasilla pepper', 'tomato', 'chicken broth', 'epazote', 'salt', 'cumin', 'vegetable oil', 'queso fresco', 'cheddar cheese', 'avocado', 'lime', 'ground cilantro']",492.4,49.0,20.0,59.0,44.0,58.0,10.0,['mexican']
9,yucatn lime and chicken soup,138633,115,28,"['tomato', 'durkee onion', 'durkee onion', 'garlic', 'chicken breast', 'chicken stock', 'lime', 'zest', 'allspice', 'oregano', 'pepper', 'vegetable oil', 'scallion', 'corn tortilla', 'banana pepper']",948.2,95.0,51.0,33.0,95.0,54.0,17.0,['mexican']
10,lime granita,28439,15,7,"['sugar', 'lime juice concentrate', 'zest', 'water']",168.2,0.0,156.0,0.0,0.0,0.0,15.0,['american']
11,simple strawberry trifle,360607,20,6,"['vanilla pudding', 'milk', 'strawberry', 'sugar', 'angel food cake']",312.5,7.0,157.0,22.0,15.0,14.0,20.0,['american']
12,strawberry lemon parfaits,123734,5,4,"['strawberry', 'sugar', 'lemon yogurt']",240.0,3.0,185.0,4.0,16.0,6.0,16.0,['american']
13,sugar strawberries,479060,60,3,"['strawberry', 'sugar']",97.3,1.0,59.0,0.0,4.0,0.0,7.0,['american']
14,mango sorbet with strawberry daiquiri sauce,172000,15,6,"['strawberry', 'sugar', 'rum', 'lime juice concentrate', 'lemon sorbet', 'zest']",85.3,0.0,48.0,0.0,0.0,0.0,4.0,-
15,marvelous minestrone soup,141409,30,19,"['oil', 'durkee onion', 'celery rib', 'baby carrot', 'bean', 'chicken broth', 'nonfat beef broth', 'tomato', 'tomato sauce', 'bean', 'orzo pasta', 'seasoning salt', 'garlic', 'pepper', 'parmesan cheese']",255.9,7.0,33.0,42.0,27.0,6.0,14.0,['italian']
16,roasted zucchini boats,179739,60,10,"['zucchini', 'seasoning mix', 'garlic', 'tomato', 'durkee onion', 'pepper']",70.2,0.0,19.0,0.0,6.0,0.0,5.0,['italian']
17,saucy italian style chicken thighs,450872,390,19,"['chicken thigh', 'tomato', 'tomato paste', 'durkee onion', 'garlic', 'seasoning salt', 'salt', 'pepper']",439.4,44.0,22.0,19.0,68.0,40.0,3.0,['italian']
18,sauteed zucchini with sun dried tomatoes,456655,22,11,"['olive oil', 'zucchini', 'tomato', 'durkee onion', 'garlic', 'pepper']",161.6,21.0,23.0,2.0,5.0,10.0,2.0,['italian']
19,tuscan chicken stew,123854,50,13,"['chicken thigh', 'oil', 'durkee onion', 'pepper', 'garlic', 'tomato', 'wine', 'oregano', 'bean', 'pepper', 'oregano']",299.3,9.0,44.0,16.0,48.0,6.0,10.0,['italian']
20,grape wine,43942,45,7,"['grape', 'sugar', 'water']",3510.8,0.0,3625.0,0.0,0.0,0.0,302.0,['american']
21,homemade maple syrup  old fashioned,15560,40,5,"['sugar', 'sugar', 'water', 'butter flavoring', 'sugar flavoring', 'maple flavoring']",3737.9,0.0,3833.0,2.0,0.0,0.0,320.0,['american']
22,rock candy for kids,1069,30,10,"['sugar', 'water']",1548.0,0.0,1596.0,0.0,0.0,0.0,133.0,['american']
23,beer,307352,4335,5,"['water', 'barley malt syrup', 'yeast cake', 'sugar']",2841.8,0.0,2783.0,8.0,42.0,0.0,232.0,-
24,christmas hard candy,49189,20,5,"['sugar', 'syrup', 'water', 'cinnamon oil', 'food coloring paste', 'sugar']",3967.1,0.0,3520.0,0.0,0.0,0.0,345.0,-
25,golden grilled chicken,22699,52,6,"['fryer chicken', 'oil', 'cider vinegar', 'egg', 'salt', 'poultry seasoning', 'pepper']",762.1,97.0,0.0,104.0,88.0,69.0,0.0,['american']
26,simply roasted chicken,452445,65,10,"['chicken meat', 'oil', 'salt', 'pepper']",642.8,73.0,0.0,8.0,100.0,67.0,0.0,['american']
27,sudbury chicken marinade,181364,181,3,"['vinegar', 'maple syrup', 'oil', 'salt', 'pepper']",177.0,27.0,15.0,32.0,0.0,12.0,1.0,['american']
28,swiss chard scramble,308708,25,6,"['oil', 'durkee onion', 'garlic', 'watercress leaf', 'leaf basil', 'egg', 'parmesan cheese', 'salt', 'pepper']",426.8,44.0,15.0,45.0,61.0,49.0,3.0,['american']
29,tomatoes with fresh basil and aged balsamic,226651,5,4,"['beefsteak tomato', 'leaf basil', 'vinegar', 'oil', 'pepper']",32.4,3.0,6.0,0.0,1.0,1.0,0.0,['american']
30,cheddar tomato eggs,146058,15,11,"['egg', 'cheddar cheese', 'tomato', 'durkee onion', 'pepper']",265.2,25.0,26.0,22.0,36.0,35.0,3.0,['american']
31,chili cheese steaks,57477,135,16,"['purpose flour', 'salt', 'chili powder', 'pepper', 'beef steak', 'shortening', 'durkee onion', 'tomato', 'cheddar cheese']",470.4,45.0,17.0,40.0,77.0,58.0,4.0,['american']
32,crock pot curried beef,11723,490,5,"['beef steak', 'durkee onion', 'wheat flour', 'salt', 'pepper', 'garlic', 'curry powder', 'tomato', 'beef bouillon powder', 'gravy browner', 'sugar']",301.8,13.0,13.0,28.0,91.0,17.0,2.0,['american']
33,the mystery chef s swiss steak,36245,140,6,"['beef steak', 'tomato', 'oil', 'durkee onion', 'water', 'wheat flour', 'pepper']",488.1,29.0,20.0,5.0,109.0,22.0,7.0,['american']
34,poor man s dinner party,328492,90,12,"['ground beef', 'shortening', 'durkee onion', 'tomato', 'ketchup', 'steak sauce', 'pepper', 'leaf parsley', 'wheat elbow macaroni', 'mushroom soup', 'cheddar cheese', 'pepper']",712.1,65.0,29.0,44.0,78.0,91.0,14.0,-
