,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,caramel  krispies bars,87937,40,9,"['margarine', 'marshmallow', 'rice krispy', 'caramel topping', 'milk']",307.3,15.0,145.0,11.0,7.0,14.0,17.0,-
1,caramel rice krispies bars,68597,90,10,"['margarine', 'marshmallow', 'rice krispy', 'caramel topping', 'milk', 'coconut']",289.9,19.0,121.0,9.0,6.0,16.0,14.0,-
2,dipped marshmallows,85715,60,5,"['caramel topping', 'butter', 'milk', 'marshmallow', 'rice krispy']",114.5,6.0,65.0,2.0,3.0,11.0,6.0,-
3,marshmallow toffee balls,136463,10,5,"['macintosh toffee bar', 'milk', 'margarine', 'marshmallow', 'rice krispy']",94.6,6.0,31.0,4.0,1.0,5.0,4.0,-
4,super rich rice krispie caramel bars,320168,15,6,"['marshmallow', 'butter', 'rice krispy', 'caramel topping', 'milk']",186.0,8.0,91.0,5.0,4.0,16.0,10.0,-
5,chicken and artichoke pasta,259526,30,11,"['oil', 'chicken breast', 'garlic', 'durkee onion', 'wine', 'pepper', 'pepper flake', 'artichoke', 'parmesan cheese', 'leaf basil', 'corkscrew macaroni']",450.7,21.0,7.0,7.0,54.0,17.0,17.0,['italian']
6,fasta pasta gorgonzola with spinach  red peppers and pine nuts,285267,30,15,"['corkscrew macaroni', 'chicken breast', 'oil', 'garlic', 'spinach', 'bell pepper', 'chicken broth', 'leaf basil', 'gorgonzola', 'pepper', 'pine nut', 'parmesan cheese']",833.0,51.0,19.0,47.0,78.0,63.0,31.0,['italian']
7,herbed chicken and pasta,116795,15,6,"['oil', 'garlic', 'leaf basil', 'leaf parsley', 'pepper', 'chicken breast', 'penne pasta', 'parmesan cheese']",374.6,10.0,6.0,7.0,65.0,7.0,14.0,"['american', 'italian']"
8,low carb savory italian grilled chicken,10803,30,8,"['chicken breast', 'oil', 'garlic', 'pepper', 'leaf basil', 'butter', 'rosemary sprigs', 'parmesan cheese']",403.1,46.0,0.0,6.0,61.0,50.0,0.0,['italian']
9,quick double tomato chicken with artichoke hearts and olives,458924,33,10,"['corkscrew macaroni', 'oil', 'chicken breast halve', 'pepper', 'garlic', 'artichoke heart', 'olive', 'parmesan cheese', 'leaf basil']",405.8,8.0,9.0,8.0,68.0,5.0,18.0,['italian']
