,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,abear s diet jello,281740,20,4,"['gelatin', 'water', 'strawberry']",34.7,0.0,13.0,2.0,3.0,0.0,2.0,-
1,fluffy strawberry jello,297234,185,5,"['gelatin', 'strawberry', 'water']",105.8,0.0,86.0,4.0,3.0,0.0,8.0,-
2,gelatin eyeballs,74302,255,6,"['gelatin', 'water', 'grape']",18.2,0.0,5.0,0.0,6.0,0.0,0.0,-
3,jello squares,163096,23,8,"['gelatin', 'gelatin', 'water', 'whip']",357.9,22.0,198.0,9.0,16.0,61.0,17.0,-
4,summer fruit punch salad,122092,130,10,"['o', 'gelatin dessert', 'water', 'ice cube', 'juice', 'strawberry', 'grape', 'whip']",48.1,3.0,23.0,0.0,0.0,10.0,2.0,-
5,dry curry paste  panaeng,70575,20,2,"['chily', 'shallot', 'garlic', 'lemongrass', 'galangal', 'cumin powder', 'cumin', 'coriander seed', 'shrimp paste', 'peanut butter']",88.4,5.0,17.0,2.0,7.0,2.0,4.0,['thai']
6,green curry paste  gaeng kiow wan,70573,20,2,"['chily', 'lemongrass', 'shallot', 'garlic', 'galangal', 'coriander seed', 'cumin powder', 'cumin', 'pepper', 'kaffir lime leave', 'shrimp paste', 'salt']",99.3,0.0,37.0,33.0,9.0,0.0,7.0,['thai']
7,red curry paste  gaeng pet,70574,20,2,"['chily', 'cumin powder', 'cumin', 'pepper', 'garlic', 'lemongrass', 'coriander seed', 'kaffir lime leave', 'galangal', 'salt', 'shrimp paste']",30.3,0.0,12.0,16.0,2.0,0.0,2.0,['thai']
8,yellow curry paste,135878,85,4,"['chily', 'shallot', 'lemongrass', 'garlic', 'ginger', 'pepper powder', 'curry powder', 'cumin', 'coriander', 'cinnamon', 'shrimp paste', 'turmeric']",23.7,0.0,0.0,0.0,1.0,0.0,1.0,['thai']
9,lemongrass paste,460478,10,4,"['oil', 'shallot', 'ginger', 'garlic', 'lemongrass', 'galangal root', 'turmeric', 'chili pepper', 'kaffir lime leave', 'palm sugar']",574.6,57.0,4.0,1.0,17.0,27.0,19.0,-
10,3 bean salad  like kfc,101194,740,4,"['vegetable oil', 'cider vinegar', 'sugar', 'salt', 'pepper', 'bean', 'wax bean', 'kidney bean', 'pepper', 'durkee onion']",288.8,21.0,81.0,26.0,11.0,9.0,12.0,-
11,another bean salad,7590,0,4,"['sugar', 'salt', 'vinegar', 'bean', 'bean', 'bean', 'garbanzo bean', 'kidney bean', 'pepper', 'celery seed', 'durkee onion']",160.5,0.0,89.0,5.0,9.0,0.0,11.0,-
12,best bean salad,490428,135,4,"['bean', 'wax bean', 'kidney bean', 'garbanzo bean', 'bean', 'bell pepper', 'durkee onion', 'celery seed', 'salad oil', 'vinegar', 'salt', 'pepper', 'sugar']",258.2,15.0,58.0,13.0,14.0,6.0,12.0,-
13,colonel sanders  bean salad,453017,15,6,"['bean', 'wax bean', 'kidney bean', 'pepper', 'durkee onion', 'vegetable oil', 'cider vinegar', 'sugar', 'salt', 'pepper']",204.3,14.0,62.0,18.0,8.0,6.0,9.0,-
