,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,apple muffins  cake mix,383439,40,5,"['apple pie fill', 'egg', 'apple pie spice', 'chocolate cake mix']",126.0,4.0,50.0,6.0,3.0,2.0,7.0,-
1,heloise s cake mix cookies,822,8,4,"['chocolate cake mix', 'vegetable oil', 'egg']",137.4,11.0,46.0,6.0,2.0,5.0,5.0,-
2,miniature pineapple cupcakes,360817,35,3,"['chocolate cake mix', 'egg', 'pineapple chunk']",58.0,2.0,23.0,3.0,2.0,1.0,3.0,-
3,strawberry cookies,71224,20,5,"['cherry chip cake mix', 'whip', 'egg', 'sugar']",33.0,3.0,8.0,0.0,0.0,10.0,0.0,-
4,ww 1 point ww cake   diet soda,258352,30,3,"['chocolate cake mix', 'whip', 'diet cola']",184.6,7.0,73.0,11.0,3.0,3.0,11.0,-
5,church family oatmeal cookies,293342,30,9,"['butter', 'egg', 'sugar', 'sugar', 'vanilla', 'water', 'salt', 'baking soda', 'wheat flour', 'oat']",192.4,13.0,52.0,6.0,6.0,25.0,8.0,-
6,grape nuts cookies,450010,20,11,"['butter', 'sugar', 'sugar', 'honey', 'egg', 'vanilla', 'baking soda', 'salt', 'oat', 'wheat flour', 'breakfast cereal']",63.5,3.0,21.0,2.0,2.0,6.0,3.0,-
7,moist date nut bread,310249,80,10,"['date', 'butter', 'water', 'sugar', 'egg', 'wheat flour', 'baking soda', 'baking powder', 'salt', 'walnut']",300.0,16.0,130.0,15.0,9.0,15.0,16.0,-
8,mrs allen s date loaf,35475,75,8,"['wheat flour', 'baking soda', 'sugar', 'egg', 'date', 'butter', 'nut', 'water', 'salt', 'vanilla']",192.9,9.0,75.0,9.0,7.0,8.0,10.0,-
9,oatmeal honey cookies,85745,30,6,"['butter', 'sugar', 'honey', 'egg', 'water', 'wheat flour', 'salt', 'oat']",58.0,2.0,23.0,2.0,1.0,4.0,3.0,-
10,easy armenian style pita sandwiches,382169,45,11,"['pita bread', 'ground beef', 'onion soup mix', 'water', 'yogurt', 'mint leave', 'tomato']",402.9,27.0,6.0,43.0,52.0,35.0,10.0,-
11,hot dish,237027,20,4,"['wheat elbow macaroni', 'tomato', 'ground beef', 'pepper']",744.1,29.0,52.0,30.0,76.0,35.0,34.0,-
12,quick skillet meatloaf,261398,30,10,"['ground beef', 'onion soup mix', 'water']",284.0,23.0,4.0,23.0,61.0,30.0,1.0,-
13,souper skillet pasta,64580,35,6,"['onion soup mix', 'ground beef', 'oregano', 'tomato', 'water', 'wheat elbow macaroni', 'parmesan cheese', 'mozzarella cheese']",327.7,21.0,21.0,27.0,42.0,27.0,9.0,-
14,working girls meatloaf,185522,70,6,"['ground beef', 'onion soup mix', 'chicken flavor stuffing mix']",217.5,17.0,4.0,22.0,46.0,23.0,1.0,-
15,christmas cinnamon spice cookies,271540,40,13,"['honey', 'sugar', 'egg', 'baking soda', 'cinnamon', 'clove', 'nutmeg', 'coriander sprig', 'ground ginger', 'allspice', 'cardamom', 'pepper', 'purpose flour', 'sugar icing', 'water']",174.5,1.0,88.0,3.0,5.0,0.0,13.0,-
16,cookies around the world 2 of 5,98730,45,22,"['butter', 'sugar icing', 'egg', 'vanilla', 'purpose flour', 'flavoring', 'clove', 'nut', 'molasses', 'lemon rind', 'cinnamon', 'clove', 'allspice', 'nutmeg', 'lemon juice concentrate', 'water', 'food coloring paste']",224.1,16.0,68.0,4.0,4.0,30.0,10.0,-
17,honey cake  lekach,169907,85,14,"['sugar', 'honey', 'vegetable oil', 'egg', 'lemon zest', 'lemon juice concentrate', 'brandy', 'purpose flour', 'baking powder', 'baking soda', 'salt', 'cinnamon', 'ground ginger', 'nutmeg', 'allspice', 'clove', 'espresso', 'water', 'nut', 'raisin', 'sugar']",533.6,23.0,244.0,13.0,15.0,11.0,31.0,-
18,laura s gingerbread,15463,55,13,"['sugar', 'shortening', 'molasses', 'baking soda', 'water', 'purpose flour', 'ginger', 'cinnamon', 'nutmeg', 'clove', 'salt', 'egg']",266.2,11.0,100.0,10.0,6.0,9.0,15.0,-
19,lebkuchen  german christmas honey cookies,327145,70,12,"['honey', 'molasses', 'sugar', 'egg', 'lemon juice concentrate', 'lemon rind', 'wheat flour', 'baking soda', 'cinnamon', 'clove', 'allspice', 'nutmeg', 'lemon', 'nut', 'almond', 'sugar', 'water', 'sugar icing']",57.6,0.0,34.0,0.0,1.0,0.0,4.0,-
20,grilled halibut with tomato basil salsa,434131,20,13,"['olive oil', 'vinegar', 'garlic', 'salt', 'pepper', 'tomato', 'basil leave', 'halibut fillet', 'pepper']",208.9,13.0,11.0,8.0,53.0,6.0,1.0,['american']
21,grilled potatoes with garlic and rosemary,235502,45,18,"['oil', 'garlic', 'rosemary sprigs', 'salt', 'potato', 'pepper', 'chive']",304.8,21.0,7.0,0.0,10.0,9.0,13.0,['american']
22,savory baked potatoes,354535,70,11,"['potato', 'salt', 'olive oil']",323.9,7.0,11.0,73.0,14.0,3.0,21.0,['american']
23,sherry pan seared artichokes,313878,30,20,"['artichoke', 'olive oil', 'sherry wine vinegar', 'sherry', 'garlic', 'lemon zest', 'salt', 'pepper', 'thyme sprigs']",253.1,21.0,0.0,9.0,16.0,9.0,8.0,['american']
24,silky cauliflower soup with parmesan crisps,192987,30,16,"['head cauliflower', 'olive oil', 'durkee onion', 'garlic', 'chicken broth', 'parmesan cheese', 'salt', 'pepper', 'chive']",306.3,29.0,16.0,40.0,44.0,39.0,4.0,['american']
25,garlic chive grilled red potatoes,296819,40,7,"['potato', 'chive', 'oil', 'butter', 'cheese', 'garlic', 'salt', 'pepper']",358.8,19.0,17.0,83.0,20.0,23.0,17.0,-
26,mini   me   baked potatoes,261875,60,12,"['potato', 'oil', 'sea salt', 'cream', 'cheese', 'chive']",332.2,11.0,12.0,32.0,15.0,12.0,19.0,-
27,swedish roast potatoes,186909,80,6,"['potato', 'butter', 'oil', 'sea salt']",513.8,28.0,14.0,42.0,15.0,29.0,27.0,-
28,ultra creamy mashed potatoes,403657,35,9,"['swanson chicken broth', 'potato', 'cream', 'butter', 'pepper', 'turkey gravy']",390.1,16.0,12.0,56.0,30.0,28.0,19.0,-
29,wrinkled potatoes  papas arrugadas,55641,35,6,"['potato', 'sea salt']",261.8,0.0,10.0,582.0,13.0,0.0,19.0,-
30,easy no boil macaroni   cheese,240864,70,10,"['butter', 'macaroni', 'salt', 'pepper', 'cheddar cheese', 'milk']",546.2,47.0,5.0,36.0,50.0,97.0,13.0,['american']
31,hattie jo s homemade macaroni,380270,50,7,"['wheat elbow macaroni', 'butter', 'wheat flour', 'salt', 'pepper', 'milk', 'cheddar cheese']",592.7,45.0,5.0,27.0,52.0,92.0,18.0,['american']
32,loaded macaroni and cheese,340457,80,9,"['wheat elbow macaroni', 'butter', 'cheddar cheese', 'egg', 'milk', 'salt', 'pepper', 'cheddar cheese']",614.2,62.0,4.0,26.0,50.0,124.0,12.0,['american']
33,simply  a great macaroni and cheese,357162,55,6,"['butter', 'macaroni', 'milk', 'cheddar cheese', 'salt', 'pepper']",430.9,37.0,37.0,18.0,38.0,73.0,11.0,['american']
34,special twice baked potatoes,451305,110,11,"['potato', 'durkee onion', 'butter', 'pepper', 'salt', 'pepper', 'cheddar cheese', 'milk']",328.5,33.0,8.0,43.0,15.0,68.0,8.0,['american']
35,cracker barrel green chili jack chicken,296422,25,7,"['chicken strip', 'chili powder', 'chily', 'jack cheese', 'chili salsa']",516.0,37.0,17.0,29.0,128.0,63.0,2.0,-
36,grilled chicken and spinach quesadillas,382451,25,6,"['chicken meat', 'spinach leave', 'jack cheese', 'tortilla flour', 'avocado', 'chili salsa', 'cream']",937.2,81.0,15.0,53.0,96.0,95.0,22.0,-
37,quick and easy bruschetta,78437,15,7,"['bread', 'chili salsa', 'jack cheese', 'leaf basil']",677.7,18.0,28.0,63.0,60.0,31.0,37.0,-
38,spicy grilled bacon and tomato sandwich with avocado,390878,40,8,"['bacon', 'bread', 'butter', 'jack cheese', 'avocado', 'tomato']",660.5,75.0,17.0,29.0,43.0,105.0,12.0,-
39,super quick nachos,24185,15,6,"['tortilla chip', 'chili salsa', 'jack cheese']",544.4,65.0,10.0,47.0,71.0,134.0,1.0,-
40,best chocolate chip cookies,273806,30,9,"['butter', 'sugar', 'sugar', 'egg', 'vanilla extract', 'wheat flour', 'baking soda', 'water', 'salt', 'chocolate chip cookie', 'walnut']",265.7,19.0,99.0,6.0,5.0,37.0,12.0,-
41,crispy chocolate chip cookies,73910,20,9,"['butter', 'sugar', 'egg', 'vanilla extract', 'wheat flour', 'salt', 'chocolate chip cookie', 'walnut']",181.4,19.0,49.0,4.0,3.0,32.0,5.0,-
42,grandma best s chocolate chip cookies,196852,55,6,"['shortening', 'butter', 'sugar', 'sugar', 'walnut', 'egg', 'vanilla extract', 'wheat flour', 'baking soda', 'salt', 'chocolate chip cookie']",392.3,32.0,133.0,10.0,7.0,48.0,16.0,-
43,mccormick vanilla rich chocolate chip cookies,472626,65,12,"['wheat flour', 'baking soda', 'salt', 'butter', 'sugar', 'sugar', 'egg', 'vanilla extract', 'chocolate chip cookie', 'walnut']",268.1,22.0,87.0,7.0,5.0,37.0,11.0,-
44,practically perfect chocolate chip cookies,262812,90,11,"['wheat flour', 'baking soda', 'salt', 'sugar', 'sugar', 'butter', 'vanilla extract', 'egg', 'chocolate chip cookie']",141.1,11.0,49.0,5.0,2.0,22.0,6.0,-
45,jessica s chocolate chip cookies,284577,36,10,"['shortening', 'butter', 'sugar', 'sugar', 'baking soda', 'egg', 'vanilla', 'purpose flour', 'chocolate chip cookie']",292.1,23.0,99.0,3.0,6.0,36.0,12.0,-
46,peanut butter chocolate chunk cookies,48532,24,6,"['butter', 'peanut butter', 'sugar', 'sugar', 'egg', 'vanilla', 'purpose flour', 'baking soda', 'chocolate chip cookie']",115.1,12.0,25.0,2.0,4.0,18.0,3.0,-
47,peanut buttery chocolate chip cookies,93150,25,10,"['peanut butter', 'butter', 'sugar', 'sugar', 'egg', 'vanilla', 'purpose flour', 'baking soda', 'chocolate chip cookie']",139.6,10.0,57.0,3.0,3.0,17.0,6.0,-
48,polka dot cookies,198775,45,11,"['chocolate chip cookie', 'butter', 'purpose flour', 'baking soda', 'salt', 'egg', 'sugar', 'vanilla', 'mint chip']",77.8,6.0,23.0,1.0,2.0,12.0,3.0,-
49,white chocolate cranberry cookies,445607,20,14,"['butter', 'sugar', 'sugar', 'egg', 'vanilla', 'purpose flour', 'baking soda', 'chocolate chip cookie', 'cranberry']",73.3,5.0,27.0,1.0,1.0,10.0,3.0,-
50,green avocado hummus,113381,15,3,"['garbanzo bean', 'tahini sesame butter', 'lemon', 'juice', 'cream', 'oil', 'garlic', 'avocado', 'salt', 'pepper']",404.2,35.0,4.0,19.0,19.0,19.0,14.0,-
51,grilled garlic whistles  garlic scapes,452748,40,3,"['garlic', 'oil', 'salt', 'pepper', 'lemon', 'juice']",203.0,6.0,5.0,25.0,14.0,2.0,12.0,-
52,lemon salad dressing,33169,10,4,"['lemon', 'garlic', 'mustard', 'oil', 'pepper']",193.4,31.0,0.0,0.0,1.0,13.0,2.0,-
53,roasted broccoli and cauliflower,347938,40,4,"['broccoli', 'head cauliflower', 'oil', 'garlic', 'lemon', 'juice', 'pepper']",127.9,11.0,17.0,2.0,10.0,5.0,4.0,-
54,zucchini linguine,96041,11,5,"['zucchini', 'oil', 'lemon', 'juice', 'pepper']",76.8,10.0,7.0,0.0,2.0,4.0,1.0,-
55,penne with chunky garden sauce,193628,60,10,"['oil', 'chicken sausage', 'durkee onion', 'garlic', 'bell pepper', 'champignon mushroom', 'zucchini', 'baby carrot', 'tomato', 'tomato sauce', 'leaf basil', 'oregano', 'leaf parsley', 'pepper flake', 'pepper', 'penne pasta']",571.5,24.0,39.0,45.0,36.0,18.0,31.0,['italian']
56,spaghetti sauce   ww core,261756,35,6,"['oil', 'durkee onion', 'champignon mushroom', 'leaf parsley', 'garlic', 'leaf basil', 'oregano', 'tomato', 'tomato paste', 'salt', 'pepper']",180.1,11.0,60.0,32.0,14.0,5.0,8.0,['italian']
57,barley and lentil soup,46369,145,13,"['oil', 'durkee onion', 'garlic', 'baby carrot', 'celery seed', 'bell pepper', 'oil', 'leaf basil', 'oregano', 'beef broth', 'tomato', 'tomato paste', 'pearl barley', 'lentil', 'pepper', 'leaf parsley']",316.3,11.0,19.0,56.0,30.0,6.0,16.0,-
58,nutty wild rice,291747,75,9,"['almond', 'oil', 'durkee onion', 'baby carrot', 'garlic', 'champignon mushroom', 'grain rice', 'chicken broth', 'sherry', 'salt', 'pepper', 'oregano', 'leaf basil', 'leaf parsley']",225.2,8.0,14.0,23.0,17.0,3.0,9.0,-
59,weight watchers spiced chicken cacciatore,215227,50,12,"['oil', 'durkee onion', 'garlic', 'pepper', 'champignon mushroom', 'chicken breast', 'leaf basil', 'curry powder', 'table salt', 'pepper', 'tomato', 'leaf parsley', 'wheat spaghetti']",420.1,7.0,37.0,33.0,74.0,4.0,20.0,-
60,akara  african,307518,20,14,"['pea', 'durkee onion', 'pepper', 'salt', 'pepper', 'oil', 'tomato', 'pepper', 'parsley sprig']",232.3,1.0,36.0,0.0,29.0,1.0,14.0,-
61,bruschetta with pesto  tomatoes and thingies,225571,30,18,"['baguette', 'olive oil', 'basil pesto', 'tomato', 'durkee onion', 'salt', 'pepper', 'cream brie cheese']",150.7,1.0,6.0,10.0,12.0,1.0,9.0,-
62,bulgur wheat tabbouleh with chickpeas,182734,70,13,"['wheat bread', 'garbanzo bean', 'tomato', 'cucumber', 'parsley sprig', 'salt', 'pepper', 'olive oil', 'lemon juice concentrate']",176.0,3.0,35.0,0.0,17.0,1.0,11.0,-
63,pierogie casserole   wonderful,94242,65,9,"['pierogi', 'olive oil', 'champignon mushroom', 'durkee onion', 'tomato', 'parsley sprig', 'salt', 'pepper']",165.9,16.0,36.0,18.0,8.0,7.0,5.0,-
64,risotto salad,363899,75,17,"['arborio rice', 'chicken stock', 'durkee onion', 'salt', 'oil', 'lemon juice concentrate', 'caper', 'tomato', 'parsley sprig', 'leaf basil', 'garlic', 'olive oil', 'pepper']",629.5,35.0,22.0,21.0,24.0,17.0,30.0,-
65,garlic lover s chicken,13764,45,8,"['breadcrumb', 'parmesan cheese', 'leaf parsley', 'salt', 'pepper', 'milk', 'chicken breast halve', 'butter', 'garlic', 'lemon juice concentrate', 'paprika']",270.8,20.0,3.0,15.0,57.0,34.0,2.0,-
66,john s garlic chicken,406346,35,7,"['breadcrumb', 'parmesan cheese', 'salt', 'pepper', 'milk', 'chicken breast', 'butter', 'garlic', 'lemon juice concentrate', 'paprika']",311.7,19.0,3.0,24.0,67.0,35.0,4.0,-
67,mussels on the half shell,278694,15,8,"['mussel', 'breadcrumb', 'butter', 'leaf parsley', 'garlic', 'lemon zest', 'parmesan cheese', 'pepper', 'lemon', 'juice']",296.7,20.0,8.0,26.0,36.0,33.0,8.0,-
68,oven fried parmesan garlic chicken,365969,55,6,"['chicken breast halve', 'butter', 'garlic', 'parmesan cheese', 'breadcrumb', 'salt', 'pepper', 'leaf parsley', 'tarragon sprig']",430.6,33.0,5.0,37.0,86.0,61.0,4.0,-
69,parmesan breadcrumb baked chicken,174656,55,6,"['chicken breast', 'butter', 'breadcrumb', 'leaf parsley', 'salt', 'parmesan cheese', 'pepper', 'lemon', 'juice', 'paprika']",445.2,43.0,5.0,40.0,71.0,63.0,3.0,-
70,louisiana dirty rice   cajun style,249816,90,17,"['turkey giblet', 'chicken broth', 'water', 'bacon', 'bell pepper', 'bell pepper', 'durkee onion', 'scallion', 'baby carrot', 'leaf parsley', 'garlic', 'salt', 'pepper', 'cayenne pepper', 'grain rice', 'butter', 'beef liver']",289.8,15.0,15.0,27.0,31.0,22.0,11.0,['american']
71,wild rice and mushroom soup,31831,35,9,"['champignon mushroom', 'durkee onion', 'celery seed', 'butter', 'wheat flour', 'chicken broth', 'cream', 'grain rice', 'marjoram leaves', 'pepper']",416.9,38.0,18.0,33.0,26.0,74.0,12.0,['american']
72,cream of vegetable and wild rice soup with pheasant,186541,80,11,"['celery seed', 'durkee onion', 'baby carrot', 'pepper', 'champignon mushroom', 'bacon', 'butter', 'wheat flour', 'pepper', 'salt', 'chicken broth', 'breast', 'half', 'parsley flake', 'grain rice']",346.4,35.0,14.0,48.0,24.0,51.0,7.0,-
73,north woods chicken and wild rice soup   oamc,137393,35,16,"['bacon', 'durkee onion', 'celery seed', 'butter', 'wheat flour', 'salt', 'thyme sprigs', 'paprika', 'chicken breast', 'chicken broth', 'sauce', 'sherry', 'milk', 'half', 'grain rice']",490.2,55.0,5.0,34.0,42.0,83.0,6.0,-
74,turkey leftover soup,141714,100,12,"['chicken broth', 'grain rice', 'grain rice', 'durkee onion', 'butter', 'wheat flour', 'salt', 'pepper', 'milk', 'turkey', 'bacon', 'sherry', 'champignon mushroom', 'cayenne pepper']",598.3,57.0,6.0,58.0,68.0,88.0,7.0,-
75,cinnamon apple waffles,431114,20,10,"['wheat flour', 'salt', 'cinnamon', 'baking powder', 'sugar', 'egg', 'milk', 'butter', 'apple']",321.6,25.0,26.0,26.0,17.0,47.0,11.0,-
76,gamma s apple coffee cake,235665,50,14,"['butter', 'sugar', 'egg', 'vanilla extract', 'wheat flour', 'baking powder', 'salt', 'milk', 'apple', 'cinnamon']",540.1,20.0,242.0,14.0,14.0,38.0,33.0,-
77,giant cinnamon apple pancake,317117,30,10,"['apple', 'butter', 'cinnamon', 'sugar', 'wheat flour', 'milk', 'baking powder', 'salt', 'egg']",358.7,26.0,132.0,11.0,16.0,46.0,14.0,-
78,kittencal s german apple puff pancake,105212,60,11,"['butter', 'apple', 'wheat flour', 'milk', 'salt', 'baking powder', 'sugar', 'egg', 'cinnamon']",482.2,28.0,172.0,21.0,21.0,50.0,23.0,-
79,snickerdoodle apple muffins,486120,19,10,"['wheat flour', 'sugar', 'salt', 'baking powder', 'butter', 'milk', 'egg', 'apple', 'cinnamon']",336.2,25.0,106.0,14.0,7.0,51.0,14.0,-
80,a peach infused vodka,274336,4,7,"['peach', 'vodka']",2542.1,1.0,98.0,0.0,5.0,0.0,9.0,-
