,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,another minestrone soup for crock pot,46092,495,3,"['kidney bean', 'chicken broth', 'tomato', 'baby carrot', 'bean', 'celery rib', 'durkee onion', 'potato', 'leaf basil', 'seasoning salt', 'garlic', 'leaf basil', 'olive oil', 'pepper', 'parmesan cheese']",273.0,5.0,31.0,34.0,31.0,3.0,15.0,-
1,carrot soup with basil pesto swirl,344092,90,17,"['olive oil', 'durkee onion', 'shallot', 'curry powder', 'baby carrot', 'potato', 'garlic', 'salt', 'pepper', 'chicken broth', 'nutmeg', 'leaf basil', 'parmesan cheese', 'pine nut', 'pepper']",190.0,18.0,18.0,30.0,13.0,10.0,4.0,-
2,clear spinach and tomato soup ww friendly core,180172,40,7,"['durkee onion', 'garlic', 'olive oil', 'chicken broth', 'orzo pasta', 'spinach', 'tomato', 'leaf basil', 'pepper', 'parmesan cheese']",135.6,5.0,13.0,23.0,16.0,3.0,6.0,-
3,spaghetti squash stir fry,306038,45,11,"['spaghetti squash', 'baby carrot', 'durkee onion', 'garlic', 'bell pepper', 'bell pepper', 'chicken broth', 'soy sauce', 'leaf basil', 'pepper', 'parmesan cheese']",58.8,2.0,14.0,13.0,5.0,3.0,3.0,-
4,tomato carrot soup,188050,50,9,"['durkee onion', 'oil', 'baby carrot', 'curry powder', 'tomato', 'chicken broth', 'leaf basil', 'pepper']",91.2,5.0,25.0,19.0,9.0,3.0,3.0,-
5,atlantic clam chowder,247026,30,7,"['clam', 'side bacon', 'bacon', 'celery seed', 'durkee onion', 'chicken stock', 'potato', 'milk', 'salt', 'pepper']",408.1,32.0,39.0,38.0,57.0,38.0,8.0,-
6,baked creamy potato casserole,40114,65,5,"['potato', 'milk', 'butter', 'durkee onion', 'salt', 'pepper', 'parmesan cheese']",1087.8,74.0,20.0,131.0,76.0,150.0,43.0,-
7,dawn s creamy potato soup,213986,30,6,"['potato', 'bacon', 'durkee onion', 'butter', 'milk', 'cheddar cheese', 'salt', 'pepper']",1004.0,78.0,22.0,39.0,65.0,108.0,35.0,-
8,easy hash browns bacon casserole,150218,80,10,"['potato', 'pepper', 'durkee onion', 'bacon', 'cheddar cheese', 'milk', 'egg', 'salt', 'parmesan cheese']",532.8,54.0,3.0,59.0,43.0,83.0,10.0,-
9,red potato toss,273897,90,5,"['potato', 'mayonnaise', 'parmesan cheese', 'butter', 'bacon', 'parsley flake', 'salt', 'pepper']",792.6,85.0,30.0,55.0,31.0,88.0,20.0,-
10,grandma jeannette s red cabbage,422601,128,3,"['butter', 'cabbage', 'apple', 'cider vinegar', 'water', 'sugar', 'salt', 'pepper', 'clove']",147.6,9.0,76.0,57.0,2.0,18.0,7.0,['german']
11,pear chutney,483107,105,10,"['bosc pear', 'durkee onion', 'raisin', 'ginger', 'zest', 'garlic', 'cinnamon', 'clove', 'jalapeno pepper', 'sugar', 'cider vinegar', 'salt', 'pepper']",526.0,1.0,395.0,16.0,7.0,0.0,44.0,"['caribbean', 'indian']"
12,cranberry apple ginger sauce,143185,20,3,"['cranberry', 'sugar', 'apple', 'ginger', 'water', 'cider vinegar', 'zest', 'cinnamon candy']",474.6,0.0,416.0,0.0,2.0,0.0,40.0,-
13,fruit confit,76316,60,6,"['pear', 'banana', 'apple', 'quince', 'durkee onion', 'water', 'cider vinegar', 'sugar', 'raisin', 'garlic', 'ginger', 'salt', 'pepper', 'turmeric', 'nutmeg', 'clove', 'grapefruit juice']",274.1,0.0,183.0,20.0,4.0,0.0,22.0,-
14,spicy fruit finishing glaze for barbecue,393304,40,7,"['water', 'cider vinegar', 'wine vinegar', 'honey', 'sugar', 'ginger', 'clove', 'pepper flake', 'salt', 'pepper', 'durkee onion', 'fruit preserve']",268.4,0.0,197.0,7.0,0.0,0.0,22.0,-
15,chocolate  dirt,425260,5,3,['chocolate chip cookie'],201.2,19.0,91.0,0.0,3.0,37.0,8.0,-
16,chocolate peanut butter krispies,66898,15,3,"['chocolate chip cookie', 'peanut butter cookie', 'rice krispy']",50.5,3.0,16.0,1.0,2.0,6.0,2.0,-
17,halloween  pigeon poop,192730,1455,5,"['chocolate chip cookie', 'chocolate chip cookie']",147.1,13.0,65.0,0.0,3.0,26.0,5.0,-
18,melt in your mouth melon,235590,730,4,"['honeydew melon', 'strawberry sorbet', 'chocolate chip cookie']",115.2,0.0,103.0,2.0,3.0,0.0,9.0,-
19,mint chocolate chip ice cream pie,26365,15,6,"['chocolate ice cream', 'chocolate wafer pie crust', 'chocolate chip cookie']",67.1,6.0,30.0,0.0,1.0,12.0,2.0,-
20,italian pepper and sausage dinner,81311,30,16,"['olive oil', 'sausage', 'bell pepper', 'bell pepper', 'durkee onion', 'garlic', 'tomato', 'leaf basil', 'salt', 'pepper', 'cheese', 'cheese', 'leaf basil', 'rotini pasta']",643.5,41.0,33.0,49.0,53.0,42.0,24.0,['italian']
21,garlic romano tomatoes,150830,45,8,"['tomato', 'olive oil', 'salt', 'pepper', 'garlic', 'cheese']",233.5,32.0,16.0,54.0,9.0,21.0,2.0,-
22,mimi s bruschetta,128599,140,5,"['tomato', 'garlic', 'shallot', 'leaf basil', 'lemon juice concentrate', 'olive oil', 'pepper', 'sourdough bread']",135.1,18.0,12.0,0.0,2.0,8.0,2.0,-
23,no cook pasta sauce,51089,10,3,"['tomato', 'olive oil', 'bell pepper', 'pepper', 'cheese', 'garlic', 'lemon juice concentrate', 'vinegar', 'leaf basil', 'oregano', 'pepper', 'sugar', 'pepper']",356.9,55.0,17.0,7.0,3.0,25.0,2.0,-
24,seven layer rigatoni,157923,60,8,"['rotini pasta', 'sausage', 'tomato', 'garlic', 'leaf basil', 'champignon mushroom', 'pepper', 'parmesan cheese', 'mozzarella cheese']",448.5,46.0,19.0,57.0,49.0,66.0,6.0,-
25,cinnamon rolls,145375,210,15,"['water', 'butter', 'milk', 'egg', 'chocolate pudding mix', 'salt', 'wheat bread flour', 'bread dough', 'sugar', 'cinnamon', 'cheese', 'sugar icing', 'vanilla extract']",355.4,29.0,101.0,14.0,7.0,59.0,14.0,-
26,cinnamon rolls  cinnabon copycat,122687,45,26,"['egg', 'milk', 'butter', 'salt', 'sugar', 'wheat bread flour', 'bread dough', 'sugar', 'cinnamon', 'cheese', 'sugar', 'vanilla extract']",511.6,28.0,164.0,16.0,15.0,55.0,26.0,-
27,cinnamon rolls with lemon cream cheese icing puc,428413,186,23,"['milk', 'egg', 'margarine', 'wheat bread flour', 'salt', 'sugar', 'vanilla extract', 'almond extract', 'yeast', 'egg', 'water', 'sugar', 'sugar', 'cinnamon', 'butter', 'cheese', 'sugar icing', 'lemon']",501.9,29.0,144.0,16.0,16.0,45.0,24.0,-
28,orange rolls  for bread machine,416697,170,12,"['milk', 'juice', 'egg', 'butter', 'zest', 'wheat bread flour', 'salt', 'sugar', 'bread dough', 'sugar', 'cinnamon', 'sugar icing', 'vanilla extract']",398.1,14.0,133.0,11.0,13.0,28.0,23.0,-
29,super fantastic cinnamon rolls  bread machine recipe,203785,35,12,"['milk', 'egg', 'margarine', 'wheat bread flour', 'salt', 'sugar', 'bread dough', 'sugar', 'cinnamon', 'cheese', 'butter', 'sugar icing', 'vanilla extract']",511.3,28.0,164.0,17.0,15.0,33.0,26.0,-
30,k jons house seasoning,326920,2,2,"['salt', 'pepper', 'garlic', 'onion powder', 'paprika']",2.9,0.0,0.0,47.0,0.0,0.0,0.0,-
31,memphis rub by steven raichlen,376801,15,3,"['paprika', 'sugar', 'sugar', 'salt', 'celery', 'pepper', 'cayenne pepper', 'mustard', 'garlic', 'onion powder']",56.2,1.0,30.0,48.0,3.0,0.0,4.0,-
32,mike s special seasoning,399488,5,1,"['paprika', 'pepper', 'salt', 'sugar', 'garlic', 'onion powder', 'cayenne pepper']",5.8,0.0,2.0,20.0,0.0,0.0,0.0,-
33,paul s seasoning mix,106428,5,1,"['salt', 'paprika', 'garlic', 'onion powder', 'pepper']",17.5,0.0,4.0,23.0,1.0,0.0,1.0,-
