,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,apple creme brulee cheesecake,205645,120,38,"['cracker crumb', 'sugar', 'butter', 'apple', 'lemon juice concentrate', 'butter', 'cream', 'nutmeg', 'cheese', 'vanilla extract', 'salt', 'cinnamon', 'ground ginger', 'cream', 'cornstarch', 'egg', 'sugar']",456.5,46.0,150.0,11.0,12.0,85.0,14.0,-
1,new york  new york   cheesecake,195705,705,29,"['butter', 'crumb cake mix', 'cheese', 'cream', 'lemon juice concentrate', 'vanilla', 'cream', 'sugar', 'egg']",486.9,57.0,123.0,11.0,14.0,106.0,10.0,-
2,olive garden pumpkin cheesecake,458678,120,41,"['cracker crumb', 'gingersnap cookie', 'sugar', 'cinnamon', 'butter', 'cheese', 'pumpkin puree', 'sugar', 'egg', 'vanilla', 'salt', 'cinnamon', 'nutmeg', 'ground ginger', 'clove', 'cream', 'cream', 'caramel sauce', 'gingersnap crumb']",891.9,115.0,148.0,23.0,19.0,221.0,16.0,-
3,pumpkin bourbon cheesecake with graham pecan crust   creme,446066,120,55,"['cracker', 'sugar', 'pistachio', 'ground ginger', 'cinnamon', 'clove', 'butter', 'sugar', 'nutmeg', 'allspice', 'table salt', 'sugar pumpkin', 'cheese', 'vanilla extract', 'egg', 'cream', 'bourbon whiskey', 'cream', 'sugar']",477.9,53.0,118.0,12.0,12.0,92.0,11.0,-
4,spiced pumpkin cheesecake with brown sugar   bourbon cream,328609,120,47,"['cracker', 'sugar', 'ground ginger', 'cinnamon', 'clove', 'butter', 'nutmeg', 'allspice', 'table salt', 'sugar pumpkin', 'cheese', 'vanilla extract', 'lemon juice concentrate', 'egg', 'cream', 'cream', 'sugar', 'bourbon whiskey']",636.4,70.0,155.0,17.0,18.0,136.0,16.0,-
5,almond chocolate chip cookies,383246,10,8,"['butter', 'sugar', 'sugar', 'egg', 'vanilla', 'almond extract', 'wheat flour', 'salt', 'baking powder', 'baking soda', 'ground almond', 'chocolate chip cookie']",90.2,7.0,31.0,2.0,2.0,12.0,3.0,-
6,almond dream coffeecake,414010,35,12,"['sugar', 'butter', 'egg', 'wheat flour', 'cream', 'baking powder', 'baking soda', 'almond extract', 'almond', 'coconut', 'cinnamon', 'sugar']",233.8,12.0,85.0,6.0,7.0,24.0,11.0,-
7,almond joy cookies,267827,20,10,"['butter', 'sugar', 'sugar', 'egg', 'vanilla extract', 'almond extract', 'baking soda', 'salt', 'wheat flour', 'chocolate chip cookie', 'coconut']",121.9,10.0,40.0,3.0,2.0,21.0,5.0,-
8,noel cookies,358335,35,9,"['butter', 'sugar', 'egg', 'almond extract', 'wheat flour', 'baking powder', 'salt', 'chocolate chip cookie', 'coconut', 'maraschino cherry']",128.6,13.0,34.0,2.0,2.0,31.0,4.0,-
9,white chocolate almond scones,258608,22,11,"['butter', 'wheat flour', 'sugar', 'baking powder', 'salt', 'egg', 'half', 'almond extract', 'chocolate chip cookie', 'almond', 'egg white']",213.8,15.0,19.0,13.0,8.0,29.0,8.0,-
10,grecian grilled cheese,307492,20,4,"['bread', 'oil', 'feta cheese', 'tomato', 'oregano leaves', 'pepper']",851.0,74.0,29.0,85.0,56.0,103.0,25.0,['greek']
11,greek feta saganaki,373559,10,8,"['feta cheese', 'egg', 'oregano', 'wheat flour', 'oil', 'tomato', 'leaf basil', 'pepper']",620.5,65.0,39.0,57.0,50.0,103.0,12.0,['greek']
12,grilled feta and tomato sandwich,120815,10,5,"['bread', 'oil', 'feta cheese', 'tomato', 'oregano leaves', 'pepper']",947.6,84.0,42.0,83.0,66.0,112.0,27.0,['greek']
13,marinated greek feta,141627,5,4,"['feta cheese', 'oil', 'pepper', 'oregano leaves', 'leaf', 'olive', 'bread']",603.9,93.0,10.0,48.0,19.0,79.0,2.0,"['australian', 'greek']"
14,strapatsada  scrambled eggs in tomato sauce,60197,20,7,"['tomato', 'pepper', 'egg', 'oil', 'feta cheese', 'pepper']",381.0,47.0,24.0,32.0,38.0,63.0,2.0,['greek']
15,avocado dip   spread,251715,10,8,"['avocado', 'tomato', 'jalapeno pepper', 'lemon juice concentrate', 'ground cilantro']",253.5,34.0,11.0,0.0,7.0,16.0,5.0,-
16,beef wrap melt,359257,5,5,"['mayonnaise', 'flour tortilla', 'deli roast beef', 'cheddar cheese', 'spinach leave', 'tomato']",85.8,6.0,5.0,20.0,16.0,5.0,1.0,-
17,oh so good crab salad stuffed tomatoes,25167,15,3,"['tomato', 'crab meat', 'avocado', 'jalapeno pepper', 'garlic', 'ground cilantro', 'lime', 'salt', 'cayenne pepper', 'mayonnaise']",309.9,25.0,23.0,51.0,51.0,11.0,5.0,-
18,panera bread tex mex bacon  lettuce and tomato recipe,211985,10,4,"['mayonnaise', 'chili powder', 'jalapeno pepper', 'basil bread', 'turkey bacon', 'tomato', 'avocado', 'ground cilantro', 'leaf lettuce']",330.3,34.0,51.0,39.0,24.0,22.0,7.0,-
19,will s guacamole,113075,10,4,"['avocado', 'ground cilantro', 'tomato', 'durkee onion', 'salt', 'jalapeno pepper']",336.2,45.0,11.0,0.0,9.0,21.0,6.0,-
20,mile high multigrain bread,349300,155,27,"['water', 'oil', 'sugar', 'salt', 'yeast', 'multigrain bread', 'wheat flour', 'butter']",67.5,3.0,7.0,8.0,2.0,2.0,3.0,-
21,soft pretzels  for bread machines,45567,128,28,"['yeast', 'sugar', 'wheat flour', 'water', 'salt', 'oil', 'egg white', 'salt', 'butter']",211.8,6.0,6.0,6.0,11.0,2.0,12.0,-
22,steel cut oatmeal,279636,35,28,"['butter', 'steel cut oat', 'water', 'salt']",354.3,17.0,0.0,3.0,26.0,23.0,17.0,-
23,the ultimate breadsticks,163033,135,32,"['yeast', 'water', 'sugar', 'salt', 'oil', 'wheat flour', 'butter']",159.7,7.0,3.0,10.0,7.0,10.0,8.0,-
24,ww 1 point   arepas  alternative to tortillas  oamc,121786,18,16,"['water', 'arepa flour', 'salt', 'oil']",3.3,0.0,0.0,0.0,0.0,0.0,0.0,-
25,lemon verbena water,66757,182,3,"['lemon verbena leaf', 'water']",0.0,0.0,0.0,3.0,0.0,0.0,0.0,-
26,mexican hot chocolate for really lazy people on a diet,348493,3,4,"['cinnamon apple tea bag', 'diet cocoa mix', 'water']",1.2,0.0,0.0,0.0,0.0,0.0,0.0,-
27,molasses   iron builder,118880,7,1,"['blackstrap molasses', 'water']",58.0,0.0,44.0,0.0,0.0,0.0,4.0,-
28,multipurpose cleaner,410149,5,3,"['liquor', 'ammonia', 'soap', 'water']",0.0,0.0,0.0,2.0,0.0,0.0,0.0,-
29,unknownchef86 s easy beefy tomato soup,254259,4,2,"['tomato basil soup mix', 'beef bouillon cube', 'water']",96.3,1.0,50.0,45.0,5.0,1.0,6.0,-
30,cracker snacks  simple  no cooking involved,308895,5,6,"['saltine cracker', 'canola oil', 'ranch dressing mix', 'pepper flake', 'pepper', 'pepper', 'garlic']",488.3,58.0,2.0,20.0,8.0,15.0,11.0,-
31,spiced soda crackers,231962,130,6,"['saltine cracker', 'ranch dressing mix', 'canola oil', 'pepper flake']",172.3,21.0,0.0,6.0,2.0,5.0,3.0,-
32,spicy crackers,320688,75,5,"['canola oil', 'pepper flake', 'ranch dressing mix', 'baby dill pickle', 'garlic', 'saltine cracker']",140.5,16.0,0.0,6.0,2.0,4.0,3.0,-
33,spicy hot crackers,138459,20,4,"['canola oil', 'ranch dressing mix', 'pepper flake', 'saltine cracker']",363.0,40.0,3.0,17.0,7.0,12.0,9.0,-
34,zesty ranch crackers,264490,5,6,"['saltine cracker', 'canola oil', 'ranch dressing mix', 'pepper flake']",30.8,3.0,0.0,1.0,0.0,0.0,0.0,-
35,mimi s meatloaf,201679,75,15,"['butter', 'ground beef', 'ground pork', 'durkee onion', 'pepper', 'garlic', 'egg', 'cream', 'breadcrumb', 'pepper', 'beef broth', 'wheat flour', 'water']",547.9,54.0,14.0,23.0,63.0,81.0,8.0,['american']
36,yummy salisbury,113319,40,14,"['ground beef', 'egg', 'cornbread mix', 'salt', 'pepper', 'sauce', 'butter', 'durkee onion', 'wheat flour', 'beef broth', 'leaf parsley']",286.1,26.0,6.0,20.0,51.0,38.0,2.0,['american']
37,mom s christmas  swedish meatballs,489730,120,12,"['durkee onion', 'butter', 'breadcrumb', 'half', 'ground beef', 'ground pork', 'salt', 'pepper', 'nutmeg', 'egg', 'leaf parsley', 'wheat flour']",885.7,99.0,12.0,47.0,89.0,159.0,9.0,-
38,st  mark s swedish meatballs,403352,75,23,"['ground beef', 'veal', 'ground pork', 'breadcrumb', 'cream', 'durkee onion', 'butter', 'egg', 'leaf parsley', 'salt', 'ginger', 'pepper', 'nutmeg', 'wheat flour', 'beef broth', 'water', 'espresso', 'pepper']",532.1,48.0,9.0,61.0,71.0,69.0,8.0,-
