,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,brennan s cajun seasoning mix,187842,5,2,"['salt', 'paprika', 'garlic', 'pepper', 'onion powder', 'cayenne pepper', 'thyme sprigs', 'oregano']",338.6,10.0,23.0,1165.0,28.0,7.0,24.0,['american']
1,kickin  cajun seasoning mix,503970,5,1,"['salt', 'onion powder', 'garlic', 'paprika', 'cayenne pepper', 'thyme sprigs', 'pepper', 'pepper', 'oregano']",215.1,6.0,16.0,1164.0,17.0,4.0,15.0,['american']
2,beef steak seasoning mix,83903,1,2,"['salt', 'paprika', 'pepper', 'garlic', 'onion powder', 'thyme sprigs']",159.7,5.0,11.0,873.0,14.0,3.0,11.0,-
3,poultry rub,149198,1,2,"['paprika', 'cayenne pepper', 'pepper', 'garlic', 'onion powder', 'salt', 'oregano', 'thyme sprigs']",382.0,13.0,73.0,777.0,34.0,8.0,27.0,-
4,spice mix for pork or chicken,281911,10,2,"['salt', 'pepper', 'pepper', 'garlic', 'onion powder', 'paprika', 'paprika', 'cayenne pepper', 'thyme sprigs', 'oregano', 'leaf basil']",187.8,6.0,13.0,1034.0,15.0,4.0,13.0,-
5,afternoon pick me up,249761,2,3,"['vegetable juice cocktail', 'vinegar', 'garlic', 'sauce']",48.3,0.0,32.0,27.0,3.0,0.0,3.0,-
6,houses of parliament marinade for chicken or pork,22243,260,4,"['hp steak sauce', 'wine', 'oil', 'sauce', 'garlic', 'chicken breast']",253.2,12.0,2.0,3.0,54.0,6.0,0.0,-
7,italiano fondue,289942,10,5,"['sauce', 'wine', 'mozzarella cheese']",96.8,7.0,14.0,11.0,9.0,13.0,1.0,-
8,pink snowflake,317142,2,3,"['grapefruit juice', 'wine']",759.3,0.0,28.0,1.0,1.0,0.0,9.0,-
9,winey garlic   oven or crock pot  and fat free,205796,55,6,"['garlic', 'wine', 'rosemary sprigs']",39.0,0.0,1.0,0.0,1.0,0.0,1.0,-
10,asparagus with brown butter,29360,13,6,"['butter', 'lemon juice concentrate', 'asparagus', 'leaf parsley']",150.2,18.0,18.0,3.0,10.0,37.0,3.0,-
11,falafel casserole,134344,35,4,"['falafel mix', 'egg', 'lemon peel', 'lemon juice concentrate', 'leaf parsley']",41.5,3.0,1.0,1.0,6.0,3.0,0.0,-
