,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,marinated salmon seared in a pepper crust,178839,45,4,"['soy sauce', 'garlic', 'lemon juice concentrate', 'sugar', 'salmon', 'pepper', 'oil']",369.7,32.0,10.0,47.0,74.0,16.0,2.0,-
1,pomegranate molasses dressing,114196,7,4,"['garlic', 'cumin', 'sugar', 'pomegranate juice', 'lemon juice concentrate', 'oil', 'salt', 'pepper']",245.8,41.0,2.0,0.0,0.0,18.0,0.0,-
2,salmon au poivre,223189,60,7,"['salmon fillet', 'soy sauce', 'garlic', 'lemon juice concentrate', 'sugar', 'pepper', 'oil']",564.9,57.0,10.0,47.0,97.0,39.0,2.0,-
3,simple grilled pork chops,336098,57,9,"['lemon juice concentrate', 'soy sauce', 'oil', 'sugar', 'rosemary sprigs', 'pepper', 'pork rib']",248.8,25.0,4.0,33.0,42.0,25.0,0.0,-
4,south african chicken,291587,390,11,"['durkee onion', 'garlic', 'lemon juice concentrate', 'pepper', 'chicken meat', 'oil']",389.5,39.0,19.0,4.0,52.0,34.0,4.0,-
5,delectable italian meatballs,14391,30,10,"['ground beef', 'breadcrumb', 'garlic', 'egg', 'bread', 'garlic', 'pepper', 'salt', 'oil']",473.1,43.0,5.0,21.0,72.0,53.0,5.0,['italian']
6,kittencal s classic spaghetti carbonara,259395,25,13,"['bacon', 'garlic', 'spaghetti', 'egg', 'salt', 'parmesan cheese', 'pepper', 'leaf parsley']",867.6,60.0,10.0,40.0,75.0,73.0,29.0,['italian']
7,lasagna alla paola,90590,75,10,"['lasagna noodle', 'ground beef', 'sausage', 'garlic', 'leaf basil', 'salt', 'tomato', 'tomato paste', 'wine', 'egg', 'ricotta cheese', 'parmesan cheese', 'parsley flake', 'pepper', 'mozzarella cheese']",773.6,64.0,33.0,76.0,107.0,109.0,14.0,['italian']
8,the best braciole,272691,150,14,"['parmesan cheese', 'gouda cheese', 'breadcrumb', 'leaf parsley', 'garlic', 'oil', 'salt', 'pepper', 'flank steak', 'wine', 'pizza sauce']",801.0,64.0,80.0,89.0,102.0,70.0,14.0,['italian']
9,best parmesan chicken ever,345516,45,11,"['chicken thigh', 'parmesan cheese', 'breadcrumb', 'garlic', 'salt', 'pepper', 'egg', 'truffle oil']",1104.2,109.0,12.0,149.0,171.0,114.0,8.0,-
10,cheese charlotte,189604,50,9,"['gruyere cheese', 'bread', 'egg', 'milk', 'paprika', 'nutmeg', 'butter']",702.7,60.0,3.0,36.0,77.0,105.0,15.0,['french']
11,cheese omelette  omelette au fromage,271739,8,11,"['egg', 'salt', 'pepper', 'nutmeg', 'parmesan cheese', 'butter', 'gruyere cheese']",450.5,55.0,4.0,23.0,57.0,93.0,0.0,['french']
12,french onion soup  soupe a l oignon,53181,75,6,"['durkee onion', 'butter', 'beef stock', 'cognac', 'bread', 'gruyere cheese']",638.1,38.0,21.0,80.0,48.0,69.0,26.0,['french']
13,portobello croque monsieur,373325,20,12,"['portabella mushroom', 'olive oil', 'pepper', 'butter', 'bread', 'pesto sauce', 'gruyere cheese']",485.5,48.0,15.0,22.0,44.0,80.0,9.0,['french']
14,the classic french bistro sandwich   croque monsieur,234010,20,7,"['bread', 'butter', 'ham', 'gruyere cheese', 'egg', 'water', 'salt', 'pepper']",487.7,55.0,9.0,24.0,31.0,105.0,8.0,['french']
15,homestyle vegetable soup,77772,50,8,"['beef broth', 'durkee onion', 'celery seed', 'potato', 'tomato', 'cabbage', 'bean', 'corn', 'baby carrot', 'pepper', 'water']",185.9,2.0,37.0,37.0,15.0,0.0,13.0,-
16,lima bean and kielbasa soup  crock pot,255135,615,4,"['bean', 'kielbasa', 'baby carrot', 'celery seed', 'durkee onion', 'garlic', 'water', 'salt', 'pepper', 'tomato']",262.8,16.0,23.0,23.0,26.0,17.0,9.0,-
17,rick s vegetable beef soup,126158,135,10,"['beef stew meat', 'baby carrot', 'potato', 'corn', 'durkee onion', 'beef bouillon granule', 'leaf', 'tomato', 'bean', 'water', 'salt', 'pepper']",286.8,7.0,27.0,5.0,52.0,9.0,12.0,-
18,slow cooker vegetable soup,104256,510,4,"['beef steak', 'tomato', 'water', 'potato', 'durkee onion', 'celery seed', 'baby carrot', 'beef bouillon cube', 'leaf basil', 'oregano', 'salt', 'pepper', 'vegetable']",207.8,9.0,18.0,17.0,31.0,11.0,7.0,-
19,vegetarian barley vegetable soup,9693,100,10,"['butter', 'durkee onion', 'baby carrot', 'celery seed', 'water', 'tomato', 'salt', 'leaf basil', 'thyme sprigs', 'pepper', 'pearl barley', 'bean', 'dill weed']",178.2,9.0,16.0,27.0,8.0,18.0,9.0,-
20,baileys mocha frapp,303753,10,3,"['ice cube', 'cream', 'espresso', 'milk', 'chocolate fudge topping']",31.5,2.0,0.0,0.0,3.0,4.0,0.0,-
21,caramel iced coffee at home,313125,5,4,"['caramel syrup', 'cream', 'milk', 'espresso', 'ice cube']",157.1,21.0,0.0,2.0,6.0,43.0,1.0,-
22,coffee fantasy,16086,5,2,"['cream', 'espresso', 'milk']",218.1,16.0,37.0,3.0,9.0,34.0,4.0,-
23,no sugar added iced coffee,29570,15,3,"['espresso', 'milk', 'milk', 'ice cube', 'cream']",139.2,6.0,89.0,3.0,8.0,12.0,7.0,-
24,suada over ice,355109,5,2,"['espresso', 'milk', 'ice cube']",122.1,5.0,81.0,2.0,6.0,10.0,6.0,-
25,fiesta baked chicken,404034,35,12,"['chicken breast', 'salt', 'cumin', 'oregano', 'chili powder', 'cayenne pepper', 'garlic', 'bell pepper', 'durkee onion', 'olive', 'chili salsa']",260.8,19.0,18.0,49.0,51.0,16.0,3.0,"['american', 'mexican']"
26,southwestern chili,23238,46,9,"['chicken breast', 'pepper', 'garlic', 'durkee onion', 'oil', 'chili powder', 'cumin', 'cayenne pepper', 'tomato', 'chicken broth', 'ranch style bean', 'chili salsa', 'corn', 'salt', 'pepper']",240.3,11.0,32.0,41.0,41.0,6.0,8.0,['american']
27,spicy zucchini,294820,10,8,"['oil', 'durkee onion', 'zucchini', 'garlic', 'chili powder', 'salt']",57.1,5.0,13.0,25.0,3.0,2.0,1.0,['american']
28,tex mex skillet chicken,37422,40,11,"['chicken breast', 'cumin', 'salt', 'vegetable oil', 'durkee onion', 'bell pepper', 'garlic', 'grain rice', 'chili salsa', 'chicken broth', 'jack cheese', 'tomato', 'olive']",346.5,29.0,13.0,40.0,46.0,32.0,6.0,['american']
29,southwestern chicken skillet,223623,30,10,"['chili powder', 'cumin', 'salt', 'chicken breast', 'oil', 'garlic', 'chili salsa', 'mustard', 'jack cheese', 'durkee onion']",278.1,21.0,5.0,28.0,65.0,32.0,1.0,-
30,balsamic shrimp saute,260859,25,8,"['butter', 'vinegar', 'garlic', 'sauce', 'seafood seasoning', 'shrimp']",147.9,18.0,9.0,14.0,12.0,36.0,1.0,['american']
31,barbecue pork skillet,177855,15,4,"['pork roast', 'cheese fantastico salad dress', 'barbecue sauce', 'chili powder']",153.5,8.0,5.0,21.0,42.0,8.0,1.0,['american']
32,bbq party and snack mix,41274,70,10,"['fritos corn chip', 'snack', 'cracker', 'corn nut', 'sesame', 'potato stick', 'soya oil', 'butter', 'sauce', 'paprika', 'garlic', 'onion powder', 'chili powder', 'smoke', 'tabasco jalapeno sauce', 'barbecue sauce']",231.8,24.0,2.0,9.0,14.0,31.0,5.0,['american']
33,buffalo wing garlic toasted hoagies,137060,35,22,"['hoagie roll', 'butter', 'garlic', 'leaf parsley', 'chicken breast', 'sauce', 'barbecue sauce', 'chili powder', 'cheese', 'leaf lettuce', 'pepper', 'celery seed', 'tomato', 'cheese fantastico salad dress']",959.1,125.0,20.0,87.0,44.0,216.0,12.0,['american']
34,kelly s spicy buffalo wings and drumettes,208472,35,10,"['chicken wing', 'butter', 'sauce', 'barbecue sauce', 'chili powder', 'pepper', 'garlic', 'oil', 'cheese fantastico salad dress', 'cheese', 'celery rib']",698.5,91.0,7.0,48.0,73.0,86.0,1.0,['american']
35,cabbage  water chestnuts  n celery casserole,54563,50,10,"['celery seed', 'cabbage', 'water', 'vegetable bouillon cube', 'mushroom soup', 'durkee onion', 'water chestnut', 'pepper', 'cheddar cheese', 'chow mein noodle', 'pepper']",178.3,15.0,16.0,20.0,12.0,20.0,5.0,-
36,chinese hamburger hash,146760,95,10,"['hamburger', 'oil', 'durkee onion', 'celery seed', 'mushroom soup', 'chicken soup', 'water', 'grain rice', 'soy sauce', 'pepper', 'chow mein noodle']",484.0,39.0,12.0,64.0,59.0,37.0,10.0,-
37,chinese laundry,33209,55,3,"['hamburger', 'mushroom soup', 'chicken soup', 'water', 'minute rice', 'celery seed', 'durkee onion', 'bean sprout', 'soy sauce', 'pepper', 'champignon mushroom', 'butter', 'chow mein noodle']",207.3,19.0,9.0,50.0,31.0,22.0,2.0,-
