,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,danish cookies  press cookies,156610,25,9,"['wheat flour', 'sugar', 'butter', 'salt', 'vanilla', 'egg']",72.3,5.0,16.0,2.0,1.0,11.0,2.0,-
1,oatmeal cookie brittle,183020,27,13,"['butter', 'sugar', 'sugar', 'egg', 'vanilla', 'wheat flour', 'salt', 'oat', 'semisweet chocolate chip']",102.0,8.0,33.0,2.0,2.0,15.0,4.0,-
2,peanut butter cookies with chocolate chunks,154195,32,13,"['wheat flour', 'oat', 'baking soda', 'salt', 'peanut butter', 'sugar', 'butter', 'honey', 'egg', 'vanilla', 'semisweet chocolate']",200.1,18.0,49.0,5.0,8.0,25.0,7.0,-
3,peanut butter oatmeal chocolate chunk cookies,326215,28,12,"['wheat flour', 'oat', 'baking soda', 'baking powder', 'salt', 'sugar', 'sugar', 'butter', 'peanut butter', 'egg', 'vanilla', 'semisweet chocolate']",134.9,11.0,41.0,4.0,4.0,17.0,5.0,-
4,super easy fudgy mini chocolate cakes,141102,22,15,"['semisweet chocolate', 'butter', 'egg', 'sugar', 'salt', 'wheat flour']",336.7,33.0,129.0,5.0,7.0,64.0,12.0,-
5,cooked red salsa,181096,15,6,"['tomato', 'jalapeno pepper', 'garlic salt']",53.8,0.0,31.0,0.0,5.0,0.0,3.0,['mexican']
6,easy excellent salsa,392493,7,3,"['tomato', 'chily', 'ground cilantro', 'durkee onion', 'pepper', 'garlic salt', 'jalapeno pepper']",47.9,0.0,25.0,12.0,3.0,0.0,3.0,['mexican']
7,green chili salsa,81193,10,3,"['durkee onion', 'tomato', 'olive', 'chily', 'garlic salt', 'pepper', 'wine vinegar', 'oil', 'tortilla chip']",53.1,5.0,10.0,5.0,2.0,2.0,1.0,['mexican']
8,holly s salsa,175765,15,4,"['tomato', 'durkee onion', 'cilantro', 'garlic', 'tomato sauce', 'wedge', 'jalapeno pepper', 'garlic salt', 'pepper']",43.5,0.0,22.0,2.0,3.0,0.0,3.0,['mexican']
9,pico de gallo   tomato salsa,438800,11,2,"['salt', 'pepper', 'garlic', 'durkee onion', 'ground cilantro', 'tomato', 'lime juice concentrate', 'bell pepper', 'jalapeno pepper']",26.5,0.0,12.0,36.0,2.0,0.0,2.0,['mexican']
10,dark pecan pie   virginian hostess style,298939,50,14,"['egg', 'corn syrup', 'sugar', 'butter', 'vanilla extract', 'salt', 'pecan halve', 'pie pastry']",462.2,39.0,97.0,10.0,10.0,27.0,19.0,['american']
11,pain perdu je t aime,171555,30,19,"['egg', 'sugar', 'cinnamon', 'nutmeg', 'cream', 'vanilla extract', 'salt', 'challah bread crumb', 'butter', 'oil', 'pecan halve', 'sugar', 'maple syrup', 'fruit']",688.9,60.0,111.0,25.0,40.0,69.0,21.0,['american']
12,pumpkin bread pudding with raisin nut bread,424,190,19,"['raisin bread', 'butter', 'butter croissant', 'egg', 'sugar', 'vanilla extract', 'cream', 'cinnamon', 'nutmeg']",438.5,44.0,78.0,12.0,16.0,83.0,12.0,['american']
13,pumpkin cheesecake with gluten free gingersnap crust,257730,460,19,"['gingersnap crumb', 'butter', 'sugar', 'cheese', 'pumpkin puree', 'egg', 'vanilla extract', 'cinnamon', 'nutmeg', 'allspice', 'pecan halve']",445.2,43.0,101.0,14.0,13.0,75.0,14.0,['american']
14,raisin bread and croissant bread pudding,4352,65,19,"['raisin bread', 'butter', 'butter croissant', 'egg', 'sugar', 'vanilla extract', 'cream', 'cinnamon', 'nutmeg']",438.7,44.0,78.0,12.0,16.0,83.0,12.0,['american']
15,audlin sweet potato pie,164582,90,10,"['potato', 'sugar', 'margarine', 'egg', 'cinnamon', 'nutmeg', 'ginger', 'milk', 'pie shell']",849.6,60.0,292.0,34.0,20.0,50.0,38.0,['american']
16,drunken sweet potato pie,139402,105,16,"['pie shell', 'potato', 'sugar', 'salt', 'cinnamon', 'nutmeg', 'egg', 'milk', 'butter', 'rum', 'vanilla extract']",310.8,24.0,48.0,15.0,11.0,39.0,11.0,['american']
17,jazz fest sweet potato pone,53639,120,12,"['potato', 'butter', 'egg', 'sugar', 'milk', 'vanilla extract', 'molasses', 'salt', 'cinnamon', 'nutmeg', 'clove', 'zest']",354.1,15.0,100.0,16.0,11.0,29.0,19.0,['american']
18,sweet potato pie v,4048,0,5,"['pie shell', 'potato', 'butter', 'egg', 'milk', 'sugar', 'corn syrup', 'vanilla extract', 'ginger', 'cinnamon', 'nutmeg', 'cream']",238.7,12.0,72.0,6.0,7.0,15.0,12.0,['american']
19,sweet potato pone,8689,90,13,"['potato', 'butter', 'egg', 'sugar', 'milk', 'vanilla extract', 'molasses', 'salt', 'cinnamon', 'nutmeg', 'clove', 'zest']",354.1,15.0,100.0,16.0,11.0,29.0,19.0,['american']
20,bulgur stuffing with celery  apples and sage,181301,30,8,"['oil', 'wheat bread', 'durkee onion', 'celery seed', 'tart cooking apple', 'garlic', 'sage', 'thyme sprigs', 'marjoram leaves', 'chicken broth', 'leaf', 'leaf parsley', 'sage', 'pepper']",99.1,4.0,24.0,17.0,5.0,1.0,5.0,-
