,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,arroz pilaf,227829,30,9,"['oil', 'garlic', 'durkee onion', 'grain rice', 'tomato', 'chili powder', 'beef stock', 'salt']",266.9,11.0,8.0,35.0,10.0,6.0,14.0,['american']
1,broiled baby zucchini boats,124292,22,9,"['oil', 'garlic', 'zucchini', 'salt', 'pepper', 'parmesan cheese']",78.1,8.0,8.0,10.0,7.0,7.0,1.0,['american']
2,corn and red pepper medley,177948,25,3,"['corn', 'oil', 'pepper', 'durkee onion', 'garlic', 'leaf parsley', 'salt', 'chili powder', 'pepper']",151.3,7.0,27.0,12.0,7.0,3.0,9.0,['american']
3,marinated grilled chuck steak,414780,50,8,"['beef steak', 'lemon juice concentrate', 'oil', 'durkee onion', 'garlic', 'chili powder', 'salt', 'ground ginger']",271.2,42.0,7.0,51.0,2.0,19.0,2.0,['american']
4,zucchini  spaghetti,460683,20,6,"['oil', 'garlic', 'zucchini', 'salt']",152.0,17.0,34.0,13.0,8.0,8.0,3.0,"['american', 'italian']"
5,brunch bellinis,36020,5,2,"['lemon juice concentrate', 'peach nectar', 'brut champagne']",33.2,0.0,0.0,0.0,0.0,0.0,2.0,-
6,cleaning a cuttingboard,382715,3,9,"['lemon juice concentrate', 'hydrogen peroxide']",13.4,0.0,6.0,0.0,0.0,0.0,1.0,-
7,lemon asparagus and carrots,7090,15,11,"['baby carrot', 'asparagus spear', 'lemon pepper seasoning', 'lemon juice concentrate']",24.9,0.0,9.0,1.0,2.0,0.0,1.0,-
8,pumpkin marmalade,261132,70,5,"['pumpkin puree', 'marmalade', 'ginger', 'lemon juice concentrate']",35.7,0.0,32.0,0.0,0.0,0.0,3.0,-
9,raspberry limoncello martini,390147,2,3,"['raspberry liquor', 'limoncello', 'lemon juice concentrate']",103.9,0.0,2.0,0.0,0.0,0.0,0.0,-
10,cheesy enchilada bake,216859,60,11,"['enchilada sauce', 'cheese', 'taco seasoning', 'corn tortilla']",450.3,40.0,3.0,52.0,45.0,78.0,10.0,['mexican']
11,creamy enchiladas,54248,40,6,"['enchilada sauce', 'corn tortilla', 'durkee onion', 'ground beef', 'cheese', 'chili salsa', 'cheddar cheese', 'jack cheese', 'garlic', 'pepper']",775.8,81.0,19.0,99.0,88.0,142.0,10.0,['mexican']
12,jacklyn s crazy voo doo cheese enchiladas,249293,35,12,"['corn tortilla', 'cheddar cheese', 'asadero cheese', 'enchilada sauce', 'durkee onion']",435.8,44.0,59.0,93.0,51.0,91.0,5.0,"['american', 'mexican']"
13,savory delicious enchiladas verdes,461710,50,13,"['chicken breast halve', 'chicken broth', 'durkee onion', 'garlic', 'salt', 'enchilada sauce', 'vegetable oil', 'cheese', 'ground cilantro', 'cream', 'chily', 'corn tortilla']",553.9,48.0,77.0,120.0,33.0,49.0,18.0,['mexican']
14,simple cheese enchiladas,249277,35,21,"['corn tortilla', 'enchilada sauce', 'cheese', 'durkee onion', 'garlic']",201.0,16.0,3.0,33.0,18.0,29.0,5.0,['mexican']
15,ginger sesame dressing,58806,5,4,"['ginger', 'sugar', 'wine vinegar', 'ginger juice', 'soy sauce', 'sesame oil']",53.1,5.0,5.0,21.0,2.0,2.0,1.0,-
16,orange five spice dressing,189320,35,3,"['juice', 'pectin', 'wine vinegar', 'soy sauce', 'sugar', 'spice powder']",16.9,0.0,12.0,3.0,0.0,0.0,1.0,-
17,sesame soy beef marinade,290437,2,3,"['juice', 'soy sauce', 'sesame oil', 'sugar', 'garlic']",186.8,14.0,66.0,111.0,11.0,6.0,7.0,-
18,sweet   spicy asian dipping sauce,315352,10,1,"['soy sauce', 'rice vinegar', 'chili sauce', 'sesame oil', 'sugar', 'sesame seed']",18.7,1.0,6.0,10.0,0.0,0.0,0.0,-
19,tomato sesame crusted lamb racks,266679,45,4,"['lamb', 'sesame oil', 'soy sauce', 'sesame seed', 'durkee onion', 'tomato paste', 'peanut butter', 'sugar']",126.5,11.0,35.0,25.0,8.0,6.0,4.0,-
20,belinda s mexican rice,241947,35,3,"['grain rice', 'chicken broth', 'chili salsa', 'cumin powder', 'garlic salt', 'vegetable oil']",224.8,6.0,3.0,20.0,11.0,3.0,13.0,"['american', 'mexican']"
21,chunky green  guacamole,291466,5,1,"['chili salsa', 'avocado']",169.7,22.0,6.0,8.0,5.0,10.0,3.0,"['american', 'mexican']"
22,eggchilada,121147,10,7,"['egg', 'tortilla flour', 'chili salsa', 'cheddar cheese']",575.1,35.0,20.0,56.0,52.0,40.0,21.0,"['american', 'mexican']"
23,homemade baked chips  tortilla or pita,124908,11,5,"['tortilla flour', 'vegetable oil', 'spice']",11.7,0.0,0.0,0.0,0.0,0.0,0.0,"['american', 'mexican']"
24,salsa cheese roll ups,188677,35,5,"['cheese', 'durkee onion', 'chili salsa', 'tortilla flour']",49.1,5.0,0.0,2.0,2.0,10.0,0.0,['american']
