,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,paula deen s apple butter pumpkin pie,148001,50,7,"['apple butter', 'sugar pumpkin', 'sugar', 'salt', 'cinnamon', 'nutmeg', 'ground ginger', 'egg', 'milk', 'pie shell', 'cream']",2381.0,139.0,862.0,132.0,93.0,146.0,117.0,['american']
1,please try my sweet potato pie,383598,90,15,"['purpose flour', 'salt', 'shortening', 'ice', 'potato', 'butter', 'sugar', 'sugar', 'milk', 'egg', 'wheat flour', 'nutmeg', 'cinnamon', 'vanilla extract']",3210.0,226.0,902.0,54.0,90.0,248.0,144.0,['american']
2,sweet potato molasses pie,169940,105,16,"['pie shell', 'potato', 'sugar', 'molasses', 'cinnamon', 'ground ginger', 'nutmeg', 'salt', 'egg', 'milk', 'cream']",2540.1,129.0,869.0,90.0,88.0,127.0,136.0,['american']
3,the pink tea cup s sweet potato pie,403499,80,9,"['yam', 'butter', 'cinnamon', 'nutmeg', 'salt', 'sugar', 'sugar', 'egg', 'juice', 'rind', 'milk', 'pie shell', 'cream']",4163.8,273.0,1013.0,135.0,108.0,420.0,200.0,['american']
4,fat archies,308781,30,9,"['purpose flour', 'salt', 'cinnamon', 'ground ginger', 'nutmeg', 'butter', 'sugar', 'sugar', 'egg', 'molasses', 'water', 'baking soda']",3561.0,156.0,1204.0,236.0,92.0,304.0,207.0,-
5,bbq short ribs korean style,249171,40,9,"['sesame seed', 'garlic', 'soy sauce', 'sherry', 'honey', 'sesame oil', 'water', 'ginger', 'scallion', 'chili pepper flake', 'rib']",2865.7,395.0,58.0,140.0,211.0,543.0,7.0,['korean']
6,korean style grilled short ribs,212892,32,6,"['rib', 'garlic', 'soy sauce', 'sesame oil', 'ginger', 'sugar', 'rice vinegar', 'sesame seed', 'sambal oelek']",1887.2,265.0,29.0,93.0,139.0,363.0,3.0,['korean']
7,korean style short ribs,216842,660,15,"['sesame seed', 'scallion', 'garlic', 'soy sauce', 'sugar', 'pepper paste', 'sesame oil', 'rib', 'water', 'ginger']",1877.4,261.0,39.0,65.0,139.0,361.0,4.0,['korean']
8,asian grilled short ribs,64693,25,6,"['beef', 'sugar', 'peanut butter', 'sesame seed', 'sesame oil', 'soy sauce', 'garlic', 'cayenne pepper', 'scallion', 'ginger', 'wheat flour']",2117.5,288.0,77.0,135.0,152.0,373.0,10.0,-
9,spicy soy glazed short ribs  slow cooker,272359,390,10,"['rib', 'water', 'scallion', 'garlic', 'ginger', 'soy sauce', 'rice vinegar', 'molasses', 'sugar', 'garlic sauce', 'hoisin sauce', 'lime', 'juice', 'sesame oil', 'cayenne pepper', 'pepper', 'sesame seed']",1796.3,231.0,129.0,75.0,125.0,317.0,15.0,-
10,andersen s split pea soup  crock pot version  copycat,100649,370,4,"['water', 'pea', 'celery seed', 'baby carrot', 'durkee onion', 'thyme sprigs', 'pepper', 'leaf', 'salt', 'pepper']",178.1,0.0,20.0,0.0,24.0,0.0,10.0,-
11,cholent d or,286755,1170,12,"['durkee onion', 'potato', 'bean', 'barley', 'baby carrot', 'tomato', 'water', 'sugar', 'leaf', 'ground fennel', 'leaf parsley', 'salt', 'leaf basil', 'pepper', 'paprika', 'garlic']",271.4,1.0,81.0,31.0,13.0,1.0,20.0,-
12,hearty vegetable beef  stoup,8245,0,7,"['beef chunk', 'corn', 'water', 'durkee onion', 'durkee onion', 'potato', 'salt', 'spinach', 'thyme sprigs', 'bean', 'pea', 'pea', 'baby carrot', 'bean', 'celery seed', 'ketchup', 'pepper', 'leaf parsley', 'tomato']",205.8,1.0,68.0,53.0,16.0,0.0,14.0,-
13,serbian bean soup,166467,40,7,"['bean', 'potato', 'baby carrot', 'tomato', 'celery seed', 'water', 'durkee onion', 'oil', 'wheat flour', 'salt', 'pepper']",236.5,9.0,20.0,1.0,13.0,4.0,13.0,-
14,vegetable bean soup,178478,30,6,"['durkee onion', 'celery seed', 'baby carrot', 'garlic', 'oil', 'water', 'bean', 'chicken broth', 'tomato', 'potato', 'bean', 'leaf', 'salt', 'pepper']",187.0,6.0,16.0,11.0,19.0,3.0,9.0,-
15,blue cheese   bacon burgers,299522,35,17,"['cheese', 'butter', 'ground beef', 'egg', 'breadcrumb', 'leaf parsley', 'salt', 'pepper', 'bacon']",1335.5,180.0,3.0,86.0,119.0,263.0,2.0,['american']
16,crabmeat spread,60084,195,4,"['cheese', 'mayonnaise', 'cheddar cheese', 'sauce', 'salt', 'pepper', 'crabmeat']",1630.2,213.0,35.0,106.0,126.0,339.0,12.0,['american']
17,decadent creamed eggs on toast,181274,10,8,"['egg', 'butter', 'wheat flour', 'cream', 'salt', 'pepper', 'bread']",1071.7,139.0,14.0,35.0,44.0,264.0,14.0,['american']
18,roasted garlic cheese spread,92492,85,9,"['garlic', 'oil', 'cheese', 'butter', 'salt', 'pepper', 'chive']",1353.0,211.0,31.0,79.0,32.0,374.0,6.0,['american']
19,the greasemeister,351742,10,13,"['egg', 'bread', 'meat', 'cheese', 'bacon', 'butter', 'salt', 'pepper', 'poupon mustard']",1068.9,125.0,11.0,99.0,93.0,191.0,12.0,-
20,caramel butter sauce,441254,25,10,"['sugar', 'water', 'salt', 'tartar', 'butter', 'cream']",1541.8,140.0,748.0,10.0,3.0,287.0,63.0,['american']
21,fried cheesecake,14891,30,13,"['cheesecake pudding mix', 'buttermilk', 'corn flake', 'peanut butter', 'pistachio', 'amaretto liqueur', 'sugar', 'cream']",1990.3,236.0,349.0,29.0,54.0,251.0,48.0,['american']
22,old fashion sugar pie,4862,0,13,"['sugar', 'wheat flour', 'salt', 'cream', 'butter', 'nutmeg']",2053.0,178.0,802.0,41.0,32.0,362.0,82.0,['american']
23,the redneck s best caramels,147073,60,13,"['sugar', 'sugar', 'butter', 'corn syrup', 'cream', 'vanilla']",3138.9,274.0,1249.0,23.0,15.0,557.0,133.0,['american']
24,white fudge  opera fudge,61454,25,11,"['sugar', 'cream', 'salt', 'vanilla']",2381.2,135.0,1601.0,15.0,9.0,274.0,135.0,['american']
25,best vegetable chowder,103412,20,12,"['potato', 'baby carrot', 'celery seed', 'durkee onion', 'champignon mushroom', 'milk', 'butter', 'wheat flour', 'salt', 'corn']",297.3,13.0,23.0,12.0,15.0,25.0,16.0,-
26,ham and cheese potatoes,400610,70,13,"['butter', 'wheat flour', 'milk', 'cheese', 'potato', 'ham']",417.9,29.0,4.0,38.0,42.0,57.0,13.0,-
27,no fuss shepherd s pie,482023,75,9,"['sunflower oil', 'durkee onion', 'baby carrot', 'lamb', 'tomato puree', 'sauce', 'beef stock', 'potato', 'butter', 'milk']",753.9,78.0,20.0,30.0,56.0,122.0,15.0,-
28,scalloped potatoes and ham with cheese,16682,120,14,"['potato', 'ham', 'butter', 'wheat flour', 'durkee onion', 'milk', 'cheese']",399.3,45.0,1.0,29.0,32.0,93.0,5.0,-
29,traditional shepherd s pie,493431,75,13,"['lamb', 'durkee onion', 'champignon mushroom', 'tomato sauce', 'sauce', 'baby carrot', 'thyme sprigs', 'marjoram leaves', 'pepper', 'wheat flour', 'beef stock', 'potato', 'butter', 'milk', 'parmesan cheese', 'pepper', 'paprika']",747.6,63.0,15.0,18.0,68.0,96.0,20.0,-
30,fisherman s stew,182070,30,12,"['oil', 'pepper', 'durkee onion', 'garlic', 'pepper flake', 'wine', 'tomato', 'salt', 'halibut fillet', 'mussel', 'shrimp', 'leaf basil']",254.2,8.0,27.0,33.0,63.0,4.0,5.0,-
31,kittencal s marinara pasta sauce  vegetarian,136292,75,7,"['oil', 'durkee onion', 'garlic', 'leaf basil', 'oregano', 'pepper flake', 'tomato paste', 'tomato', 'wine', 'sugar', 'salt', 'pepper']",207.8,16.0,57.0,38.0,8.0,7.0,7.0,-
32,meaty american chop suey,226843,80,11,"['oil', 'durkee onion', 'pepper', 'ground beef', 'tomato', 'tomato paste', 'water', 'salt', 'pepper', 'garlic', 'leaf basil', 'oregano', 'sugar', 'penne pasta', 'parmesan cheese']",713.9,47.0,50.0,26.0,95.0,59.0,20.0,-
33,mussels in tarragon tomato broth,303374,35,13,"['mussel', 'durkee onion', 'celery seed', 'garlic', 'chicken broth', 'oil', 'tomato', 'wine', 'leaf basil', 'oregano', 'pepper', 'salt', 'pepper flake', 'leaf parsley', 'tarragon sprig', 'butter']",303.6,20.0,26.0,69.0,46.0,20.0,6.0,-
34,spicy shrimp and lobster linguine,408821,35,9,"['oil', 'durkee onion', 'garlic', 'tomato', 'wine', 'oregano', 'pepper flake', 'salt', 'sugar', 'pepper', 'lobster tail', 'shrimp', 'penne pasta', 'leaf parsley']",416.3,8.0,28.0,16.0,65.0,4.0,18.0,-
35,asian orange chicken,338410,80,28,"['water', 'juice', 'lemon juice concentrate', 'rice vinegar', 'soy sauce', 'zest', 'sugar', 'fresh gingerroot', 'garlic', 'durkee onion', 'pepper flake', 'cornstarch', 'chicken breast', 'purpose flour', 'salt', 'pepper', 'oil']",700.9,20.0,217.0,39.0,114.0,11.0,28.0,-
