,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,orange loaf,47137,90,8,"['sugar', 'shortening', 'egg', 'milk', 'juice', 'rind', 'wheat flour', 'baking powder', 'salt', 'walnut']",3037.2,151.0,676.0,164.0,131.0,90.0,160.0,['american']
1,best blueberry muffins,287227,60,10,"['wheat flour', 'sugar', 'baking powder', 'salt', 'egg', 'milk', 'vegetable oil', 'blueberry']",2272.0,185.0,460.0,84.0,61.0,93.0,90.0,-
2,easy moroccan orange cake,503139,50,10,"['egg', 'sugar', 'vegetable oil', 'wheat flour', 'baking powder', 'salt', 'juice', 'orange', 'zest', 'vanilla']",3397.8,201.0,1247.0,121.0,103.0,103.0,170.0,-
3,norma s poppy seed bread,328972,65,6,"['sugar', 'vegetable oil', 'egg', 'milk', 'vanilla extract', 'wheat flour', 'baking powder', 'salt', 'seed']",3900.2,336.0,812.0,97.0,127.0,181.0,144.0,-
4,pear cardamom bread,77300,70,7,"['wheat flour', 'sugar', 'baking powder', 'salt', 'cardamom', 'pear', 'vegetable oil', 'milk', 'egg', 'cardamom']",2684.7,189.0,747.0,102.0,74.0,94.0,121.0,-
5,chocolate french toast  pain perdu  by melissa d arabian,412993,40,14,"['cream', 'milk', 'sugar', 'butter', 'vanilla extract', 'salt', 'chocolate chip cookie', 'egg', 'bread']",487.6,51.0,78.0,16.0,17.0,98.0,13.0,-
6,old fashioned homemade vanilla ice cream,358423,50,8,"['sugar', 'salt', 'milk', 'egg', 'cream', 'vanilla extract']",563.3,60.0,169.0,7.0,18.0,115.0,14.0,-
7,pot de creme,281968,495,8,"['egg', 'sugar', 'salt', 'cream', 'chocolate chip cookie', 'vanilla extract', 'cream']",244.8,23.0,94.0,2.0,7.0,44.0,9.0,-
8,rich n  creamy hot chocolate,198922,35,13,"['chocolate chip cookie', 'sugar', 'water', 'salt', 'milk', 'whipping cream', 'vanilla']",414.3,48.0,73.0,5.0,14.0,96.0,9.0,-
9,tunnel of fudge cake  cake mix,269042,60,11,"['milk', 'pudding', 'chocolate chip cookie', 'butter', 'devils food cake mix', 'oil', 'cream', 'cream', 'egg', 'vanilla']",670.2,63.0,167.0,26.0,20.0,68.0,22.0,-
