,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,cooking a turkey in a bag,4807,0,10,"['turkey', 'paper bag', 'butter']",726.4,56.0,0.0,12.0,185.0,51.0,0.0,['american']
1,creole roast turkey,337906,200,14,"['turkey', 'stuff', 'chicken broth', 'butter', 'garlic', 'sauce', 'habanero sauce', 'thyme sprigs', 'sage', 'pepper', 'pepper', 'cayenne pepper', 'allspice']",1490.0,123.0,16.0,66.0,285.0,127.0,13.0,['american']
2,herb you roasted my turkey,442114,290,16,"['oil', 'butter', 'garlic', 'rosemary sprigs', 'rosemary sprigs', 'thyme sprigs', 'sage', 'salt', 'pepper', 'turkey', 'lemon', 'durkee onion']",1048.3,92.0,1.0,24.0,225.0,96.0,2.0,-
3,sage rub for roast turkey,107683,200,8,"['turkey', 'butter', 'salt', 'pepper', 'sage', 'paprika']",976.9,78.0,0.0,56.0,241.0,77.0,0.0,-
4,yummy  moist turkey,294066,510,9,"['turkey', 'butter', 'pepper']",1034.8,88.0,0.0,19.0,241.0,99.0,0.0,-
5,autumn apple cheesecake,12094,95,17,"['cracker crumb', 'pistachio', 'sugar', 'cinnamon', 'margarine', 'cheese', 'egg', 'vanilla', 'apple']",408.6,42.0,120.0,10.0,10.0,53.0,12.0,-
6,autumn cheesecake,6776,70,17,"['cracker crumb', 'sugar', 'cinnamon', 'margarine', 'cheese', 'egg', 'vanilla', 'apple', 'pistachio']",371.0,36.0,119.0,10.0,9.0,51.0,12.0,-
7,marbled pumpkin cheesecake bars with a gingersnap crust,197570,60,21,"['gingersnap', 'pistachio', 'butter', 'sugar', 'cinnamon', 'sugar pumpkin', 'wheat flour', 'nutmeg', 'clove', 'cheese', 'sugar', 'vanilla', 'egg']",509.5,45.0,124.0,19.0,15.0,74.0,18.0,-
8,mom s simple pumpkin roll,339887,30,14,"['egg', 'sugar', 'sugar pumpkin', 'wheat flour', 'cinnamon', 'nutmeg', 'salt', 'sugar', 'cheese', 'margarine', 'vanilla']",306.3,21.0,132.0,17.0,8.0,29.0,13.0,-
9,pumpkin praline cheesecake,75280,55,16,"['gingersnap', 'pistachio', 'butter', 'sugar', 'cheese', 'sugar', 'egg', 'sugar pumpkin', 'cinnamon', 'nutmeg', 'ground ginger', 'clove', 'vanilla']",558.5,56.0,128.0,21.0,21.0,97.0,16.0,-
10,caramelized onions   oven baked   great for oamc,351540,60,12,"['durkee onion', 'oil', 'salt', 'pepper']",48.0,4.0,10.0,4.0,1.0,2.0,1.0,-
11,roasted new potatoes with red onions,216663,70,10,"['potato', 'oil', 'salt', 'pepper', 'durkee onion', 'chicken stock', 'leaf parsley']",177.8,7.0,10.0,18.0,8.0,3.0,9.0,-
12,sauteed kale with smoked paprika,282732,20,11,"['kale', 'oil', 'durkee onion', 'paprika', 'pepper']",139.7,11.0,5.0,2.0,9.0,5.0,5.0,-
13,simple zucchini soup,97979,50,10,"['butter', 'oil', 'durkee onion', 'zucchini', 'chicken stock', 'oregano', 'salt', 'pepper', 'yogurt']",146.9,13.0,25.0,18.0,12.0,18.0,4.0,-
14,world s best braised green cabbage,156767,135,11,"['cabbage head', 'durkee onion', 'baby carrot', 'oil', 'chicken stock', 'salt', 'pepper', 'pepper flake']",202.3,21.0,43.0,3.0,8.0,9.0,6.0,-
15,avocado cheddar grilled cheese,364119,7,5,"['bread crumb', 'butter', 'cheddar cheese', 'avocado']",299.1,25.0,15.0,11.0,18.0,12.0,10.0,-
16,baked stilton pastries,117585,60,10,"['cheese', 'cheese', 'sauce', 'cayenne pepper', 'butter', 'phyllo pastry sheet']",76.5,8.0,0.0,6.0,4.0,16.0,1.0,-
17,best buffalo wing sauce,92094,8,2,"['butter', 'sauce', 'cayenne pepper']",85.0,14.0,1.0,28.0,0.0,29.0,0.0,-
18,cheddar straws,445619,35,7,"['wheat flour', 'cayenne pepper', 'cheddar cheese', 'butter']",301.1,32.0,0.0,11.0,19.0,66.0,6.0,-
19,hot cheese bites,237634,15,5,"['butter', 'cheddar cheese', 'wheat flour', 'cayenne pepper']",37.0,3.0,0.0,1.0,2.0,8.0,0.0,-
20,buttermilk pancake mix in a jar,12936,20,11,"['buttermilk', 'purpose flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'egg', 'vegetable oil', 'water']",58.8,0.0,9.0,6.0,4.0,0.0,3.0,-
21,buttermilk spice muffins,393424,35,12,"['purpose flour', 'wheat flour', 'sugar', 'baking powder', 'cinnamon', 'baking soda', 'nutmeg', 'salt', 'buttermilk', 'vegetable oil', 'egg']",154.0,10.0,17.0,7.0,7.0,5.0,6.0,-
22,fluffy buttermilk pancakes via realmomkitchen com,497765,40,12,"['purpose flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'buttermilk', 'egg', 'vegetable oil']",183.3,10.0,19.0,15.0,10.0,6.0,8.0,-
23,golden oatmeal muffins,149212,35,9,"['oatmeal', 'buttermilk', 'vegetable oil', 'sugar', 'egg', 'purpose flour', 'baking powder', 'baking soda', 'salt']",193.2,15.0,39.0,12.0,6.0,7.0,7.0,-
24,mama s best buttermilk pancakes,448865,20,7,"['purpose flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'egg', 'buttermilk', 'vegetable oil']",102.3,6.0,6.0,6.0,4.0,3.0,4.0,-
