,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,350 roasted parmesan potatoes,301661,105,5,"['purpose flour', 'seasoning salt', 'parmesan cheese', 'potato', 'butter']",430.1,23.0,10.0,12.0,24.0,47.0,20.0,-
1,curly potatoes,84544,60,11,"['potato', 'butter', 'garlic', 'seasoning salt']",266.9,18.0,6.0,3.0,8.0,36.0,12.0,-
2,golden parmesan potatoes,100198,70,13,"['potato', 'butter', 'parmesan cheese', 'chive']",151.7,9.0,3.0,5.0,9.0,19.0,6.0,-
3,herb potatoes,257222,20,4,"['potato', 'seasoning salt', 'garlic salt', 'parmesan cheese', 'butter']",200.2,5.0,6.0,2.0,10.0,11.0,12.0,-
4,pantry potatoes,59156,30,3,"['potato', 'butter', 'seasoning salt', 'parmesan cheese', 'leaf parsley']",269.3,19.0,10.0,7.0,9.0,38.0,11.0,-
5,apple carrot juice,188116,10,4,"['baby carrot', 'apple']",245.9,1.0,164.0,6.0,5.0,0.0,20.0,-
6,beetroot  apple and carrot salad,301255,10,2,"['beetroot', 'baby carrot', 'apple']",88.6,0.0,64.0,2.0,2.0,0.0,7.0,-
7,gingered vegetable juice,248037,15,2,"['baby carrot', 'apple', 'ginger']",219.7,1.0,133.0,8.0,6.0,0.0,18.0,-
8,good morning juice,75507,15,4,"['apple', 'baby carrot', 'lime', 'ginger']",150.2,0.0,103.0,2.0,3.0,0.0,13.0,-
9,my juice cocktail,53706,10,2,"['apple', 'pear', 'orange', 'ginger', 'baby carrot']",144.3,0.0,98.0,2.0,3.0,0.0,12.0,-
10,mile high meringue,159987,45,7,"['egg white', 'sugar', 'cornstarch', 'salt', 'lemon juice concentrate', 'water']",521.9,0.0,455.0,13.0,21.0,0.0,40.0,-
11,nelson cookie bake snow white icing,196696,30,3,"['sugar', 'egg white', 'crisco', 'water', 'vanilla', 'salt']",155.7,6.0,117.0,0.0,0.0,6.0,9.0,-
12,quick blueberry sauce,301751,6,5,"['lemon juice concentrate', 'cornstarch', 'blueberry', 'sugar', 'water', 'salt']",44.7,0.0,38.0,2.0,0.0,0.0,3.0,-
13,weepless meringue,20159,25,8,"['cornstarch', 'water', 'water', 'egg white', 'salt', 'sugar']",374.5,0.0,304.0,13.0,21.0,0.0,27.0,-
14,whipped frosting,371747,6,6,"['egg white', 'sugar', 'salt', 'water', 'vanilla extract']",39.7,0.0,37.0,0.0,1.0,0.0,3.0,-
15,apple cinnamon crumble pie,161975,95,17,"['pie pastry', 'apple', 'sugar', 'wheat flour', 'cinnamon', 'butter', 'sugar', 'sugar', 'salt']",531.3,31.0,226.0,11.0,7.0,48.0,29.0,-
16,apple nut muffins,400691,60,22,"['butter', 'sugar', 'wheat flour', 'cinnamon', 'nutmeg', 'apple', 'pistachio', 'sugar', 'egg', 'vanilla extract', 'baking powder', 'baking soda', 'salt', 'cream', 'cinnamon']",478.7,36.0,123.0,23.0,13.0,62.0,20.0,-
17,awesome gluten free apple pie with crumble topping,105376,75,24,"['wheat flour', 'cornstarch', 'sugar', 'xanthan gum', 'butter', 'egg', 'vanilla extract', 'apple', 'cinnamon', 'nutmeg', 'salt', 'sugar']",458.6,30.0,246.0,10.0,2.0,62.0,24.0,-
18,best pumpkin cookies,185445,35,18,"['butter', 'sugar', 'sugar', 'sugar pumpkin', 'egg', 'vanilla extract', 'wheat flour', 'baking soda', 'baking powder', 'cinnamon', 'nutmeg', 'salt', 'sugar', 'milk', 'sugar icing']",104.0,7.0,41.0,4.0,1.0,14.0,4.0,-
