,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,baked caramel corn,371586,70,11,"['microwave popcorn', 'butter', 'sugar', 'corn syrup', 'salt', 'baking soda', 'vanilla']",754.0,49.0,314.0,31.0,8.0,98.0,39.0,-
1,can t stop eating it  caramel corn,273797,55,15,"['microwave popcorn', 'sugar', 'butter', 'corn syrup', 'salt', 'vanilla extract', 'baking soda']",821.0,53.0,342.0,35.0,9.0,106.0,42.0,-
2,cherie s caramel corn,379873,65,14,"['microwave popcorn', 'pretzel', 'sugar', 'butter', 'corn syrup', 'salt', 'baking soda', 'pistachio', 'm&m']",584.8,45.0,244.0,12.0,7.0,74.0,26.0,-
3,chewy irresistible caramel popcorn,205949,10,10,"['butter', 'sugar', 'corn syrup', 'baking soda', 'salt', 'microwave popcorn']",279.8,11.0,169.0,15.0,0.0,24.0,18.0,-
4,oven caramel corn,48620,85,9,"['microwave popcorn', 'sugar', 'butter', 'corn syrup', 'salt', 'baking soda']",156.6,10.0,62.0,7.0,2.0,19.0,8.0,-
5,butterfinger candy,250448,75,12,"['candy corn', 'peanut butter', 'almond bark', 'candy coating']",182.0,24.0,11.0,5.0,15.0,16.0,2.0,-
6,fire logs,106168,37,9,"['chocolate chip', 'peanut butter', 'chow mein noodle', 'crystal sugar']",56.3,6.0,4.0,0.0,3.0,3.0,1.0,-
7,strawberry surprises,89053,40,13,"['chocolate chip', 'peanut butter', 'sugar', 'strawberry', 'chocolate chip cookie', 'peanut butter']",50.0,5.0,11.0,1.0,3.0,4.0,1.0,-
8,tin roof sundae brownies,292470,35,11,"['brownie bar dough', 'marshmallow creme', 'peanut butter', 'chocolate chip']",95.5,7.0,25.0,0.0,5.0,4.0,3.0,-
9,valentine bark,285642,30,13,"['almond bark', 'chocolate chip', 'candy valentine heart']",9.5,0.0,3.0,0.0,0.0,1.0,0.0,-
10,aunt mary s biscuits,3371,25,7,"['purpose flour', 'baking powder', 'salt', 'sugar', 'shortening', 'milk']",142.0,10.0,3.0,9.0,5.0,9.0,5.0,-
11,crazy biscuits,186707,20,8,"['wheat flour', 'salt', 'tartar', 'baking powder', 'sugar', 'shortening', 'milk']",98.2,8.0,1.0,5.0,3.0,7.0,3.0,-
12,maple pecan biscuits,112570,22,13,"['purpose flour', 'sugar', 'baking powder', 'salt', 'shortening', 'pistachio', 'milk', 'maple flavoring', 'sugar', 'vanilla extract']",215.7,18.0,28.0,11.0,6.0,14.0,8.0,-
13,mimi s biscuits,210731,25,7,"['wheat flour', 'baking powder', 'salt', 'tartar', 'sugar', 'shortening', 'milk']",122.8,10.0,2.0,7.0,3.0,9.0,4.0,-
14,tarte a bouillie  french custard pie,145389,45,10,"['sugar', 'shortening', 'egg', 'purpose flour', 'baking powder', 'nutmeg', 'salt', 'milk', 'egg', 'vanilla extract']",317.7,18.0,101.0,5.0,12.0,17.0,15.0,-
15,brown sugar bacon,350810,25,7,"['bacon', 'sugar']",657.1,78.0,140.0,39.0,26.0,85.0,12.0,-
16,brown sugar bites,202657,60,5,"['bacon', 'smokies sausages', 'sugar']",608.6,83.0,39.0,58.0,36.0,92.0,3.0,-
17,little bacon smokies,353773,40,6,"['smokies sausages', 'bacon', 'sugar']",713.1,83.0,146.0,58.0,36.0,92.0,12.0,-
18,sugar dogs,146122,200,7,"['dog', 'bacon', 'sugar']",568.8,53.0,204.0,47.0,23.0,65.0,17.0,-
19,wrapped weiner appetizer,85559,265,5,"['bacon', 'dog', 'sugar']",529.2,52.0,180.0,38.0,20.0,60.0,15.0,-
20,apple swirls,336038,65,21,"['milk', 'butter', 'wheat flour', 'yeast', 'sugar', 'apple', 'cinnamon']",302.1,17.0,78.0,3.0,9.0,34.0,15.0,-
21,german parker house rolls,422522,65,18,"['milk', 'yeast', 'butter', 'salt', 'sugar', 'egg', 'wheat flour']",141.7,7.0,10.0,2.0,7.0,13.0,6.0,-
22,o charley s yeast rolls,276803,145,19,"['milk', 'yeast', 'butter', 'salt', 'sugar', 'egg', 'wheat flour']",141.3,7.0,10.0,2.0,7.0,13.0,6.0,-
23,southern kitchen cinnamon rolls,295116,20,24,"['milk', 'butter', 'sugar', 'salt', 'yeast', 'water', 'wheat flour', 'egg', 'sugar', 'cinnamon']",175.6,11.0,67.0,4.0,3.0,22.0,8.0,-
24,whole wheat runza dough,314413,180,20,"['wheat flour', 'yeast', 'milk', 'sugar', 'butter', 'salt', 'egg']",120.4,5.0,11.0,5.0,7.0,10.0,6.0,-
25,chris s sausage appetizer,49325,365,1,"['sausage', 'beer', 'sugar']",454.7,36.0,145.0,48.0,34.0,42.0,13.0,-
26,kielbasa,261249,70,3,"['kielbasa', 'chili sauce', 'pineapple chunk', 'sugar']",608.0,71.0,67.0,87.0,43.0,78.0,7.0,-
27,kielbasa appetizer   2 ingredients,448434,50,4,"['kielbasa', 'sugar']",781.2,47.0,447.0,43.0,27.0,52.0,38.0,-
28,polish kielbasa appetizers,258739,70,6,"['kielbasa', 'beer', 'barbecue sauce', 'sugar', 'mustard']",522.1,43.0,86.0,111.0,44.0,47.0,13.0,-
29,ruth s beer marinated meatballs,149594,65,3,"['meatball', 'chili sauce', 'beer', 'sugar', 'sauce']",137.1,2.0,87.0,10.0,3.0,2.0,9.0,-
30,diana s lemonade,254498,15,8,"['lemon', 'sugar']",89.3,0.0,75.0,0.0,1.0,0.0,9.0,-
31,glazed pears,180402,30,11,"['lemon', 'juice', 'pear', 'butter', 'sugar']",164.6,3.0,105.0,0.0,1.0,6.0,13.0,-
32,lemon cheese,103796,15,11,"['sugar', 'lemon', 'egg', 'vanilla', 'butter']",94.7,3.0,67.0,1.0,3.0,5.0,5.0,-
33,scottish curd,152852,60,9,"['lemon', 'butter', 'sugar', 'egg', 'drambuie']",4.3,0.0,2.0,0.0,0.0,0.0,0.0,-
34,super easy cranberry sugar cookies,201493,20,10,"['blueberry muffin mix', 'butter', 'sugar']",38.0,5.0,4.0,1.0,0.0,12.0,0.0,-
35,green tomatoes   veggies,21106,25,9,"['zucchini', 'tomato', 'durkee onion', 'eggplant', 'pepper', 'garlic', 'oil', 'pepper', 'parmesan cheese']",65.0,0.0,25.0,0.0,5.0,0.0,4.0,-
36,simple roast veggies,190458,75,6,"['potato', 'pepper', 'pepper', 'champignon mushroom', 'durkee onion', 'zucchini', 'oil', 'vinegar', 'garlic']",268.1,4.0,31.0,1.0,18.0,2.0,18.0,-
37,summer veggie medley,24302,30,4,"['zucchini', 'champignon mushroom', 'tomato', 'durkee onion', 'garlic', 'pepper', 'salt', 'oil', 'cheese', 'parmesan cheese']",216.5,23.0,18.0,10.0,20.0,31.0,3.0,-
38,tomato bruschetta  low cal,7944,15,7,"['bread', 'garlic', 'oil', 'durkee onion', 'tomato', 'oregano', 'pepper', 'parmesan cheese']",128.2,4.0,5.0,9.0,7.0,2.0,7.0,-
39,zucchini and mushroom skillet,121202,35,5,"['zucchini', 'champignon mushroom', 'durkee onion', 'oil', 'garlic', 'oregano', 'pepper']",43.2,0.0,19.0,0.0,6.0,0.0,2.0,-
40,new england sausage  apple and dried cranberry stuffing,251592,90,24,"['bread', 'sausage', 'butter', 'leek', 'apple', 'leave', 'poultry seasoning', 'cranberry', 'rosemary sprigs', 'leaf parsley', 'egg', 'chicken broth']",220.7,12.0,27.0,18.0,20.0,18.0,9.0,-
41,parsley soup with chive cream,43137,40,11,"['leek', 'parsley sprig', 'butter', 'floury potato', 'chicken stock', 'cream', 'pepper', 'chive']",422.9,44.0,30.0,24.0,23.0,82.0,10.0,-
42,potato   leek soup,227558,40,14,"['butter', 'leek', 'durkee onion', 'chicken stock', 'salt', 'pepper', 'purpose flour', 'potato']",367.3,29.0,33.0,24.0,22.0,54.0,12.0,-
43,sausage apple   dried cranberry stuffing,68550,135,13,"['bread', 'sausage', 'butter', 'leek', 'apple', 'celery seed', 'poultry seasoning', 'rosemary sprigs', 'cranberry', 'egg', 'turkey broth']",132.9,7.0,17.0,11.0,9.0,11.0,6.0,-
44,virginia willis   20 000 rice pilaf,447617,35,11,"['butter', 'shallot', 'minute rice', 'salt', 'pepper', 'chicken stock', 'parsley sprig']",456.7,13.0,11.0,11.0,22.0,21.0,27.0,-
45,hand ground and oven roasted cornmeal mush,107240,120,15,"['water', 'water', 'salt', 'cornmeal']",176.7,2.0,1.0,20.0,7.0,1.0,12.0,-
46,homemade spring roll wrappers,471396,84,14,"['wheat flour', 'salt', 'water']",56.9,0.0,0.0,3.0,3.0,0.0,3.0,-
47,pickled corn in the jar,184625,80,17,"['corn', 'salt', 'water']",349.1,6.0,41.0,2.0,21.0,3.0,27.0,-
48,salted boiling water   what does it mean,157688,24,12,"['water', 'salt']",0.0,0.0,0.0,97.0,0.0,0.0,0.0,-
49,ww 1 point   arepas  alternative to tortillas  oamc,121786,18,16,"['water', 'arepa flour', 'salt', 'oil']",3.3,0.0,0.0,0.0,0.0,0.0,0.0,-
50,banana chocolate chip birthday sheet cake,160934,60,16,"['banana', 'cream', 'egg', 'zest', 'vanilla', 'flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'butter', 'chocolate chip cookie', 'sugar', 'cream', 'vanilla', 'food coloring paste']",1093.6,81.0,407.0,35.0,18.0,160.0,50.0,-
51,devil s fudge cake,190342,55,13,"['vegetable oil cooking spray', 'flour', 'sugar', 'baking powder', 'baking soda', 'salt', 'egg', 'butter', 'water', 'cocoa']",2179.5,126.0,704.0,53.0,64.0,231.0,111.0,-
52,perfect chocolate cake with whipped cream filling,64193,60,21,"['cocoa', 'water', 'wheat flour', 'baking soda', 'salt', 'baking powder', 'butter', 'sugar', 'vanilla', 'egg', 'cream', 'sugar', 'chocolate chip cookie', 'cream']",1292.5,110.0,458.0,33.0,23.0,217.0,52.0,-
53,sour cream chocolate chip layer cake,389037,50,15,"['flour', 'baking powder', 'baking soda', 'salt', 'butter', 'sugar', 'egg', 'vanilla', 'cream', 'milk', 'chocolate chip cookie']",789.0,67.0,259.0,19.0,17.0,131.0,33.0,-
54,the ultimate sour cream cranberry streusel bundt cake,145170,75,19,"['walnut', 'sugar', 'cinnamon', 'cocoa powder', 'cranberry', 'flour', 'baking powder', 'baking soda', 'salt', 'butter', 'sugar', 'egg', 'vanilla', 'cream', 'sugar', 'cream', 'food coloring paste']",1065.4,75.0,405.0,30.0,24.0,110.0,49.0,-
