,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,black pepper almonds,188904,30,17,"['pepper', 'salt', 'butter', 'sugar', 'water', 'almond']",1136.4,135.0,180.0,79.0,61.0,81.0,24.0,-
1,quick beef casserole,361123,60,14,"['butter', 'ground beef', 'durkee onion', 'garlic', 'oregano', 'pepper', 'salt', 'sugar', 'tomato sauce', 'tomato', 'egg noodle', 'durkee onion', 'cheese', 'cream', 'cheese']",540.0,56.0,22.0,24.0,51.0,96.0,9.0,-
2,shrimp enchiladas,30958,55,17,"['butter', 'bell pepper', 'bell pepper', 'durkee onion', 'jalapeno pepper', 'garlic', 'oregano', 'salt', 'pepper', 'pepper', 'cream', 'chicken broth', 'jack cheese', 'cream', 'shrimp', 'tomato', 'durkee onion', 'tortilla flour']",972.0,84.0,26.0,71.0,77.0,148.0,26.0,-
3,tanzanian curried spinach with peanut butter,173495,50,12,"['spinach leave', 'peanut butter', 'tomato', 'durkee onion', 'curry powder', 'coconut milk powder', 'butter', 'salt', 'pepper']",822.7,74.0,273.0,75.0,36.0,170.0,30.0,-
4,ugandan plantains with chicken stew,235859,80,12,"['banana chip', 'water', 'salt', 'pepper', 'chicken meat', 'oil', 'durkee onion', 'tomato', 'potato']",830.6,67.0,103.0,31.0,93.0,56.0,21.0,-
5,apple pikelets,483716,25,10,"['wheat flour', 'sugar', 'apple', 'egg', 'milk', 'butter', 'sugar', 'vegetable oil cooking spray', 'cinnamon']",181.7,4.0,22.0,1.0,12.0,6.0,10.0,['australian']
6,swedish apple pie,44729,55,8,"['apple', 'sugar', 'cinnamon', 'butter', 'wheat flour', 'egg']",389.1,27.0,162.0,6.0,5.0,55.0,18.0,['american']
7,easy apple pudding,8658,40,7,"['apple', 'wheat flour', 'cinnamon', 'butter', 'sugar', 'egg']",448.6,25.0,179.0,6.0,9.0,50.0,24.0,-
8,easy swedish apple pie,503164,65,5,"['apple', 'sugar', 'wheat flour', 'cinnamon', 'butter', 'egg']",241.9,18.0,93.0,4.0,3.0,37.0,11.0,-
9,simple swedish apple pie,422648,65,5,"['apple', 'sugar', 'sugar', 'wheat flour', 'cinnamon', 'butter', 'egg']",391.3,28.0,163.0,6.0,5.0,55.0,19.0,-
10,coconut lentil soup,111120,40,7,"['lentil', 'ginger', 'durkee onion', 'garlic', 'oil', 'turmeric', 'chicken stock', 'tomato', 'coconut milk powder']",350.6,25.0,11.0,11.0,31.0,52.0,13.0,-
11,lentils stew,217350,55,11,"['lentil', 'garlic', 'durkee onion', 'tomato', 'oil', 'savory', 'salt', 'paprika']",390.3,15.0,21.0,36.0,41.0,7.0,18.0,-
12,pig s chile de arbol salsa,310025,15,4,"['arbol chile', 'durkee onion', 'garlic', 'tomato', 'ground cilantro', 'oil', 'lemon juice concentrate']",61.4,2.0,23.0,9.0,3.0,1.0,4.0,-
