,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,homemade graham crackers,74527,30,10,"['shortening', 'sugar', 'sugar', 'wheat flour', 'wheat flour', 'baking soda', 'baking powder', 'salt', 'milk', 'vanilla']",6697.4,342.0,2559.0,247.0,177.0,287.0,374.0,-
1,povotica,92350,46,19,"['water', 'yeast cake', 'wheat flour', 'egg', 'milk', 'sugar', 'salt', 'lemon extract', 'butter', 'ground walnut', 'sugar', 'raisin']",12914.1,850.0,4079.0,354.0,476.0,681.0,621.0,-
2,structural gingerbread house dough,491209,90,19,"['corn syrup', 'sugar', 'margarine', 'purpose flour', 'salt']",9118.8,366.0,1946.0,164.0,238.0,244.0,551.0,-
3,sultana bun,179673,240,16,"['wheat flour', 'margarine', 'egg', 'wheat flour', 'caster sugar', 'sultana']",5831.8,336.0,1994.0,139.0,195.0,211.0,302.0,-
4,vine torte or prune cake,46390,20280,14,"['wheat flour', 'baking powder', 'salt', 'margarine', 'sugar', 'egg', 'vanilla', 'milk', 'prune', 'rum', 'water']",7245.4,310.0,2594.0,182.0,176.0,188.0,423.0,-
5,boston cream cake,8405,45,28,"['butter', 'sugar', 'egg', 'milk', 'vanilla', 'purpose flour', 'baking powder', 'cornstarch', 'salt', 'jumbo egg', 'chocolate square', 'sugar icing']",310.3,17.0,120.0,6.0,12.0,32.0,15.0,['american']
6,buttercake,451284,65,20,"['butter', 'sugar', 'egg', 'vanilla', 'purpose flour', 'baking powder', 'milk']",276.4,16.0,80.0,8.0,8.0,32.0,13.0,['american']
7,hawaiian coconut shortbread cookies,187956,65,20,"['butter', 'sugar', 'vanilla', 'purpose flour', 'salt', 'coconut', 'sugar']",115.0,10.0,27.0,3.0,1.0,24.0,4.0,"['american', 'scottish']"
8,rosie s pecan crunchies,400718,45,25,"['purpose flour', 'salt', 'pecan piece', 'butter', 'sugar', 'sugar']",86.5,8.0,18.0,2.0,1.0,12.0,2.0,['american']
9,spritz cookies with variations  america s test kitchen,444005,60,24,"['jumbo egg', 'cream', 'vanilla extract', 'butter', 'sugar', 'salt', 'purpose flour']",44.1,4.0,7.0,0.0,0.0,8.0,1.0,['american']
10,chocolate peanut butter pie,342615,200,14,"['chex cereal', 'butter', 'peanut butter', 'chocolate pudding mix', 'milk']",213.0,16.0,33.0,9.0,10.0,23.0,8.0,-
11,delicious microwave peanut butter fudge,257290,6,7,"['butter', 'peanut butter', 'sugar icing', 'peanut butter']",73.5,8.0,17.0,2.0,2.0,12.0,1.0,-
12,easiest peanut butter fudge  ever,252518,19,16,"['peanut butter', 'butter', 'sugar icing', 'vanilla extract']",329.8,32.0,125.0,7.0,8.0,47.0,11.0,-
13,peanut butter muesli squares,419728,30,9,"['coconut', 'milk', 'muesli', 'honey', 'peanut butter', 'butter', 'peanut butter', 'sugar icing']",76.3,5.0,30.0,1.0,3.0,8.0,3.0,-
14,quick and easy peanut butter balls,29018,30,10,"['butter', 'peanut butter', 'sugar icing', 'chocolate bark']",148.0,18.0,30.0,4.0,6.0,23.0,3.0,-
15,asian  dipping sauce,304688,10,2,"['seafood cocktail sauce', 'chili sauce', 'lime juice concentrate', 'sugar', 'vinegar', 'red thai chile']",23.7,0.0,14.0,33.0,1.0,0.0,1.0,-
16,phad thai  very simple version,164623,30,11,"['vermicelli rice noodle', 'chicken breast fillet', 'garlic', 'ginger', 'red thai chile', 'palm sugar', 'soy sauce', 'chili sauce', 'seafood cocktail sauce', 'lime juice concentrate', 'durkee onion', 'bean sprout', 'snow pea', 'cilantro leave']",424.2,8.0,33.0,48.0,54.0,7.0,21.0,-
17,pork and mushroom coriander stir fry,26103,35,7,"['ground pork', 'coriander sprig', 'ginger', 'chili paste', 'seafood cocktail sauce', 'lime juice concentrate', 'sugar', 'vegetable oil', 'durkee onion', 'button mushroom', 'shiitake mushroom', 'snow pea']",316.8,26.0,21.0,24.0,58.0,19.0,3.0,-
18,thai shrimp dumplings,299451,40,17,"['wonton wrapper', 'cornstarch', 'vegetable oil', 'shrimp', 'durkee onion', 'ginger', 'oyster sauce', 'wine vinegar', 'chili sauce', 'coconut milk powder', 'ground cilantro', 'leaf basil', 'seafood cocktail sauce', 'shallot', 'rice vinegar', 'sugar', 'curry powder']",68.3,5.0,3.0,6.0,4.0,12.0,2.0,-
19,vietnamese beef wraps,112537,20,8,"['udon noodle', 'red thai chile', 'cucumber', 'lime juice concentrate', 'sirloin steak', 'garlic', 'seafood cocktail sauce', 'rice wine', 'sugar', 'vegetable oil', 'mint leave', 'lettuce leave', 'chili sauce']",208.1,24.0,9.0,8.0,23.0,27.0,1.0,-
20,big soft sugar cookies,292812,50,15,"['purpose flour', 'baking soda', 'salt', 'baking powder', 'butter', 'sugar', 'cream', 'egg', 'vanilla extract', 'sugar']",156.5,9.0,51.0,5.0,4.0,18.0,7.0,-
21,frosted sugar cookie cutouts,403516,28,15,"['purpose flour', 'baking powder', 'baking soda', 'salt', 'butter', 'sugar', 'egg', 'milk', 'vanilla extract', 'sugar']",134.2,7.0,42.0,3.0,3.0,15.0,6.0,-
22,icelandic ponnokukur pancakes,507782,50,14,"['purpose flour', 'sugar', 'baking powder', 'salt', 'cardamom', 'nutmeg', 'egg', 'milk', 'cream', 'vanilla extract', 'butter']",87.7,6.0,6.0,8.0,5.0,12.0,3.0,-
23,uncle bill s regular dough recipe for peroshky,53860,35,16,"['purpose flour', 'baking powder', 'salt', 'sugar', 'butter', 'cream', 'cream', 'baking soda', 'egg', 'vanilla extract']",292.2,28.0,9.0,17.0,9.0,55.0,9.0,-
24,vanilla cream scones,490193,30,16,"['purpose flour', 'baking powder', 'sugar', 'salt', 'butter', 'cream', 'egg', 'vanilla extract', 'milk']",145.2,11.0,19.0,6.0,4.0,22.0,5.0,-
25,baked cauliflower neapolitaine,457213,35,8,"['head cauliflower', 'sea salt', 'oil', 'cheese', 'salt']",123.0,8.0,16.0,11.0,16.0,17.0,4.0,['italian']
26,balsamic roasted asparagus with fleur de sel and parmesan,107077,15,9,"['asparagus spear', 'oil', 'sea salt', 'pepper', 'vinegar', 'cheese']",147.6,16.0,8.0,22.0,16.0,17.0,1.0,['italian']
27,neufchtel  fig   prosciutto crostini,346204,45,7,"['baguette', 'oil', 'strawberry jam', 'cheese', 'prosciutto', 'pepper']",232.0,3.0,32.0,13.0,15.0,2.0,15.0,['italian']
