,name,id,minutes,n_steps,ingredients,calories,fat_amount,sodium_amount,protein_amount,sugar_amount,saturated_fat,carbohydrates,cuisine
0,bison steak marinade,453645,10,2,"['oil', 'vinegar', 'rosemary sprigs', 'sage', 'thyme sprigs', 'garlic', 'lemon', 'zest']",113.3,16.0,7.0,0.0,1.0,7.0,1.0,-
1,grilled chicken with herbs,332715,145,6,"['leaf parsley', 'rosemary sprigs', 'thyme sprigs', 'sage', 'garlic', 'oil', 'vinegar', 'salt', 'pepper', 'chicken breast']",232.4,18.0,12.0,5.0,48.0,9.0,1.0,-
2,grilled italian marinated swordfish,299974,25,9,"['swordfish', 'oil', 'vinegar', 'lemon juice concentrate', 'garlic', 'thyme sprigs', 'rosemary sprigs', 'sage', 'salt', 'pepper']",448.2,55.0,5.0,28.0,54.0,29.0,0.0,-
3,grilled radicchio    veggies of choice,54771,20,7,"['garlic', 'oil', 'rosemary sprigs', 'sage', 'thyme sprigs', 'vinegar', 'salt', 'pepper', 'radicchio', 'parmesan cheese']",139.4,20.0,9.0,0.0,0.0,9.0,1.0,-
4,roasted squash  potatoes  shallots   herbs,81544,60,8,"['butternut squash', 'baby potato', 'shallot', 'garlic', 'oil', 'rosemary sprigs', 'sage', 'thyme sprigs']",227.4,10.0,17.0,0.0,8.0,5.0,13.0,-
5,creamy vegetable cumin soup,322465,35,6,"['oil', 'baby carrot', 'potato', 'durkee onion', 'garlic', 'chicken broth', 'cumin', 'pepper']",172.5,9.0,22.0,33.0,14.0,5.0,7.0,-
6,crock pot vegetable medley,225018,9,4,"['potato', 'baby carrot', 'durkee onion', 'chicken broth']",85.9,0.0,14.0,1.0,4.0,0.0,6.0,-
7,lentil spinach soup,461885,81,9,"['durkee onion', 'garlic', 'oil', 'lentil', 'lemon', 'lemon juice concentrate', 'spinach']",276.6,6.0,16.0,2.0,36.0,3.0,14.0,-
8,pressure cooker lentil soup,187652,35,9,"['durkee onion', 'garlic', 'oil', 'baby carrot', 'celery rib', 'cumin', 'chicken broth', 'lentil', 'leave', 'spinach', 'pepper']",258.9,11.0,14.0,1.0,26.0,5.0,11.0,-
9,spiced lentil soup,365676,485,4,"['lentil', 'tomato', 'potato', 'baby carrot', 'durkee onion', 'celery rib', 'garlic', 'leave', 'pepper', 'curry powder', 'cumin', 'coriander', 'chicken broth']",243.8,2.0,48.0,21.0,20.0,1.0,17.0,-
